"Original","Submitted","Accepted_name","Selected_family","Selected_order","Selected_class","Synonyms"
"grallina cyanoleuca","Grallina cyanoleuca","Grallina cyanoleuca","Monarchidae","Passeriformes","Aves",NA
"anguilla reinhardtii","Anguilla reinhardtii","Anguilla reinhardtii","Anguillidae","Anguilliformes","Actinopterygii",NA
"gubernatrix cristata","Gubernatrix cristata","Gubernatrix cristata","Emberizidae","Passeriformes","Aves",NA
"hemignathus flavus","Hemignathus flavus","Chlorodrepanis flava","Fringillidae","Passeriformes","Aves","Hemignathus chloris"
"hemignathus flavus","Hemignathus flavus","Chlorodrepanis flava","Fringillidae","Passeriformes","Aves","Hemignathus flavus"
"hemignathus virens","Hemignathus virens","Chlorodrepanis virens","Fringillidae","Passeriformes","Aves","Hemignathus virens"
"hemignathus virens","Hemignathus virens","Chlorodrepanis virens","Fringillidae","Passeriformes","Aves","Viridonia virens"
"hemignathus virens","Hemignathus virens","Chlorodrepanis virens","Fringillidae","Passeriformes","Aves","Certhia virens"
"himatione sanguinea","Himatione sanguinea","Himatione sanguinea","Fringillidae","Passeriformes","Aves","Himathione sanguinea"
"himatione sanguinea","Himatione sanguinea","Himatione sanguinea","Fringillidae","Passeriformes","Aves","Himatione sanguinea sanguinea"
"hippolais icterina","Hippolais icterina","Hippolais icterina","Sylviidae","Passeriformes","Aves",NA
"hippolais pallida","Hippolais pallida","Iduna pallida","Sylviidae","Passeriformes","Aves","Hippolais pallida"
"hirundo rustica","Hirundo rustica","Hirundo rustica","Hirundinidae","Passeriformes","Aves",NA
"hypocnemis cantator","Hypocnemis cantator","Hypocnemis cantator","Thamnophilidae","Passeriformes","Aves",NA
"hypsipetes amaurotis","Hypsipetes amaurotis","Hypsipetes amaurotis","Pycnonotidae","Passeriformes","Aves","Ixos amaurotis"
"icteria virens","Icteria virens","Icteria virens","Parulidae","Passeriformes","Aves",NA
"anguilla rostrata","Anguilla rostrata","Anguilla rostrata","Anguillidae","Anguilliformes","Actinopterygii",NA
"illadopsis rufipennis","Illadopsis rufipennis","Illadopsis rufipennis","Pellorneidae","Passeriformes","Aves",NA
"lanius collurio","Lanius collurio","Lanius collurio","Laniidae","Passeriformes","Aves",NA
"lanius isabellinus","Lanius isabellinus","Lanius isabellinus","Laniidae","Passeriformes","Aves",NA
"lanius nubicus","Lanius nubicus","Lanius nubicus","Laniidae","Passeriformes","Aves",NA
"lanius schach","Lanius schach","Lanius schach","Laniidae","Passeriformes","Aves",NA
"leiothrix argentauris","Leiothrix argentauris","Leiothrix argentauris","Leiothrichidae","Passeriformes","Aves",NA
"leiothrix lutea","Leiothrix lutea","Leiothrix lutea","Leiothrichidae","Passeriformes","Aves",NA
"lonchura striata","Lonchura striata","Lonchura striata","Estrildidae","Passeriformes","Aves",NA
"luscinia svecica","Luscinia svecica","Luscinia svecica","Muscicapidae","Passeriformes","Aves",NA
"malurus cyaneus","Malurus cyaneus","Malurus cyaneus","Maluridae","Passeriformes","Aves",NA
"conger conger","Conger conger","Conger conger","Congridae","Anguilliformes","Actinopterygii","Muraena conger"
"melithreptus brevirostris","Melithreptus brevirostris","Melithreptus brevirostris","Meliphagidae","Passeriformes","Aves",NA
"melospiza melodia","Melospiza melodia","Melospiza melodia","Emberizidae","Passeriformes","Aves","Zonotrichia melodia"
"melospiza melodia","Melospiza melodia","Melospiza melodia","Emberizidae","Passeriformes","Aves","Fringilla melodia"
"microeca fascinans","Microeca fascinans","Microeca fascinans","Petroicidae","Passeriformes","Aves",NA
"mimus polyglottos","Mimus polyglottos","Mimus polyglottos","Mimidae","Passeriformes","Aves",NA
"molothrus ater","Molothrus ater","Molothrus ater","Icteridae","Passeriformes","Aves",NA
"motacilla alba","Motacilla alba","Motacilla alba","Motacillidae","Passeriformes","Aves",NA
"muscicapa striata","Muscicapa striata","Muscicapa striata","Muscicapidae","Passeriformes","Aves",NA
"myiobius barbatus","Myiobius barbatus","Myiobius barbatus","Tyrannidae","Passeriformes","Aves",NA
"myrmotherula hauxwelli","Myrmotherula hauxwelli","Isleria hauxwelli","Thamnophilidae","Passeriformes","Aves","Myrmotherula hauxwelli"
"nectarinia olivacea","Nectarinia olivacea","Cyanomitra olivacea","Nectariniidae","Passeriformes","Aves","Nectarinia olivacea"
"conger myriaster","Conger myriaster","Conger myriaster","Congridae","Anguilliformes","Actinopterygii",NA
"neocossyphus poensis","Neocossyphus poensis","Neocossyphus poensis","Turdidae","Passeriformes","Aves",NA
"notiomystis cincta","Notiomystis cincta","Notiomystis cincta","Notiomystidae","Passeriformes","Aves",NA
"oporornis tolmiei","Oporornis tolmiei","Geothlypis tolmiei","Parulidae","Passeriformes","Aves","Oporornis tolmiei"
"oryzoborus angolensis","Oryzoborus angolensis","Oryzoborus angolensis","Thraupidae","Passeriformes","Aves",NA
"padda oryzivora","Padda oryzivora","Lonchura oryzivora","Estrildidae","Passeriformes","Aves","Padda oryzivora"
"paroaria coronata","Paroaria coronata","Paroaria coronata","Thraupidae","Passeriformes","Aves",NA
"parus major","Parus major","Parus major","Paridae","Passeriformes","Aves",NA
"passer domesticus","Passer domesticus","Passer domesticus","Passeridae","Passeriformes","Aves",NA
"passer hispaniolensis","Passer hispaniolensis","Passer hispaniolensis","Passeridae","Passeriformes","Aves",NA
"synaphobranchus kaupii","Synaphobranchus kaupii","Synaphobranchus kaupii","Synaphobranchidae","Anguilliformes","Actinopterygii","Synaphobranchus kaupi"
"synaphobranchus kaupii","Synaphobranchus kaupii","Synaphobranchus kaupii","Synaphobranchidae","Anguilliformes","Actinopterygii","Synaphobranchus pinnatus"
"passer montanus","Passer montanus","Passer montanus","Passeridae","Passeriformes","Aves",NA
"passerella iliaca","Passerella iliaca","Passerella iliaca","Emberizidae","Passeriformes","Aves","Zonotrichia iliaca"
"passerella iliaca","Passerella iliaca","Passerella iliaca","Emberizidae","Passeriformes","Aves","Fringilla iliaca"
"passerina cyanea","Passerina cyanea","Passerina cyanea","Cardinalidae","Passeriformes","Aves","Tanagra cyanea"
"pipilo chlorurus","Pipilo chlorurus","Pipilo chlorurus","Emberizidae","Passeriformes","Aves","Chlorura chlorura"
"piranga flava","Piranga flava","Piranga flava","Cardinalidae","Passeriformes","Aves",NA
"piranga ludoviciana","Piranga ludoviciana","Piranga ludoviciana","Cardinalidae","Passeriformes","Aves",NA
"ploceus velatus","Ploceus velatus","Ploceus velatus","Ploceidae","Passeriformes","Aves",NA
"poecile atricapilla","Poecile atricapilla","Poecile atricapilla","Paridae","Passeriformes","Aves",NA
"poecile montanus","Poecile montanus","Poecile montanus","Paridae","Passeriformes","Aves","Poecile montana"
"menidia menidia","Menidia menidia","Menidia menidia","Atherinopsidae","Atheriniformes","Actinopterygii","Menidia notata"
"menidia menidia","Menidia menidia","Menidia menidia","Atherinopsidae","Atheriniformes","Actinopterygii","Atherina notata"
"poephila personata","Poephila personata","Poephila personata","Estrildidae","Passeriformes","Aves",NA
"pycnonotus xanthopygos","Pycnonotus xanthopygos","Pycnonotus xanthopygos","Pycnonotidae","Passeriformes","Aves",NA
"quiscalus quiscula","Quiscalus quiscula","Quiscalus quiscula","Icteridae","Passeriformes","Aves",NA
"regulus satrapa","Regulus satrapa","Regulus satrapa","Regulidae","Passeriformes","Aves",NA
"rhipidura fuliginosa","Rhipidura fuliginosa","Rhipidura fuliginosa","Rhipiduridae","Passeriformes","Aves",NA
"saltator maximus","Saltator maximus","Saltator maximus","Cardinalidae","Passeriformes","Aves",NA
"saxicola rubetra","Saxicola rubetra","Saxicola rubetra","Muscicapidae","Passeriformes","Aves",NA
"seiurus noveboracensis","Seiurus noveboracensis","Parkesia noveboracensis","Parulidae","Passeriformes","Aves","Seiurus noveboracensis"
"seiurus noveboracensis","Seiurus noveboracensis","Parkesia noveboracensis","Parulidae","Passeriformes","Aves","Seiurus noveboracensis noveboracensis"
"seiurus noveboracensis","Seiurus noveboracensis","Parkesia noveboracensis","Parulidae","Passeriformes","Aves","Seiurus noveboracensis notabilis"
"seiurus noveboracensis","Seiurus noveboracensis","Parkesia noveboracensis","Parulidae","Passeriformes","Aves","Seiurus noveboracensis limnaeus"
"serinus canaria","Serinus canaria","Serinus canaria","Fringillidae","Passeriformes","Aves",NA
"sialia mexicana","Sialia mexicana","Sialia mexicana","Turdidae","Passeriformes","Aves",NA
"bathypterois dubius","Bathypterois dubius","Bathypterois dubius","Ipnopidae","Aulopiformes","Actinopterygii","Bathypterois mediterraneus"
"bathypterois dubius","Bathypterois dubius","Bathypterois dubius","Ipnopidae","Aulopiformes","Actinopterygii","Bathypterois mediterraneus mediterraneus"
"bathypterois dubius","Bathypterois dubius","Bathypterois dubius","Ipnopidae","Aulopiformes","Actinopterygii","Bathypterois mediterraneus algeriensis"
"sialia sialis","Sialia sialis","Sialia sialis","Turdidae","Passeriformes","Aves",NA
"sicalis flaveola","Sicalis flaveola","Sicalis flaveola","Thraupidae","Passeriformes","Aves",NA
"sicalis luteola","Sicalis luteola","Sicalis luteola","Thraupidae","Passeriformes","Aves",NA
"sturnus cineraceus","Sturnus cineraceus","Spodiopsar cineraceus","Sturnidae","Passeriformes","Aves","Sturnus cineraceus"
"sturnus sericeus","Sturnus sericeus","Spodiopsar sericeus","Sturnidae","Passeriformes","Aves","Sturnus sericeus"
"sturnus vulgaris","Sturnus vulgaris","Sturnus vulgaris","Sturnidae","Passeriformes","Aves",NA
"sylvia atricapilla","Sylvia atricapilla","Sylvia atricapilla","Sylviidae","Passeriformes","Aves",NA
"sylvia curruca","Sylvia curruca","Sylvia curruca","Sylviidae","Passeriformes","Aves",NA
"taeniopygia guttata","Taeniopygia guttata","Taeniopygia guttata","Estrildidae","Passeriformes","Aves",NA
"thryomanes bewickii","Thryomanes bewickii","Thryomanes bewickii","Troglodytidae","Passeriformes","Aves",NA
"chlorophthalmus acutifrons","Chlorophthalmus acutifrons","Chlorophthalmus acutifrons","Chlorophthalmidae","Aulopiformes","Actinopterygii",NA
"thryothorus ludovicianus","Thryothorus ludovicianus","Thryothorus ludovicianus","Troglodytidae","Passeriformes","Aves",NA
"turdus amaurochalinus","Turdus amaurochalinus","Turdus amaurochalinus","Turdidae","Passeriformes","Aves",NA
"turdus hortulorum","Turdus hortulorum","Turdus hortulorum","Turdidae","Passeriformes","Aves",NA
"turdus merula","Turdus merula","Turdus merula","Turdidae","Passeriformes","Aves",NA
"turdus migratorius","Turdus migratorius","Turdus migratorius","Turdidae","Passeriformes","Aves",NA
"turdus philomelos","Turdus philomelos","Turdus philomelos","Turdidae","Passeriformes","Aves",NA
"vestiaria coccinea","Vestiaria coccinea","Vestiaria coccinea","Fringillidae","Passeriformes","Aves",NA
"vireo gilvus","Vireo gilvus","Vireo gilvus","Vireonidae","Passeriformes","Aves",NA
"vireo griseus","Vireo griseus","Vireo griseus","Vireonidae","Passeriformes","Aves",NA
"vireo olivaceus","Vireo olivaceus","Vireo olivaceus","Vireonidae","Passeriformes","Aves",NA
"chlorophthalmus albatrossis","Chlorophthalmus albatrossis","Chlorophthalmus albatrossis","Chlorophthalmidae","Aulopiformes","Actinopterygii",NA
"willisornis poecilinotus","Willisornis poecilinotus","Willisornis poecilinotus","Thamnophilidae","Passeriformes","Aves","Hylophylax poecilonota"
"zonotrichia albicollis","Zonotrichia albicollis","Zonotrichia albicollis","Emberizidae","Passeriformes","Aves",NA
"zonotrichia leucophrys","Zonotrichia leucophrys","Zonotrichia leucophrys","Emberizidae","Passeriformes","Aves",NA
"zosterops japonicus","Zosterops japonicus","Zosterops japonicus","Zosteropidae","Passeriformes","Aves",NA
"zosterops lateralis","Zosterops lateralis","Zosterops lateralis","Zosteropidae","Passeriformes","Aves",NA
"ardea alba","Ardea alba","Ardea alba","Ardeidae","Pelecaniformes","Aves","Casmerodius albus"
"ardea alba","Ardea alba","Ardea alba","Ardeidae","Pelecaniformes","Aves","Egretta alba"
"ardea cinerea","Ardea cinerea","Ardea cinerea","Ardeidae","Pelecaniformes","Aves",NA
"ardea herodias","Ardea herodias","Ardea herodias","Ardeidae","Pelecaniformes","Aves",NA
"ardeola bacchus","Ardeola bacchus","Ardeola bacchus","Ardeidae","Pelecaniformes","Aves",NA
"botaurus lentiginosus","Botaurus lentiginosus","Botaurus lentiginosus","Ardeidae","Pelecaniformes","Aves",NA
"leiognathus philippinus","Leiognathus philippinus","Leiognathus philippinus","Leiognathidae","Chaetodontiformes","Actinopteri",NA
"chlorophthalmus nigromarginatus","Chlorophthalmus nigromarginatus","Chlorophthalmus nigromarginatus","Chlorophthalmidae","Aulopiformes","Actinopterygii","Chlorophthalmus acutifrons nigromarginatus"
"bubulcus ibis","Bubulcus ibis","Bubulcus ibis","Ardeidae","Pelecaniformes","Aves","Bubulcus ibis ibis"
"butorides virescens","Butorides virescens","Butorides virescens","Ardeidae","Pelecaniformes","Aves",NA
"egretta caerulea","Egretta caerulea","Egretta caerulea","Ardeidae","Pelecaniformes","Aves","Florida caerulea"
"egretta caerulea","Egretta caerulea","Egretta caerulea","Ardeidae","Pelecaniformes","Aves","Florida caerulea caerulea"
"egretta garzetta","Egretta garzetta","Egretta garzetta","Ardeidae","Pelecaniformes","Aves",NA
"egretta thula","Egretta thula","Egretta thula","Ardeidae","Pelecaniformes","Aves",NA
"egretta tricolor","Egretta tricolor","Egretta tricolor","Ardeidae","Pelecaniformes","Aves","Hydranassa tricolor"
"eudocimus albus","Eudocimus albus","Eudocimus albus","Threskiornithidae","Pelecaniformes","Aves",NA
"nyctanassa violacea","Nyctanassa violacea","Nyctanassa violacea","Ardeidae","Pelecaniformes","Aves","Nycticorax violaceus"
"nycticorax nycticorax","Nycticorax nycticorax","Nycticorax nycticorax","Ardeidae","Pelecaniformes","Aves",NA
"pelecanus conspicillatus","Pelecanus conspicillatus","Pelecanus conspicillatus","Pelecanidae","Pelecaniformes","Aves",NA
"harpadon nehereus","Harpadon nehereus","Harpadon nehereus","Synodontidae","Aulopiformes","Actinopterygii",NA
"pelecanus crispus","Pelecanus crispus","Pelecanus crispus","Pelecanidae","Pelecaniformes","Aves",NA
"pelecanus erythrorhynchos","Pelecanus erythrorhynchos","Pelecanus erythrorhynchos","Pelecanidae","Pelecaniformes","Aves",NA
"pelecanus occidentalis","Pelecanus occidentalis","Pelecanus occidentalis","Pelecanidae","Pelecaniformes","Aves",NA
"pelecanus onocrotalus","Pelecanus onocrotalus","Pelecanus onocrotalus","Pelecanidae","Pelecaniformes","Aves",NA
"phalacrocorax aristotelis","Phalacrocorax aristotelis","Phalacrocorax aristotelis","Phalacrocoracidae","Pelecaniformes","Aves",NA
"phalacrocorax auritus","Phalacrocorax auritus","Phalacrocorax auritus","Phalacrocoracidae","Pelecaniformes","Aves",NA
"phalacrocorax brasilianus","Phalacrocorax brasilianus","Phalacrocorax brasilianus","Phalacrocoracidae","Pelecaniformes","Aves",NA
"phalacrocorax carbo","Phalacrocorax carbo","Phalacrocorax carbo","Phalacrocoracidae","Pelecaniformes","Aves",NA
"phalacrocorax pygmeus","Phalacrocorax pygmeus","Microcarbo pygmeus","Phalacrocoracidae","Pelecaniformes","Aves","Phalacrocorax pygmeus"
"platalea minor","Platalea minor","Platalea minor","Threskiornithidae","Pelecaniformes","Aves",NA
"synodus foetens","Synodus foetens","Synodus foetens","Synodontidae","Aulopiformes","Actinopterygii","Salmo foetens"
"threskiornis aethiopicus","Threskiornis aethiopicus","Threskiornis aethiopicus","Threskiornithidae","Pelecaniformes","Aves",NA
"phoenicopterus chilensis","Phoenicopterus chilensis","Phoenicopterus chilensis","Phoenicopteridae","Phoenicopteriformes","Aves",NA
"phoenicopterus ruber","Phoenicopterus ruber","Phoenicopterus ruber","Phoenicopteridae","Phoenicopteriformes","Aves",NA
"colaptes auratus","Colaptes auratus","Colaptes auratus","Picidae","Piciformes","Aves",NA
"dendrocopos major","Dendrocopos major","Dendrocopos major","Picidae","Piciformes","Aves",NA
"dendrocopos syriacus","Dendrocopos syriacus","Dendrocopos syriacus","Picidae","Piciformes","Aves",NA
"jynx torquilla","Jynx torquilla","Jynx torquilla","Picidae","Piciformes","Aves",NA
"picoides pubescens","Picoides pubescens","Picoides pubescens","Picidae","Piciformes","Aves","Dendrocopos pubescens"
"pteroglossus viridis","Pteroglossus viridis","Pteroglossus viridis","Ramphastidae","Piciformes","Aves",NA
"ramphastos sulfuratus","Ramphastos sulfuratus","Ramphastos sulfuratus","Ramphastidae","Piciformes","Aves",NA
"belone belone","Belone belone","Belone belone","Belonidae","Beloniformes","Actinopterygii",NA
"aechmophorus occidentalis","Aechmophorus occidentalis","Aechmophorus occidentalis","Podicipedidae","Podicipediformes","Aves",NA
"podiceps cristatus","Podiceps cristatus","Podiceps cristatus","Podicipedidae","Podicipediformes","Aves",NA
"tachybaptus ruficollis","Tachybaptus ruficollis","Tachybaptus ruficollis","Podicipedidae","Podicipediformes","Aves","Podiceps ruficollis"
"tachybaptus ruficollis","Tachybaptus ruficollis","Tachybaptus ruficollis","Podicipedidae","Podicipediformes","Aves","Colymbus ruficollis"
"fulmarus glacialis","Fulmarus glacialis","Fulmarus glacialis","Procellariidae","Procellariiformes","Aves",NA
"puffinus pacificus","Puffinus pacificus","Puffinus pacificus","Procellariidae","Procellariiformes","Aves","Puffinus pacificus chlororhynchus"
