"X","Type","Phylum","Class","Order","Family","Genus","Species","Human","Zoonotic","Domestic","Wildlife","HostGroup","HostOrder","HostFamily","HostSpecies","HostName","Association","Method","Reference","PMID","Additional","Synonym","Disease","Taylor","Emerging","Emerging.Source","VectorBorne","GramStain","Motility","Spore","Oxygen","Cell","Infection","Abbreviation","Strain","Genome","Gsize","ProteinCount","PercentGC","HostSpeciesPHB","HostSpecies.new","N.genomes","Genome.size","Genome.GC","Genome.genes","Pathogen_Original","Pathogen_Harmonised","YearRef","YearPubMed","Year","YearType","Host_Original","Host_Harmonised","HostSynonyms","HostClass"
10820,"Virus",NA,NA,"Unassigned","Parvoviridae","Tetraparvovirus","primate tetraparvovirus 1","Yes","Yes","No","Yes","Primates","Primates","Cercopithecidae","Piliocolobus badius","Western red colobus","na","PCR","",22515991,"","","","No","No","","No",NA,NA,NA,NA,NA,NA,"","","ssDNA","0.005268","2","45","Piliocolobusbadius","Piliocolobus badius",0,NA,NA,NA,"primate tetraparvovirus 1","primate tetraparvovirus 1",NA,2012,2012,"PubMed publication","piliocolobus badius","piliocolobus badius","procolobus badius, simia ferruginea, colobus ferruginosus, colobus rufoniger","Mammalia"
10821,"Virus",NA,NA,"Unassigned","Parvoviridae","Tetraparvovirus","primate tetraparvovirus 1","Yes","Yes","No","Yes","Primates","Primates","Hominidae","Gorilla gorilla","Western gorilla","na","Antibodies","",20668071,"","","","No","No","","No",NA,NA,NA,NA,NA,NA,"","","ssDNA","0.005268","2","45","Gorillagorilla","Gorilla gorilla",0,NA,NA,NA,"primate tetraparvovirus 1","primate tetraparvovirus 1",NA,2010,2010,"PubMed publication","gorilla gorilla","gorilla gorilla","na","Mammalia"
10822,"Virus",NA,NA,"Unassigned","Parvoviridae","Tetraparvovirus","primate tetraparvovirus 1","Yes","Yes","No","Yes","Primates","Primates","Hominidae","Pan troglodytes","Chimpanzee","na","PCR","",20668071,"","","","No","No","","No",NA,NA,NA,NA,NA,NA,"","","ssDNA","0.005268","2","45","Pantroglodytes","Pan troglodytes",0,NA,NA,NA,"primate tetraparvovirus 1","primate tetraparvovirus 1",NA,2010,2010,"PubMed publication","pan troglodytes","pan troglodytes","na","Mammalia"
10823,"Virus",NA,NA,"Unassigned","Parvoviridae","Tetraparvovirus","ungulate tetraparvovirus 1","No","No","Yes","No","Ungulates","Artiodactyla","Bovidae","Bos grunniens","Yak","Apathogenic","PCR","",26483281,"","","","No","No","","No",NA,NA,NA,NA,NA,NA,"UTV1","","ssDNA","0.005111","3","48.7","Bosgrunniens","Bos grunniens",0,NA,NA,NA,"ungulate tetraparvovirus 1","ungulate tetraparvovirus 1",NA,2016,2016,"PubMed publication","bos grunniens","bos grunniens","na","Mammalia"
10824,"Virus",NA,NA,"Unassigned","Parvoviridae","Tetraparvovirus","ungulate tetraparvovirus 1","No","No","Yes","No","Ungulates","Artiodactyla","Bovidae","Bos taurus","Domestic cattle","Apathogenic","Isolation","",18632954,"","","","No","No","","No",NA,NA,NA,NA,NA,NA,"UTV1","","ssDNA","0.005111","3","48.7","Bostaurus","Bos taurus",0,NA,NA,NA,"ungulate tetraparvovirus 1","ungulate tetraparvovirus 1",NA,2008,2008,"PubMed publication","bos taurus","bos taurus","na","Mammalia"
10825,"Virus",NA,NA,"Unassigned","Parvoviridae","Tetraparvovirus","ungulate tetraparvovirus 2","No","No","No","Yes","Ungulates","Artiodactyla","Suidae","Sus scrofa","Wild boar","Apathogenic","Antibodies","",26711454,"","","","No","No","","No",NA,NA,NA,NA,NA,NA,"UTV2","","ssDNA","na","na","na","Susscrofa","Sus scrofa",0,NA,NA,NA,"ungulate tetraparvovirus 2","ungulate tetraparvovirus 2",NA,2016,2016,"PubMed publication","sus scrofa","sus scrofa","sus domesticus","Mammalia"
10826,"Virus",NA,NA,"Unassigned","Parvoviridae","Tetraparvovirus","ungulate tetraparvovirus 2","No","No","Yes","No","Ungulates","Artiodactyla","Suidae","Sus scrofa domesticus","Domestic pig","Apathogenic","Isolation","",18632954,"","","","No","No","","No",NA,NA,NA,NA,NA,NA,"UTV2","","ssDNA","na","na","na","Susscrofadomesticus","Sus scrofa domesticus",0,NA,NA,NA,"ungulate tetraparvovirus 2","ungulate tetraparvovirus 2",NA,2008,2008,"PubMed publication","sus scrofa domesticus","sus scrofa","sus domesticus","Mammalia"
10827,"Virus",NA,NA,"Unassigned","Parvoviridae","Tetraparvovirus","ungulate tetraparvovirus 3","No","No","Yes","No","Ungulates","Artiodactyla","Suidae","Sus scrofa domesticus","Domestic pig","Apathogenic","Isolation","",26974825,"","","","No","No","","No",NA,NA,NA,NA,NA,NA,"UTV3","","ssDNA","na","na","na","Susscrofadomesticus","Sus scrofa domesticus",1,0.005533,55.7,2,"ungulate tetraparvovirus 3","ungulate tetraparvovirus 3",NA,2016,2016,"PubMed publication","sus scrofa domesticus","sus scrofa","sus domesticus","Mammalia"
10828,"Virus",NA,NA,"Unassigned","Parvoviridae","Tetraparvovirus","ungulate tetraparvovirus 4","No","No","Yes","No","Ungulates","Artiodactyla","Bovidae","Ovis aries","Domestic sheep","Apathogenic","Isolation","",18632954,"","","","No","No","","No",NA,NA,NA,NA,NA,NA,"UTV4","Ovine hokovirus","ssDNA","na","na","na","Ovisaries","Ovis aries",0,NA,NA,NA,"ungulate tetraparvovirus 4","ungulate tetraparvovirus 4",NA,2008,2008,"PubMed publication","ovis aries","ovis aries","na","Mammalia"
10829,"Virus",NA,NA,"Unassigned","Picobirnaviridae","Picobirnavirus","human picobirnavirus","No","No","Yes","No","Mammalia","Lagomorpha","Leporidae","Oryctolagus cuniculus","European rabbit","na","Isolation","",8240018,"25136620","","","Yes","Yes","Taylor; Jones","No",NA,NA,NA,NA,NA,NA,"HuPBV","RPBV","dsRNA","0.00427","3","46.0452","Oryctolaguscuniculus","Oryctolagus cuniculus",3,0.002546667,44.51506667,3,"human picobirnavirus","human picobirnavirus",NA,1993,1993,"PubMed publication","oryctolagus cuniculus","oryctolagus cuniculus","na","Mammalia"
10832,"Virus",NA,NA,"Unassigned","Picobirnaviridae","Picobirnavirus","human picobirnavirus","Yes","Yes","Captive","No","Carnivora","Carnivora","Felidae","Leopardus geoffroyi","Geoffroy's cat","na","PCR","",22759924,"","","","Yes","Yes","Taylor; Jones","No",NA,NA,NA,NA,NA,NA,"HuPBV","","dsRNA","0.00427","3","46.0452","Leopardusgeoffroyi","Leopardus geoffroyi",3,0.002546667,44.51506667,3,"human picobirnavirus","human picobirnavirus",NA,2013,2013,"PubMed publication","leopardus geoffroyi","leopardus geoffroyi","felis geoffroyi, oncifelis geoffroyi","Mammalia"
10833,"Virus",NA,NA,"Unassigned","Picobirnaviridae","Picobirnavirus","human picobirnavirus","Yes","Yes","Captive","No","Carnivora","Carnivora","Felidae","Panthera leo","Lion","na","PCR","",22759924,"","","","Yes","Yes","Taylor; Jones","No",NA,NA,NA,NA,NA,NA,"HuPBV","","dsRNA","0.00427","3","46.0452","Pantheraleo","Panthera leo",3,0.002546667,44.51506667,3,"human picobirnavirus","human picobirnavirus",NA,2013,2013,"PubMed publication","panthera leo","panthera leo","na","Mammalia"
10834,"Virus",NA,NA,"Unassigned","Picobirnaviridae","Picobirnavirus","human picobirnavirus","Yes","Yes","Captive","No","Carnivora","Carnivora","Felidae","Puma concolor","Cougar","na","PCR","",22759924,"","","","Yes","Yes","Taylor; Jones","No",NA,NA,NA,NA,NA,NA,"HuPBV","","dsRNA","0.00427","3","46.0452","Pumaconcolor","Puma concolor",3,0.002546667,44.51506667,3,"human picobirnavirus","human picobirnavirus",NA,2013,2013,"PubMed publication","puma concolor","puma concolor","felis concolor","Mammalia"
10835,"Virus",NA,NA,"Unassigned","Picobirnaviridae","Picobirnavirus","human picobirnavirus","Yes","Yes","Captive","No","Mammalia","Cingulata","Dasypodidae","Chaetophractus vellerosus","Screaming hairy armadillo","na","PCR","",17245535,"","","","Yes","Yes","Taylor; Jones","No",NA,NA,NA,NA,NA,NA,"HuPBV","","dsRNA","0.00427","3","46.0452","Chaetophractusvellerosus","Chaetophractus vellerosus",3,0.002546667,44.51506667,3,"human picobirnavirus","human picobirnavirus",NA,2007,2007,"PubMed publication","chaetophractus vellerosus","chaetophractus vellerosus","na","Mammalia"
10836,"Virus",NA,NA,"Unassigned","Picobirnaviridae","Picobirnavirus","human picobirnavirus","Yes","Yes","Captive","No","Mammalia","Pilosa","Myrmecophagidae","Myrmecophaga tridactyla","Giant anteater","na","PCR","",10558845,"","","","Yes","Yes","Taylor; Jones","No",NA,NA,NA,NA,NA,NA,"HuPBV","","dsRNA","0.00427","3","46.0452","Myrmecophagatridactyla","Myrmecophaga tridactyla",3,0.002546667,44.51506667,3,"human picobirnavirus","human picobirnavirus",NA,1999,1999,"PubMed publication","myrmecophaga tridactyla","myrmecophaga tridactyla","na","Mammalia"
10838,"Virus",NA,NA,"Unassigned","Picobirnaviridae","Picobirnavirus","human picobirnavirus","Yes","Yes","Captive","No","Ungulates","Perissodactyla","Equidae","Equus asinus","Donkey","na","PCR","",17245535,"","","","Yes","Yes","Taylor; Jones","No",NA,NA,NA,NA,NA,NA,"HuPBV","","dsRNA","0.00427","3","46.0452","Equusasinus","Equus asinus",3,0.002546667,44.51506667,3,"human picobirnavirus","human picobirnavirus",NA,2007,2007,"PubMed publication","equus asinus","equus asinus","asinus vulgaris, equus asinus asinus, equus asinus palaestinae, equus africanus asinus","Mammalia"
10839,"Virus",NA,NA,"Unassigned","Picobirnaviridae","Picobirnavirus","human picobirnavirus","Yes","Yes","No","No","Human","Primates","Hominidae","Homo sapiens","Human","na","Isolation","",24831146,"","","","Yes","Yes","Taylor; Jones","No",NA,NA,NA,NA,NA,NA,"HuPBV","","dsRNA","0.00427","3","46.0452","Homosapiens","Homo sapiens",3,0.002546667,44.51506667,3,"human picobirnavirus","human picobirnavirus",NA,2014,2014,"PubMed publication","homo sapiens","homo sapiens","homo aethiopicus, homo americanus, homo arabicus, homo australasicus, homo cafer, homo capensis, homo columbicus, homo drennani, homo grimaldii, homo hottentotus, homo hyperboreus, homo indicus, homo japeticus, homo melaninus, homo monstrosus, homo neptunianus, homo palestinus, homo patagonus, homo priscus, homo scythicus, homo sinicus, homo spelaeus, homo troglodytes, homo wadjakensis, homo sapiens cro-magnonensis, homo sapiens grimaldiensis, homo fossilis proto-aethiopicus, homo fossilis protoaethiopicus, homo sapiens cromagnonensis","Mammalia"
10840,"Virus",NA,NA,"Unassigned","Picobirnaviridae","Picobirnavirus","human picobirnavirus","Yes","Yes","No","Yes","Carnivora","Carnivora","Otariidae","Zalophus californianus","California sealion","na","Isolation","",22570247,"","","","Yes","Yes","Taylor; Jones","No",NA,NA,NA,NA,NA,NA,"HuPBV","","dsRNA","0.00427","3","46.0452","Zalophuscalifornianus","Zalophus californianus",3,0.002546667,44.51506667,3,"human picobirnavirus","human picobirnavirus",NA,2012,2012,"PubMed publication","zalophus californianus","zalophus californianus","otaria californiana, otaria gillespii","Mammalia"
10841,"Virus",NA,NA,"Unassigned","Picobirnaviridae","Picobirnavirus","human picobirnavirus","Yes","Yes","No","Yes","Rodentia","Rodentia","Cricetidae","Oligoryzomys nigripes","Black-footed pygmy rice rat","na","Isolation","",3053986,"","","","Yes","Yes","Taylor; Jones","No",NA,NA,NA,NA,NA,NA,"HuPBV","","dsRNA","0.00427","3","46.0452","Oligoryzomysnigripes","Oligoryzomys nigripes",3,0.002546667,44.51506667,3,"human picobirnavirus","human picobirnavirus",NA,1988,1988,"PubMed publication","oligoryzomys nigripes","oligoryzomys nigripes","na","Mammalia"
10843,"Virus",NA,NA,"Unassigned","Picobirnaviridae","Picobirnavirus","human picobirnavirus","Yes","Yes","Yes","No","Rodentia","Rodentia","Caviidae","Cavia porcellus","Domestic guinea pig","na","Isolation","",2157131,"","","","Yes","Yes","Taylor; Jones","No",NA,NA,NA,NA,NA,NA,"HuPBV","","dsRNA","0.00427","3","46.0452","Caviaporcellus","Cavia porcellus",3,0.002546667,44.51506667,3,"human picobirnavirus","human picobirnavirus",NA,1989,1989,"PubMed publication","cavia porcellus","cavia porcellus","na","Mammalia"
10844,"Virus",NA,NA,"Unassigned","Picobirnaviridae","Picobirnavirus","human picobirnavirus","Yes","Yes","Yes","No","Rodentia","Rodentia","Muridae","Rattus norvegicus","Brown rat","na","PCR","",19463731,"","","","Yes","Yes","Taylor; Jones","No",NA,NA,NA,NA,NA,NA,"HuPBV","","dsRNA","0.00427","3","46.0452","Rattusnorvegicus","Rattus norvegicus",3,0.002546667,44.51506667,3,"human picobirnavirus","human picobirnavirus",NA,2009,2009,"PubMed publication","rattus norvegicus","rattus norvegicus","mus caraco, mus caspius, mus decumanoides, mus decumanus, mus griseipectus, mus hibernicus, mus humiliatus, mus javanus, mus magnirostris, mus maniculatus, mus maurus, mus ouangthomae, mus plumbeus, mus surmolottus, rattus norvegicus albus, mus sylvaticus discolor, mus decumanus hybridus, rattus humiliatus insolatus, mus decumanus major, rattus norvegicus otomoi, mus norvegicus praestans, rattus norvegicus primarius, epimys norvegicus socer, rattus humiliatus sowerbyi","Mammalia"
10845,"Virus",NA,NA,"Unassigned","Picobirnaviridae","Picobirnavirus","human picobirnavirus","Yes","Yes","Yes","No","Ungulates","Artiodactyla","Bovidae","Bos taurus","Domestic cattle","na","Antibodies","",25136620,"","","","Yes","Yes","Taylor; Jones","No",NA,NA,NA,NA,NA,NA,"HuPBV","","dsRNA","0.00427","3","46.0452","Bostaurus","Bos taurus",3,0.002546667,44.51506667,3,"human picobirnavirus","human picobirnavirus",NA,2014,2014,"PubMed publication","bos taurus","bos taurus","na","Mammalia"
10846,"Virus",NA,NA,"Unassigned","Picobirnaviridae","Picobirnavirus","human picobirnavirus","Yes","Yes","Yes","No","Ungulates","Artiodactyla","Bovidae","Bubalus bubalis","Water buffalo","na","PCR","",NA,"http://www.tci-thaijo.org/index.php/tjvm/article/view/15530","","","Yes","Yes","Taylor; Jones","No",NA,NA,NA,NA,NA,NA,"HuPBV","","dsRNA","0.00427","3","46.0452","Bubalusbubalis","Bubalus bubalis",3,0.002546667,44.51506667,3,"human picobirnavirus","human picobirnavirus",NA,NA,NA,NA,"bubalus bubalis","bubalus bubalis","na","Mammalia"
10847,"Virus",NA,NA,"Unassigned","Picobirnaviridae","Picobirnavirus","human picobirnavirus","Yes","Yes","Yes","No","Ungulates","Artiodactyla","Suidae","Sus scrofa domesticus","Domestic pig","na","Isolation","",25136620,"","","","Yes","Yes","Taylor; Jones","No",NA,NA,NA,NA,NA,NA,"HuPBV","","dsRNA","0.00427","3","46.0452","Susscrofadomesticus","Sus scrofa domesticus",3,0.002546667,44.51506667,3,"human picobirnavirus","human picobirnavirus",NA,2014,2014,"PubMed publication","sus scrofa domesticus","sus scrofa","sus domesticus","Mammalia"
10848,"Virus",NA,NA,"Unassigned","Picobirnaviridae","Picobirnavirus","human picobirnavirus","Yes","Yes","Yes","No","Ungulates","Perissodactyla","Equidae","Equus caballus","Horse","na","PCR","",25136620,"","","","Yes","Yes","Taylor; Jones","No",NA,NA,NA,NA,NA,NA,"HuPBV","","dsRNA","0.00427","3","46.0452","Equuscaballus","Equus caballus",3,0.002546667,44.51506667,3,"human picobirnavirus","human picobirnavirus",NA,2014,2014,"PubMed publication","equus caballus","equus caballus","equus caballus caballus, equus ferus caballus","Mammalia"
10849,"Virus",NA,NA,"Unassigned","Polyomaviridae","Alphapolyomavirus","mesocricetus auratus polyomavirus 1","No","No","Yes","No","Rodentia","Rodentia","Cricetidae","Mesocricetus auratus","Golden hamster","Pathogenic","Isolation","",11210944,"","HaPyV; Hamster polyomavirus","","No","No","","No",NA,NA,NA,NA,NA,NA,"HaPV","","dsDNA","0.005372","6","41.5","Mesocricetusauratus","Mesocricetus auratus",1,0.005372,41.5,6,"mesocricetus auratus polyomavirus 1","hamster polyomavirus",NA,2001,2001,"PubMed publication","mesocricetus auratus","mesocricetus auratus","na","Mammalia"
10850,"Virus",NA,NA,"Unassigned","Polyomaviridae","Alphapolyomavirus","mus musculus polyomavirus 1","No","No","Yes","Yes","Rodentia","Rodentia","Muridae","Mus musculus","House mouse","Pathogenic","Isolation","",13064287,"","Mouse polyomavirus; Polyomavirus muris; Murine polyomavirus","","No","No","","No",NA,NA,NA,NA,NA,NA,"MPyV","","dsDNA","0.005307","6","47.2","Musmusculus","Mus musculus",0,NA,NA,NA,"mus musculus polyomavirus 1","murine polyomavirus",NA,1953,1953,"PubMed publication","mus musculus","mus musculus","mus molossinus, mus nordmanni, mus musculus cinereomaculatus, mus bactrianus tantillus, mus musculus varius, mus molossinus yonakuni","Mammalia"
10851,"Virus",NA,NA,"Unassigned","Polyomaviridae","Betapolyomavirus","human polyomavirus 1","Yes","No","No","No","Human","Primates","Hominidae","Homo sapiens","Human","Pathogenic","Isolation","",10573064,"","Polyomavirus BK; Polyomavirus hominis 1; Human polyomavirus BKV, etc.","","Yes","Yes","PMID: 21670931 ","No",NA,NA,NA,NA,NA,NA,"BKV","BK virus","dsDNA","0.005153","6","39.5","Homosapiens","Homo sapiens",3,0.005145,39.43333333,6,"human polyomavirus 1","human polyomavirus 1",NA,1999,1999,"PubMed publication","homo sapiens","homo sapiens","homo aethiopicus, homo americanus, homo arabicus, homo australasicus, homo cafer, homo capensis, homo columbicus, homo drennani, homo grimaldii, homo hottentotus, homo hyperboreus, homo indicus, homo japeticus, homo melaninus, homo monstrosus, homo neptunianus, homo palestinus, homo patagonus, homo priscus, homo scythicus, homo sinicus, homo spelaeus, homo troglodytes, homo wadjakensis, homo sapiens cro-magnonensis, homo sapiens grimaldiensis, homo fossilis proto-aethiopicus, homo fossilis protoaethiopicus, homo sapiens cromagnonensis","Mammalia"
10852,"Virus",NA,NA,"Unassigned","Polyomaviridae","Betapolyomavirus","human polyomavirus 2","Yes","No","No","No","Human","Primates","Hominidae","Homo sapiens","Human","Pathogenic","Isolation","",23690827,"","","Progressive multifocal leukoencephalopathy","Yes","No","","No",NA,NA,NA,NA,NA,NA,"JCV","JC polyomavirus; JC virus","dsDNA","0.00513","6","40.4","Homosapiens","Homo sapiens",0,NA,NA,NA,"human polyomavirus 2","human polyomavirus 2",NA,2013,2013,"PubMed publication","homo sapiens","homo sapiens","homo aethiopicus, homo americanus, homo arabicus, homo australasicus, homo cafer, homo capensis, homo columbicus, homo drennani, homo grimaldii, homo hottentotus, homo hyperboreus, homo indicus, homo japeticus, homo melaninus, homo monstrosus, homo neptunianus, homo palestinus, homo patagonus, homo priscus, homo scythicus, homo sinicus, homo spelaeus, homo troglodytes, homo wadjakensis, homo sapiens cro-magnonensis, homo sapiens grimaldiensis, homo fossilis proto-aethiopicus, homo fossilis protoaethiopicus, homo sapiens cromagnonensis","Mammalia"
10853,"Virus",NA,NA,"Unassigned","Polyomaviridae","Betapolyomavirus","macaca mulatta polyomavirus 1","Yes","Yes","Captive","No","Primates","Primates","Cercopithecidae","Chlorocebus aethiops","Grivet monkey","Pathogenic","Isolation","",9923853,"","Rhesus polyomavirus; Simian virus 40; Rhesus macaque polyomavirus, etc.","","No","No","","No",NA,NA,NA,NA,NA,NA,"SV40","","dsDNA","0.005243","7","40.8","Chlorocebusaethiops","Chlorocebus aethiops",1,0.005243,40.8,8,"macaca mulatta polyomavirus 1","macaca mulatta polyomavirus 1",NA,1999,1999,"PubMed publication","chlorocebus aethiops","chlorocebus aethiops","cercopithecus calliaudi, cercopithecus cano-viridis, cercopithecus cinereo-viridis, simia engytithia, cercopithecus griseo-viridis, cercopithecus griseus, cercopithecus matschiei, simia subviridis, cercopithecus toldti, lasiopyga weidholzi, cercopithecus canoviridis, cercopithecus cinereoviridis, cercopithecus griseoviridis, cercopithecus aethiops zavattarii","Mammalia"
10854,"Virus",NA,NA,"Unassigned","Polyomaviridae","Betapolyomavirus","macaca mulatta polyomavirus 1","Yes","Yes","Captive","No","Primates","Primates","Cercopithecidae","Macaca fascicularis","Crab-eating macaque","Pathogenic","Isolation","",9923853,"","Rhesus polyomavirus; Simian virus 40; Rhesus macaque polyomavirus, etc.","","No","No","","No",NA,NA,NA,NA,NA,NA,"SV40","","dsDNA","0.005243","7","40.8","Macacafascicularis","Macaca fascicularis",1,0.005243,40.8,8,"macaca mulatta polyomavirus 1","macaca mulatta polyomavirus 1",NA,1999,1999,"PubMed publication","macaca fascicularis","macaca fascicularis","na","Mammalia"
10855,"Virus",NA,NA,"Unassigned","Polyomaviridae","Betapolyomavirus","macaca mulatta polyomavirus 1","Yes","Yes","Captive","Yes","Primates","Primates","Cercopithecidae","Macaca mulatta","Rhesus macaque","Pathogenic","Isolation","",6255044,"","Rhesus polyomavirus; Simian virus 40; Rhesus macaque polyomavirus, etc.","","No","No","","No",NA,NA,NA,NA,NA,NA,"SV40","","dsDNA","0.005243","7","40.8","Macacamulatta","Macaca mulatta",1,0.005243,40.8,8,"macaca mulatta polyomavirus 1","macaca mulatta polyomavirus 1",NA,1980,1980,"PubMed publication","macaca mulatta","macaca mulatta","simia erythraea, simia fulvus, macacus lasiotus, pithecus littoralis, macaca nipalensis, macaca oinops, simia rhesus, inuus sancti-johannis, macaca siamica, macacus tcheliensis, macacus vestitus, inuus sanctijohannis, macacus rhesus villosus, macaca mulatta mcmahoni","Mammalia"
10856,"Virus",NA,NA,"Unassigned","Polyomaviridae","Betapolyomavirus","macaca mulatta polyomavirus 1","Yes","Yes","No","No","Human","Primates","Hominidae","Homo sapiens","Human","Pathogenic","Isolation","",15258090,"","Rhesus polyomavirus; Simian virus 40; Rhesus macaque polyomavirus, etc.","","No","No","","No",NA,NA,NA,NA,NA,NA,"SV40","","dsDNA","0.005243","7","40.8","Homosapiens","Homo sapiens",1,0.005243,40.8,8,"macaca mulatta polyomavirus 1","macaca mulatta polyomavirus 1",NA,2004,2004,"PubMed publication","homo sapiens","homo sapiens","homo aethiopicus, homo americanus, homo arabicus, homo australasicus, homo cafer, homo capensis, homo columbicus, homo drennani, homo grimaldii, homo hottentotus, homo hyperboreus, homo indicus, homo japeticus, homo melaninus, homo monstrosus, homo neptunianus, homo palestinus, homo patagonus, homo priscus, homo scythicus, homo sinicus, homo spelaeus, homo troglodytes, homo wadjakensis, homo sapiens cro-magnonensis, homo sapiens grimaldiensis, homo fossilis proto-aethiopicus, homo fossilis protoaethiopicus, homo sapiens cromagnonensis","Mammalia"
10857,"Virus",NA,NA,"Unassigned","Polyomaviridae","Betapolyomavirus","mus musculus polyomavirus 2","No","No","Yes","Yes","Rodentia","Rodentia","Muridae","Mus musculus","House mouse","Pathogenic","Isolation","",13037823,"26798094","Murine pneumotropic virus; Kilham strain of Polyomavirus","","No","No","","No",NA,NA,NA,NA,NA,NA,"MptV","","dsDNA","0.004754","5","40.9","Musmusculus","Mus musculus",2,0.0048795,40.6,5,"mus musculus polyomavirus 2","murine pneumotropic",NA,1953,1953,"PubMed publication","mus musculus","mus musculus","mus molossinus, mus nordmanni, mus musculus cinereomaculatus, mus bactrianus tantillus, mus musculus varius, mus molossinus yonakuni","Mammalia"
10882,"Virus",NA,NA,"Unassigned","Polyomaviridae","Unassigned","bos taurus polyomavirus 1","Yes","Yes","No","No","Human","Primates","Hominidae","Homo sapiens","Human","na","Antibodies","",3004390,"","Bovine polyomavirus BPyV; Polyomavirus bovis; Bovine polyomavirus","","No","No","","No",NA,NA,NA,NA,NA,NA,"BPyV","","dsDNA","0.004697","6","41.4","Homosapiens","Homo sapiens",1,0.004697,41.4,6,"bos taurus polyomavirus 1","bovine polyomavirus",NA,1986,1986,"PubMed publication","homo sapiens","homo sapiens","homo aethiopicus, homo americanus, homo arabicus, homo australasicus, homo cafer, homo capensis, homo columbicus, homo drennani, homo grimaldii, homo hottentotus, homo hyperboreus, homo indicus, homo japeticus, homo melaninus, homo monstrosus, homo neptunianus, homo palestinus, homo patagonus, homo priscus, homo scythicus, homo sinicus, homo spelaeus, homo troglodytes, homo wadjakensis, homo sapiens cro-magnonensis, homo sapiens grimaldiensis, homo fossilis proto-aethiopicus, homo fossilis protoaethiopicus, homo sapiens cromagnonensis","Mammalia"
10883,"Virus",NA,NA,"Unassigned","Polyomaviridae","Unassigned","bos taurus polyomavirus 1","Yes","Yes","Yes","No","Ungulates","Artiodactyla","Bovidae","Bos taurus","Domestic cattle","Apathogenic","Isolation","",2167926,"","Bovine polyomavirus BPyV; Polyomavirus bovis; Bovine polyomavirus","","No","No","","No",NA,NA,NA,NA,NA,NA,"BPyV","","dsDNA","0.004697","6","41.4","Bostaurus","Bos taurus",1,0.004697,41.4,6,"bos taurus polyomavirus 1","bovine polyomavirus",NA,1990,1990,"PubMed publication","bos taurus","bos taurus","na","Mammalia"
10967,"Virus",NA,NA,"Unassigned","Poxviridae","Capripoxvirus","goatpox virus","No","No","Yes","No","Ungulates","Artiodactyla","Bovidae","Capra hircus","Domestic goat","Pathogenic","Isolation","",12021338,"ViPR","","Goatpox","No","Yes","PMID: 18774991","No",NA,NA,NA,NA,NA,NA,"GPV","","dsDNA","0.149599","150","25.3","Caprahircus","Capra hircus",0,NA,NA,NA,"goatpox","goatpox",NA,2002,2002,"PubMed publication","capra hircus","capra hircus","na","Mammalia"
10968,"Virus",NA,NA,"Unassigned","Poxviridae","Capripoxvirus","goatpox virus","No","No","Yes","No","Ungulates","Artiodactyla","Bovidae","Ovis aries","Domestic sheep","Pathogenic","Isolation","",12021338,"ViPR","","Goatpox","No","Yes","PMID: 18774991","No",NA,NA,NA,NA,NA,NA,"GPV","","dsDNA","0.149599","150","25.3","Ovisaries","Ovis aries",0,NA,NA,NA,"goatpox","goatpox",NA,2002,2002,"PubMed publication","ovis aries","ovis aries","na","Mammalia"
10969,"Virus",NA,NA,"Unassigned","Poxviridae","Capripoxvirus","lumpy skin disease virus","No","No","Captive","No","Ungulates","Artiodactyla","Bovidae","Oryx leucoryx","Arabian oryx","Pathogenic","Antibodies","",1305861,"","","Lumpy skin disease","No","Yes","PMID: 21749675","No",NA,NA,NA,NA,NA,NA,"LSDV","","dsDNA","0.150773","156","25.9","Oryxleucoryx","Oryx leucoryx",0,NA,NA,NA,"lumpy skin disease","lumpy skin disease",NA,1992,1992,"PubMed publication","oryx leucoryx","oryx leucoryx","oryx leucorix","Mammalia"
10970,"Virus",NA,NA,"Unassigned","Poxviridae","Capripoxvirus","lumpy skin disease virus","No","No","No","Yes","Ungulates","Artiodactyla","Bovidae","Aepyceros melampus","Impala","Pathogenic","Antibodies","",6627909,"http://www.fao.org/ag/againfo/programmes/en/empres/documents/docs/1_LSD_epi_vaccines_Eeva.pdf","","Lumpy skin disease","No","Yes","PMID: 21749675","No",NA,NA,NA,NA,NA,NA,"LSDV","","dsDNA","0.150773","156","25.9","Aepycerosmelampus","Aepyceros melampus",0,NA,NA,NA,"lumpy skin disease","lumpy skin disease",NA,1983,1983,"PubMed publication","aepyceros melampus","aepyceros melampus","na","Mammalia"
10971,"Virus",NA,NA,"Unassigned","Poxviridae","Capripoxvirus","lumpy skin disease virus","No","No","No","Yes","Ungulates","Artiodactyla","Bovidae","Antidorcas marsupialis","Springbok","Pathogenic","PCR","",6627909,"http://www.fao.org/ag/againfo/programmes/en/empres/documents/docs/1_LSD_epi_vaccines_Eeva.pdf","","Lumpy skin disease","No","Yes","PMID: 21749675","No",NA,NA,NA,NA,NA,NA,"LSDV","","dsDNA","0.150773","156","25.9","Antidorcasmarsupialis","Antidorcas marsupialis",0,NA,NA,NA,"lumpy skin disease","lumpy skin disease",NA,1983,1983,"PubMed publication","antidorcas marsupialis","antidorcas marsupialis","na","Mammalia"
