name,exact,type,order,class,family,genus,species,checked_prev,rg_updated,species_updated,class_updated,order_updated,family_updated,genus_updated,unresolved_notes
torque teno virus 22,TRUE,viruses,,,Anelloviridae,Alphatorquevirus,Torque teno virus 22,,,,,,,,
torque teno virus 23,TRUE,viruses,,,Anelloviridae,Alphatorquevirus,Torque teno virus 23,,,,,,,,
torque teno virus 24,TRUE,viruses,,,Anelloviridae,Alphatorquevirus,Torque teno virus 24,,,,,,,,
torque teno virus 25,TRUE,viruses,,,Anelloviridae,Alphatorquevirus,Torque teno virus 25,,,,,,,,
torque teno virus 26,TRUE,viruses,,,Anelloviridae,Alphatorquevirus,Torque teno virus 26,,,,,,,,
torque teno virus 27,TRUE,viruses,,,Anelloviridae,Alphatorquevirus,Torque teno virus 27,,,,,,,,
torque teno virus 28,TRUE,viruses,,,Anelloviridae,Alphatorquevirus,Torque teno virus 28,,,,,,,,
torque teno virus 29,TRUE,viruses,,,Anelloviridae,Alphatorquevirus,Torque teno virus 29,,,,,,,,
torque teno virus 3,TRUE,viruses,,,Anelloviridae,Alphatorquevirus,Torque teno virus 3,,,,,,,,
torque teno virus 4,TRUE,viruses,,,Anelloviridae,Alphatorquevirus,Torque teno virus 4,,,,,,,,
torque teno virus 5,TRUE,viruses,,,Anelloviridae,Alphatorquevirus,Torque teno virus 5,,,,,,,,
torque teno virus 6,TRUE,viruses,,,Anelloviridae,Alphatorquevirus,Torque teno virus 6,,,,,,,,
torque teno virus 7,TRUE,viruses,,,Anelloviridae,Alphatorquevirus,Torque teno virus 7,,,,,,,,
torque teno virus 8,TRUE,viruses,,,Anelloviridae,Alphatorquevirus,Torque teno virus 8,,,,,,,,
torque teno virus 9,TRUE,viruses,,,Anelloviridae,Alphatorquevirus,Torque teno virus 9,,,,,,,,
tree shrew adenovirus,TRUE,viruses,Rowavirales,Tectiliviricetes,Adenoviridae,Mastadenovirus,Tree shrew mastadenovirus A,,,,,,,,
tupaia herpesvirus,TRUE,viruses,Herpesvirales,Herviviricetes,Herpesviridae,,Tupaiid betaherpesvirus 1,,,,,,,,
tupaia paramyxovirus,TRUE,viruses,Mononegavirales,Monjiviricetes,Paramyxoviridae,Narmovirus,Tupaia narmovirus,,,,,,,,
tupaiid herpesvirus 1,TRUE,viruses,Herpesvirales,Herviviricetes,Herpesviridae,,Tupaiid betaherpesvirus 1,,,,,,,,
ungulate bocaparvovirus 1,TRUE,viruses,Piccovirales,Quintoviricetes,Parvoviridae,Bocaparvovirus,Ungulate bocaparvovirus 1,,,,,,,,
ungulate bocaparvovirus 2,TRUE,viruses,Piccovirales,Quintoviricetes,Parvoviridae,Bocaparvovirus,Ungulate bocaparvovirus 2,,,,,,,,
ungulate bocaparvovirus 3,TRUE,viruses,Piccovirales,Quintoviricetes,Parvoviridae,Bocaparvovirus,Ungulate bocaparvovirus 3,,,,,,,,
ungulate bocaparvovirus 4,TRUE,viruses,Piccovirales,Quintoviricetes,Parvoviridae,Bocaparvovirus,Ungulate bocaparvovirus 4,,,,,,,,
ungulate bocaparvovirus 5,TRUE,viruses,Piccovirales,Quintoviricetes,Parvoviridae,Bocaparvovirus,Ungulate bocaparvovirus 5,,,,,,,,
ungulate copiparvovirus 1,TRUE,viruses,Piccovirales,Quintoviricetes,Parvoviridae,Copiparvovirus,Ungulate copiparvovirus 1,,,,,,,,
ungulate copiparvovirus 2,TRUE,viruses,Piccovirales,Quintoviricetes,Parvoviridae,Copiparvovirus,Ungulate copiparvovirus 2,,,,,,,,
ungulate erythroparvovirus 1,TRUE,viruses,Piccovirales,Quintoviricetes,Parvoviridae,Erythroparvovirus,Ungulate erythroparvovirus 1,,,,,,,,
ungulate protoparvovirus 1,TRUE,viruses,Piccovirales,Quintoviricetes,Parvoviridae,Protoparvovirus,Ungulate protoparvovirus 1,,,,,,,,
ungulate tetraparvovirus 1,TRUE,viruses,Piccovirales,Quintoviricetes,Parvoviridae,Tetraparvovirus,Ungulate tetraparvovirus 1,,,,,,,,
ungulate tetraparvovirus 2,TRUE,viruses,Piccovirales,Quintoviricetes,Parvoviridae,Tetraparvovirus,Ungulate tetraparvovirus 2,,,,,,,,
ungulate tetraparvovirus 3,TRUE,viruses,Piccovirales,Quintoviricetes,Parvoviridae,Tetraparvovirus,Ungulate tetraparvovirus 3,,,,,,,,
ungulate tetraparvovirus 4,TRUE,viruses,Piccovirales,Quintoviricetes,Parvoviridae,Tetraparvovirus,Ungulate tetraparvovirus 4,,,,,,,,
upsilonpapillomavirus 1,TRUE,viruses,Zurhausenvirales,Papovaviricetes,Papillomaviridae,Upsilonpapillomavirus,Upsilonpapillomavirus 1,,,,,,,,
upsilonpapillomavirus 3,TRUE,viruses,Zurhausenvirales,Papovaviricetes,Papillomaviridae,Upsilonpapillomavirus,Upsilonpapillomavirus 3,,,,,,,,
walrus calicivirus,TRUE,viruses,Picornavirales,Pisoniviricetes,Caliciviridae,Vesivirus,Vesicular exanthema of swine virus,,,,,,,,
zaire ebolavirus,TRUE,viruses,Mononegavirales,Monjiviricetes,Filoviridae,Ebolavirus,Zaire ebolavirus,,,,,,,,
enterovirus d68,TRUE,viruses,Picornavirales,Pisoniviricetes,Picornaviridae,Enterovirus,Enterovirus D,,,,,,,,
infectious spleen and kidney necrosis,FALSE,viruses,Pimascovirales,Megaviricetes,Iridoviridae,Megalocytivirus,Infectious spleen and kidney necrosis virus,,,,,,,,
kemerovo,TRUE,viruses,Reovirales,Resentoviricetes,Reoviridae,Orbivirus,Kemerovo virus,,,,,,,,
