"Host","HostClass","HostOrder","HostFamily","Virus","VirusOrder","Year","YearType","Database","DatabaseVersion","DetectionMethod","Detection_NotSpecified","Detection_Serology","Detection_Genetic","Detection_Isolation","Host_Original","Virus_Original","DetectionMethod_Original"
"Homo sapiens","Mammalia","Primates","Hominidae","Getah virus","Martellivirales",1992,"PubMed","Shaw","Shaw et al. 2020 Mol Ecol","Antibodies",FALSE,TRUE,FALSE,FALSE,"Homo sapiens","Getah","Antibodies"
"Homo sapiens","Mammalia","Primates","Hominidae","Gibbon ape leukemia virus","Ortervirales",1976,"Author","HP3","Olival et al. 2017 Nature","Antibodies",FALSE,TRUE,FALSE,FALSE,"Homo sapiens","Gibbon ape leukemia","Antibodies"
"Homo sapiens","Mammalia","Primates","Hominidae","Great Island virus","Reovirales",2010,"Author","HP3","Olival et al. 2017 Nature","Isolation/Observation",FALSE,FALSE,FALSE,TRUE,"Homo sapiens","Great island","Isolation"
"Homo sapiens","Mammalia","Primates","Hominidae","Great Island virus","Reovirales",1970,"Author","Shaw","Shaw et al. 2020 Mol Ecol","Isolation/Observation",FALSE,FALSE,FALSE,TRUE,"Homo sapiens","Great island","Isolation"
"Homo sapiens","Mammalia","Primates","Hominidae","Guama orthobunyavirus","Bunyavirales",2009,"Author","HP3","Olival et al. 2017 Nature","Isolation/Observation",FALSE,FALSE,FALSE,TRUE,"Homo sapiens","Guama","Isolation"
"Homo sapiens","Mammalia","Primates","Hominidae","Guama orthobunyavirus","Bunyavirales",2015,"PubMed","Shaw","Shaw et al. 2020 Mol Ecol","Isolation/Observation",FALSE,FALSE,FALSE,TRUE,"Homo sapiens","Guama orthobunyavirus","Isolation"
"Homo sapiens","Mammalia","Primates","Hominidae","Guanarito mammarenavirus","Bunyavirales",2009,"Author","HP3","Olival et al. 2017 Nature","Isolation/Observation",FALSE,FALSE,FALSE,TRUE,"Homo sapiens","Guanarito","Isolation"
"Homo sapiens","Mammalia","Primates","Hominidae","Guanarito mammarenavirus","Bunyavirales",1995,"PubMed","Shaw","Shaw et al. 2020 Mol Ecol","Isolation/Observation",FALSE,FALSE,FALSE,TRUE,"Homo sapiens","Guanarito mammarenavirus","Isolation"
"Homo sapiens","Mammalia","Primates","Hominidae","Guaroa orthobunyavirus","Bunyavirales",1959,"Author","HP3","Olival et al. 2017 Nature","Isolation/Observation",FALSE,FALSE,FALSE,TRUE,"Homo sapiens","Guaroa","Isolation"
"Homo sapiens","Mammalia","Primates","Hominidae","Guaroa orthobunyavirus","Bunyavirales",2010,"PubMed","Shaw","Shaw et al. 2020 Mol Ecol","Isolation/Observation",FALSE,FALSE,FALSE,TRUE,"Homo sapiens","Guaroa orthobunyavirus","Isolation"
"Homo sapiens","Mammalia","Primates","Hominidae","Hantaan orthohantavirus","Bunyavirales",2008,"Author","HP3","Olival et al. 2017 Nature","Antibodies",FALSE,TRUE,FALSE,FALSE,"Homo sapiens","Hantaan","Antibodies"
"Homo sapiens","Mammalia","Primates","Hominidae","Hantaan orthohantavirus","Bunyavirales",1982,"PubMed","Shaw","Shaw et al. 2020 Mol Ecol","Isolation/Observation",FALSE,FALSE,FALSE,TRUE,"Homo sapiens","Hantaan hantavirus","Isolation"
"Homo sapiens","Mammalia","Primates","Hominidae","Hendra henipavirus","Mononegavirales",2011,"Author","HP3","Olival et al. 2017 Nature","Isolation/Observation",FALSE,FALSE,FALSE,TRUE,"Homo sapiens","Hendra","Isolation"
"Homo sapiens","Mammalia","Primates","Hominidae","Hendra henipavirus","Mononegavirales",1995,"Author","Shaw","Shaw et al. 2020 Mol Ecol","Isolation/Observation",FALSE,FALSE,FALSE,TRUE,"Homo sapiens","Hendra","Isolation"
"Homo sapiens","Mammalia","Primates","Hominidae","Hepatovirus A","Picornavirales",2009,"Author","HP3","Olival et al. 2017 Nature","Isolation/Observation",FALSE,FALSE,FALSE,TRUE,"Homo sapiens","Hepatitis a","Isolation"
"Homo sapiens","Mammalia","Primates","Hominidae","Hepatitis B virus","Blubervirales",2010,"Author","HP3","Olival et al. 2017 Nature","PCR/Sequencing",FALSE,FALSE,TRUE,FALSE,"Homo sapiens","Hepatitis b","PCR"
"Homo sapiens","Mammalia","Primates","Hominidae","Hepatitis B virus","Blubervirales",2014,"PubMed","Shaw","Shaw et al. 2020 Mol Ecol","Isolation/Observation",FALSE,FALSE,FALSE,TRUE,"Homo sapiens","Hepatitis b","Isolation"
"Homo sapiens","Mammalia","Primates","Hominidae","Hepacivirus C","Amarillovirales",2011,"Author","HP3","Olival et al. 2017 Nature","PCR/Sequencing",FALSE,FALSE,TRUE,FALSE,"Homo sapiens","Hepatitis c","PCR"
"Homo sapiens","Mammalia","Primates","Hominidae","Hepacivirus C","Amarillovirales",2005,"PubMed","Shaw","Shaw et al. 2020 Mol Ecol","Isolation/Observation",FALSE,FALSE,FALSE,TRUE,"Homo sapiens","Hepatitis c","Isolation"
"Homo sapiens","Mammalia","Primates","Hominidae","Hepatitis delta virus","",2012,"Author","HP3","Olival et al. 2017 Nature","PCR/Sequencing",FALSE,FALSE,TRUE,FALSE,"Homo sapiens","Hepatitis delta","PCR"
"Homo sapiens","Mammalia","Primates","Hominidae","Hepatitis delta virus","",2015,"PubMed","Shaw","Shaw et al. 2020 Mol Ecol","Isolation/Observation",FALSE,FALSE,FALSE,TRUE,"Homo sapiens","Hepatitis delta","Isolation"
"Homo sapiens","Mammalia","Primates","Hominidae","Orthohepevirus A","Hepelivirales",2010,"Author","HP3","Olival et al. 2017 Nature","Antibodies",FALSE,TRUE,FALSE,FALSE,"Homo sapiens","Hepatitis e","Antibodies"
"Homo sapiens","Mammalia","Primates","Hominidae","Hepatovirus a",NA,2015,"PubMed","Shaw","Shaw et al. 2020 Mol Ecol","Isolation/Observation",FALSE,FALSE,FALSE,TRUE,"Homo sapiens","Hepatovirus a","Isolation"
"Homo sapiens","Mammalia","Primates","Hominidae","Highlands J virus","Martellivirales",2000,"PubMed","Shaw","Shaw et al. 2020 Mol Ecol","Antibodies",FALSE,TRUE,FALSE,FALSE,"Homo sapiens","Highlands j","Antibodies"
"Homo sapiens","Mammalia","Primates","Hominidae","Hughes orthonairovirus","Bunyavirales",1983,"PubMed","Shaw","Shaw et al. 2020 Mol Ecol","Isolation/Observation",FALSE,FALSE,FALSE,TRUE,"Homo sapiens","Hughes nairovirus","Pathology"
"Homo sapiens","Mammalia","Primates","Hominidae","Human mastadenovirus A","Rowavirales",2009,"Author","HP3","Olival et al. 2017 Nature","PCR/Sequencing",FALSE,FALSE,TRUE,FALSE,"Homo sapiens","Human adenovirus a","PCR"
"Homo sapiens","Mammalia","Primates","Hominidae","Human mastadenovirus A","Rowavirales",2014,"PubMed","Shaw","Shaw et al. 2020 Mol Ecol","Isolation/Observation",FALSE,FALSE,FALSE,TRUE,"Homo sapiens","Human mastadenovirus a","Isolation"
"Homo sapiens","Mammalia","Primates","Hominidae","Human mastadenovirus B","Rowavirales",2009,"Author","HP3","Olival et al. 2017 Nature","PCR/Sequencing",FALSE,FALSE,TRUE,FALSE,"Homo sapiens","Human adenovirus b","PCR"
"Homo sapiens","Mammalia","Primates","Hominidae","Human mastadenovirus B","Rowavirales",2014,"PubMed","Shaw","Shaw et al. 2020 Mol Ecol","Isolation/Observation",FALSE,FALSE,FALSE,TRUE,"Homo sapiens","Human mastadenovirus b","Isolation"
"Homo sapiens","Mammalia","Primates","Hominidae","Human mastadenovirus C","",2009,"Author","HP3","Olival et al. 2017 Nature","PCR/Sequencing",FALSE,FALSE,TRUE,FALSE,"Homo sapiens","Human adenovirus c","PCR"
"Homo sapiens","Mammalia","Primates","Hominidae","Human mastadenovirus C","",2014,"PubMed","Shaw","Shaw et al. 2020 Mol Ecol","Isolation/Observation",FALSE,FALSE,FALSE,TRUE,"Homo sapiens","Human mastadenovirus c","Isolation"
"Homo sapiens","Mammalia","Primates","Hominidae","Human mastadenovirus D","Rowavirales",2009,"Author","HP3","Olival et al. 2017 Nature","PCR/Sequencing",FALSE,FALSE,TRUE,FALSE,"Homo sapiens","Human adenovirus d","PCR"
"Homo sapiens","Mammalia","Primates","Hominidae","Human mastadenovirus D","Rowavirales",2014,"PubMed","Shaw","Shaw et al. 2020 Mol Ecol","Isolation/Observation",FALSE,FALSE,FALSE,TRUE,"Homo sapiens","Human mastadenovirus d","Isolation"
"Homo sapiens","Mammalia","Primates","Hominidae","Human mastadenovirus E","Rowavirales",2009,"Author","HP3","Olival et al. 2017 Nature","PCR/Sequencing",FALSE,FALSE,TRUE,FALSE,"Homo sapiens","Human adenovirus e","PCR"
"Homo sapiens","Mammalia","Primates","Hominidae","Human mastadenovirus E","Rowavirales",2014,"PubMed","Shaw","Shaw et al. 2020 Mol Ecol","Isolation/Observation",FALSE,FALSE,FALSE,TRUE,"Homo sapiens","Human mastadenovirus e","Isolation"
"Homo sapiens","Mammalia","Primates","Hominidae","Human mastadenovirus F","Rowavirales",2009,"Author","HP3","Olival et al. 2017 Nature","PCR/Sequencing",FALSE,FALSE,TRUE,FALSE,"Homo sapiens","Human adenovirus f","PCR"
"Homo sapiens","Mammalia","Primates","Hominidae","Human mastadenovirus F","Rowavirales",2014,"PubMed","Shaw","Shaw et al. 2020 Mol Ecol","Isolation/Observation",FALSE,FALSE,FALSE,TRUE,"Homo sapiens","Human mastadenovirus f","Isolation"
"Homo sapiens","Mammalia","Primates","Hominidae","Human astrovirus",NA,2010,"Author","HP3","Olival et al. 2017 Nature","PCR/Sequencing",FALSE,FALSE,TRUE,FALSE,"Homo sapiens","Human astrovirus","PCR"
"Homo sapiens","Mammalia","Primates","Hominidae","Human coronavirus 229e",NA,1966,"Author","HP3","Olival et al. 2017 Nature","Isolation/Observation",FALSE,FALSE,FALSE,TRUE,"Homo sapiens","Human coronavirus 229e","Isolation"
"Homo sapiens","Mammalia","Primates","Hominidae","Human coronavirus 229e",NA,2010,"PubMed","Shaw","Shaw et al. 2020 Mol Ecol","Isolation/Observation",FALSE,FALSE,FALSE,TRUE,"Homo sapiens","Human coronavirus 229e","Isolation"
"Homo sapiens","Mammalia","Primates","Hominidae","Human coronavirus hku1",NA,2004,"PubMed","Shaw","Shaw et al. 2020 Mol Ecol","Isolation/Observation",FALSE,FALSE,FALSE,TRUE,"Homo sapiens","Human coronavirus hku1","Isolation"
"Homo sapiens","Mammalia","Primates","Hominidae","Human coronavirus nl63",NA,2005,"PubMed","Shaw","Shaw et al. 2020 Mol Ecol","Isolation/Observation",FALSE,FALSE,FALSE,TRUE,"Homo sapiens","Human coronavirus nl63","Isolation"
"Homo sapiens","Mammalia","Primates","Hominidae","Human coronavirus OC43","Nidovirales",2010,"Author","HP3","Olival et al. 2017 Nature","PCR/Sequencing",FALSE,FALSE,TRUE,FALSE,"Homo sapiens","Human coronavirus oc43","PCR"
"Homo sapiens","Mammalia","Primates","Hominidae","Human gammaherpesvirus 4",NA,1964,"PubMed","Shaw","Shaw et al. 2020 Mol Ecol","Isolation/Observation",FALSE,FALSE,FALSE,TRUE,"Homo sapiens","Human gammaherpesvirus 4","Isolation"
"Homo sapiens","Mammalia","Primates","Hominidae","Human gammaherpesvirus 8",NA,1994,"PubMed","Shaw","Shaw et al. 2020 Mol Ecol","Isolation/Observation",FALSE,FALSE,FALSE,TRUE,"Homo sapiens","Human gammaherpesvirus 8","Isolation"
"Homo sapiens","Mammalia","Primates","Hominidae","Human alphaherpesvirus 1","Herpesvirales",2003,"Author","HP3","Olival et al. 2017 Nature","PCR/Sequencing",FALSE,FALSE,TRUE,FALSE,"Homo sapiens","Human herpesvirus 1","PCR"
"Homo sapiens","Mammalia","Primates","Hominidae","Human alphaherpesvirus 1","Herpesvirales",1991,"PubMed","Shaw","Shaw et al. 2020 Mol Ecol","Isolation/Observation",FALSE,FALSE,FALSE,TRUE,"Homo sapiens","Human alphaherpesvirus 1","Isolation"
"Homo sapiens","Mammalia","Primates","Hominidae","Human alphaherpesvirus 2","Herpesvirales",1968,"Author","HP3","Olival et al. 2017 Nature","Isolation/Observation",FALSE,FALSE,FALSE,TRUE,"Homo sapiens","Human herpesvirus 2","Isolation"
"Homo sapiens","Mammalia","Primates","Hominidae","Human alphaherpesvirus 2","Herpesvirales",2006,"PubMed","Shaw","Shaw et al. 2020 Mol Ecol","Isolation/Observation",FALSE,FALSE,FALSE,TRUE,"Homo sapiens","Human alphaherpesvirus 2","Isolation"
"Homo sapiens","Mammalia","Primates","Hominidae","Human alphaherpesvirus 3","Herpesvirales",2003,"Author","HP3","Olival et al. 2017 Nature","PCR/Sequencing",FALSE,FALSE,TRUE,FALSE,"Homo sapiens","Human herpesvirus 3","PCR"
"Homo sapiens","Mammalia","Primates","Hominidae","Human alphaherpesvirus 3","Herpesvirales",1988,"PubMed","Shaw","Shaw et al. 2020 Mol Ecol","Isolation/Observation",FALSE,FALSE,FALSE,TRUE,"Homo sapiens","Human alphaherpesvirus 3","Isolation"
"Homo sapiens","Mammalia","Primates","Hominidae","Human gammaherpesvirus 4","Herpesvirales",2003,"Author","HP3","Olival et al. 2017 Nature","PCR/Sequencing",FALSE,FALSE,TRUE,FALSE,"Homo sapiens","Human herpesvirus 4","PCR"
"Homo sapiens","Mammalia","Primates","Hominidae","Human betaherpesvirus 5","Herpesvirales",2003,"Author","HP3","Olival et al. 2017 Nature","PCR/Sequencing",FALSE,FALSE,TRUE,FALSE,"Homo sapiens","Human herpesvirus 5","PCR"
"Homo sapiens","Mammalia","Primates","Hominidae","Human betaherpesvirus 5","Herpesvirales",1970,"Author","Shaw","Shaw et al. 2020 Mol Ecol","Isolation/Observation",FALSE,FALSE,FALSE,TRUE,"Homo sapiens","Human betaherpesvirus 5","Isolation"
"Homo sapiens","Mammalia","Primates","Hominidae","Human betaherpesvirus 6","Herpesvirales",2010,"Author","HP3","Olival et al. 2017 Nature","PCR/Sequencing",FALSE,FALSE,TRUE,FALSE,"Homo sapiens","Human herpesvirus 6","PCR"
"Homo sapiens","Mammalia","Primates","Hominidae","Human betaherpesvirus 6","Herpesvirales",1986,"Author","Shaw","Shaw et al. 2020 Mol Ecol","Isolation/Observation",FALSE,FALSE,FALSE,TRUE,"Homo sapiens","Human betaherpesvirus 6a","Isolation"
"Homo sapiens","Mammalia","Primates","Hominidae","Human betaherpesvirus 6","Herpesvirales",1988,"Author","Shaw","Shaw et al. 2020 Mol Ecol","Isolation/Observation",FALSE,FALSE,FALSE,TRUE,"Homo sapiens","Human betaherpesvirus 6b","Isolation"
"Homo sapiens","Mammalia","Primates","Hominidae","Human betaherpesvirus 7","Herpesvirales",2010,"Author","HP3","Olival et al. 2017 Nature","PCR/Sequencing",FALSE,FALSE,TRUE,FALSE,"Homo sapiens","Human herpesvirus 7","PCR"
"Homo sapiens","Mammalia","Primates","Hominidae","Human betaherpesvirus 7","Herpesvirales",1994,"PubMed","Shaw","Shaw et al. 2020 Mol Ecol","Isolation/Observation",FALSE,FALSE,FALSE,TRUE,"Homo sapiens","Human betaherpesvirus 7","Isolation"
"Homo sapiens","Mammalia","Primates","Hominidae","Human gammaherpesvirus 8","Herpesvirales",1996,"Author","HP3","Olival et al. 2017 Nature","Antibodies",FALSE,TRUE,FALSE,FALSE,"Homo sapiens","Human herpesvirus 8","Antibodies"
"Homo sapiens","Mammalia","Primates","Hominidae","Human immunodeficiency virus 1",NA,2010,"Author","HP3","Olival et al. 2017 Nature","Isolation/Observation",FALSE,FALSE,FALSE,TRUE,"Homo sapiens","Human immunodeficiency virus 1","Isolation"
"Homo sapiens","Mammalia","Primates","Hominidae","Human immunodeficiency virus 1",NA,2007,"PubMed","Shaw","Shaw et al. 2020 Mol Ecol","Isolation/Observation",FALSE,FALSE,FALSE,TRUE,"Homo sapiens","Human immunodeficiency virus 1","Isolation"
"Homo sapiens","Mammalia","Primates","Hominidae","Human immunodeficiency virus 2",NA,2010,"Author","HP3","Olival et al. 2017 Nature","Isolation/Observation",FALSE,FALSE,FALSE,TRUE,"Homo sapiens","Human immunodeficiency virus 2","Isolation"
"Homo sapiens","Mammalia","Primates","Hominidae","Human immunodeficiency virus 2",NA,2011,"PubMed","Shaw","Shaw et al. 2020 Mol Ecol","Isolation/Observation",FALSE,FALSE,FALSE,TRUE,"Homo sapiens","Human immunodeficiency virus 2","Isolation"
"Homo sapiens","Mammalia","Primates","Hominidae","Human mastadenovirus G","Rowavirales",2014,"PubMed","Shaw","Shaw et al. 2020 Mol Ecol","Isolation/Observation",FALSE,FALSE,FALSE,TRUE,"Homo sapiens","Human mastadenovirus g","Isolation"
"Homo sapiens","Mammalia","Primates","Hominidae","Human metapneumovirus",NA,2001,"Author","HP3","Olival et al. 2017 Nature","Isolation/Observation",FALSE,FALSE,FALSE,TRUE,"Homo sapiens","Human metapneumovirus","Isolation"
"Homo sapiens","Mammalia","Primates","Hominidae","Human metapneumovirus",NA,2001,"Author","Shaw","Shaw et al. 2020 Mol Ecol","Isolation/Observation",FALSE,FALSE,FALSE,TRUE,"Homo sapiens","Human metapneumovirus","Isolation"
"Homo sapiens","Mammalia","Primates","Hominidae","Alphatron virus","Picornavirales",2002,"Author","HP3","Olival et al. 2017 Nature","Isolation/Observation",FALSE,FALSE,FALSE,TRUE,"Homo sapiens","Human norovirus-alphatron","Isolation"
"Homo sapiens","Mammalia","Primates","Hominidae","Mupapillomavirus 1","Zurhausenvirales",1977,"Author","HP3","Olival et al. 2017 Nature","Isolation/Observation",FALSE,FALSE,FALSE,TRUE,"Homo sapiens","Human papillomavirus 1","Isolation"
"Homo sapiens","Mammalia","Primates","Hominidae","Mupapillomavirus 1","Zurhausenvirales",2006,"PubMed","Shaw","Shaw et al. 2020 Mol Ecol","Isolation/Observation",FALSE,FALSE,FALSE,TRUE,"Homo sapiens","Mupapillomavirus 1","Isolation"
"Homo sapiens","Mammalia","Primates","Hominidae","Alphapapillomavirus 2","Zurhausenvirales",1983,"Author","HP3","Olival et al. 2017 Nature","Isolation/Observation",FALSE,FALSE,FALSE,TRUE,"Homo sapiens","Human papillomavirus 10","Isolation"
"Homo sapiens","Mammalia","Primates","Hominidae","Alphapapillomavirus 2","Zurhausenvirales",2010,"PubMed","Shaw","Shaw et al. 2020 Mol Ecol","Isolation/Observation",FALSE,FALSE,FALSE,TRUE,"Homo sapiens","Alphapapillomavirus 2","Isolation"
"Homo sapiens","Mammalia","Primates","Hominidae","Alphapapillomavirus 9","Zurhausenvirales",1983,"Author","HP3","Olival et al. 2017 Nature","Isolation/Observation",FALSE,FALSE,FALSE,TRUE,"Homo sapiens","Human papillomavirus 16","Isolation"
"Homo sapiens","Mammalia","Primates","Hominidae","Alphapapillomavirus 9","Zurhausenvirales",2011,"PubMed","Shaw","Shaw et al. 2020 Mol Ecol","Isolation/Observation",FALSE,FALSE,FALSE,TRUE,"Homo sapiens","Alphapapillomavirus 9","Isolation"
"Homo sapiens","Mammalia","Primates","Hominidae","Alphapapillomavirus 7","Zurhausenvirales",1984,"Author","HP3","Olival et al. 2017 Nature","Isolation/Observation",FALSE,FALSE,FALSE,TRUE,"Homo sapiens","Human papillomavirus 18","Isolation"
"Homo sapiens","Mammalia","Primates","Hominidae","Alphapapillomavirus 7","Zurhausenvirales",2010,"PubMed","Shaw","Shaw et al. 2020 Mol Ecol","Isolation/Observation",FALSE,FALSE,FALSE,TRUE,"Homo sapiens","Alphapapillomavirus 7","Isolation"
"Homo sapiens","Mammalia","Primates","Hominidae","Alphapapillomavirus 4","Zurhausenvirales",1997,"Author","HP3","Olival et al. 2017 Nature","Isolation/Observation",FALSE,FALSE,FALSE,TRUE,"Homo sapiens","Human papillomavirus 2","Isolation"
"Homo sapiens","Mammalia","Primates","Hominidae","Alphapapillomavirus 4","Zurhausenvirales",2010,"PubMed","Shaw","Shaw et al. 2020 Mol Ecol","Isolation/Observation",FALSE,FALSE,FALSE,TRUE,"Homo sapiens","Alphapapillomavirus 4","Isolation"
"Homo sapiens","Mammalia","Primates","Hominidae","Alphapapillomavirus 5","Zurhausenvirales",1984,"Author","HP3","Olival et al. 2017 Nature","Isolation/Observation",FALSE,FALSE,FALSE,TRUE,"Homo sapiens","Human papillomavirus 26","Isolation"
"Homo sapiens","Mammalia","Primates","Hominidae","Alphapapillomavirus 5","Zurhausenvirales",2010,"PubMed","Shaw","Shaw et al. 2020 Mol Ecol","Isolation/Observation",FALSE,FALSE,FALSE,TRUE,"Homo sapiens","Alphapapillomavirus 5","Isolation"
"Homo sapiens","Mammalia","Primates","Hominidae","Alphapapillomavirus 1","Zurhausenvirales",1987,"Author","HP3","Olival et al. 2017 Nature","Isolation/Observation",FALSE,FALSE,FALSE,TRUE,"Homo sapiens","Human papillomavirus 32","Isolation"
"Homo sapiens","Mammalia","Primates","Hominidae","Alphapapillomavirus 1","Zurhausenvirales",2013,"PubMed","Shaw","Shaw et al. 2020 Mol Ecol","Isolation/Observation",FALSE,FALSE,FALSE,TRUE,"Homo sapiens","Alphapapillomavirus 1","Isolation"
"Homo sapiens","Mammalia","Primates","Hominidae","Alphapapillomavirus 11","Zurhausenvirales",1986,"Author","HP3","Olival et al. 2017 Nature","Isolation/Observation",FALSE,FALSE,FALSE,TRUE,"Homo sapiens","Human papillomavirus 34","Isolation"
"Homo sapiens","Mammalia","Primates","Hominidae","Alphapapillomavirus 11","Zurhausenvirales",2010,"PubMed","Shaw","Shaw et al. 2020 Mol Ecol","Isolation/Observation",FALSE,FALSE,FALSE,TRUE,"Homo sapiens","Alphapapillomavirus 11","Isolation"
"Homo sapiens","Mammalia","Primates","Hominidae","Human papillomavirus 4",NA,1977,"Author","HP3","Olival et al. 2017 Nature","Isolation/Observation",FALSE,FALSE,FALSE,TRUE,"Homo sapiens","Human papillomavirus 4","Isolation"
"Homo sapiens","Mammalia","Primates","Hominidae","Nupapillomavirus 1","Zurhausenvirales",2006,"Author","HP3","Olival et al. 2017 Nature","Isolation/Observation",FALSE,FALSE,FALSE,TRUE,"Homo sapiens","Human papillomavirus 41","Isolation"
"Homo sapiens","Mammalia","Primates","Hominidae","Nupapillomavirus 1","Zurhausenvirales",1988,"Author","Shaw","Shaw et al. 2020 Mol Ecol","Isolation/Observation",FALSE,FALSE,FALSE,TRUE,"Homo sapiens","Nupapillomavirus 1","Isolation"
"Homo sapiens","Mammalia","Primates","Hominidae","Gammapapillomavirus 2","Zurhausenvirales",1989,"Author","HP3","Olival et al. 2017 Nature","Isolation/Observation",FALSE,FALSE,FALSE,TRUE,"Homo sapiens","Human papillomavirus 48","Isolation"
"Homo sapiens","Mammalia","Primates","Hominidae","Betapapillomavirus 3","Zurhausenvirales",1989,"Author","HP3","Olival et al. 2017 Nature","Isolation/Observation",FALSE,FALSE,FALSE,TRUE,"Homo sapiens","Human papillomavirus 49","Isolation"
"Homo sapiens","Mammalia","Primates","Hominidae","Betapapillomavirus 3","Zurhausenvirales",2010,"PubMed","Shaw","Shaw et al. 2020 Mol Ecol","Isolation/Observation",FALSE,FALSE,FALSE,TRUE,"Homo sapiens","Betapapillomavirus 3","Isolation"
"Homo sapiens","Mammalia","Primates","Hominidae","Human papillomavirus 5",NA,1978,"Author","HP3","Olival et al. 2017 Nature","Isolation/Observation",FALSE,FALSE,FALSE,TRUE,"Homo sapiens","Human papillomavirus 5","Isolation"
"Homo sapiens","Mammalia","Primates","Hominidae","Human papillomavirus 5",NA,2010,"PubMed","Shaw","Shaw et al. 2020 Mol Ecol","Isolation/Observation",FALSE,FALSE,FALSE,TRUE,"Homo sapiens","Betapapillomavirus 1","Isolation"
"Homo sapiens","Mammalia","Primates","Hominidae","Gammapapillomavirus 3","Zurhausenvirales",1989,"Author","HP3","Olival et al. 2017 Nature","Isolation/Observation",FALSE,FALSE,FALSE,TRUE,"Homo sapiens","Human papillomavirus 50","Isolation"
"Homo sapiens","Mammalia","Primates","Hominidae","Gammapapillomavirus 3","Zurhausenvirales",2010,"PubMed","Shaw","Shaw et al. 2020 Mol Ecol","Isolation/Observation",FALSE,FALSE,FALSE,TRUE,"Homo sapiens","Gammapapillomavirus 3","Isolation"
"Homo sapiens","Mammalia","Primates","Hominidae","Alphapapillomavirus 6","Zurhausenvirales",1989,"Author","HP3","Olival et al. 2017 Nature","Isolation/Observation",FALSE,FALSE,FALSE,TRUE,"Homo sapiens","Human papillomavirus 53","Isolation"
"Homo sapiens","Mammalia","Primates","Hominidae","Alphapapillomavirus 6","Zurhausenvirales",2010,"PubMed","Shaw","Shaw et al. 2020 Mol Ecol","Isolation/Observation",FALSE,FALSE,FALSE,TRUE,"Homo sapiens","Alphapapillomavirus 6","Isolation"
"Homo sapiens","Mammalia","Primates","Hominidae","Alphapapillomavirus 13","Zurhausenvirales",1990,"Author","HP3","Olival et al. 2017 Nature","Isolation/Observation",FALSE,FALSE,FALSE,TRUE,"Homo sapiens","Human papillomavirus 54","Isolation"
"Homo sapiens","Mammalia","Primates","Hominidae","Alphapapillomavirus 10","Zurhausenvirales",1980,"Author","HP3","Olival et al. 2017 Nature","Isolation/Observation",FALSE,FALSE,FALSE,TRUE,"Homo sapiens","Human papillomavirus 6","Isolation"
"Homo sapiens","Mammalia","Primates","Hominidae","Alphapapillomavirus 10","Zurhausenvirales",2011,"PubMed","Shaw","Shaw et al. 2020 Mol Ecol","Isolation/Observation",FALSE,FALSE,FALSE,TRUE,"Homo sapiens","Alphapapillomavirus 10","Isolation"
"Homo sapiens","Mammalia","Primates","Hominidae","Gammapapillomavirus 4","Zurhausenvirales",1992,"Author","HP3","Olival et al. 2017 Nature","Isolation/Observation",FALSE,FALSE,FALSE,TRUE,"Homo sapiens","Human papillomavirus 60","Isolation"
"Homo sapiens","Mammalia","Primates","Hominidae","Gammapapillomavirus 4","Zurhausenvirales",2010,"PubMed","Shaw","Shaw et al. 2020 Mol Ecol","Isolation/Observation",FALSE,FALSE,FALSE,TRUE,"Homo sapiens","Gammapapillomavirus 4","Isolation"
"Homo sapiens","Mammalia","Primates","Hominidae","Alphapapillomavirus 3","Zurhausenvirales",1994,"Author","HP3","Olival et al. 2017 Nature","PCR/Sequencing",FALSE,FALSE,TRUE,FALSE,"Homo sapiens","Human papillomavirus 61","PCR"
"Homo sapiens","Mammalia","Primates","Hominidae","Alphapapillomavirus 3","Zurhausenvirales",2010,"PubMed","Shaw","Shaw et al. 2020 Mol Ecol","Isolation/Observation",FALSE,FALSE,FALSE,TRUE,"Homo sapiens","Alphapapillomavirus 3","Isolation"
"Homo sapiens","Mammalia","Primates","Hominidae","Mupapillomavirus 2","Zurhausenvirales",1993,"Author","HP3","Olival et al. 2017 Nature","Isolation/Observation",FALSE,FALSE,FALSE,TRUE,"Homo sapiens","Human papillomavirus 63","Isolation"
"Homo sapiens","Mammalia","Primates","Hominidae","Mupapillomavirus 2","Zurhausenvirales",2010,"PubMed","Shaw","Shaw et al. 2020 Mol Ecol","Isolation/Observation",FALSE,FALSE,FALSE,TRUE,"Homo sapiens","Mupapillomavirus 2","Isolation"
"Homo sapiens","Mammalia","Primates","Hominidae","Alphapapillomavirus 8","Zurhausenvirales",1981,"Author","HP3","Olival et al. 2017 Nature","Antibodies",FALSE,TRUE,FALSE,FALSE,"Homo sapiens","Human papillomavirus 7","Antibodies"
"Homo sapiens","Mammalia","Primates","Hominidae","Alphapapillomavirus 8","Zurhausenvirales",2010,"PubMed","Shaw","Shaw et al. 2020 Mol Ecol","Isolation/Observation",FALSE,FALSE,FALSE,TRUE,"Homo sapiens","Alphapapillomavirus 8","Isolation"
"Homo sapiens","Mammalia","Primates","Hominidae","Human papillomavirus type 71","Zurhausenvirales",1997,"Author","HP3","Olival et al. 2017 Nature","Antibodies",FALSE,TRUE,FALSE,FALSE,"Homo sapiens","Human papillomavirus 71","Antibodies"
