VirusOriginal,VirusTaxID,VirusNCBIResolved,Virus,VirusGenus,VirusFamily,VirusOrder,VirusClass,PathogenType
european brown hare syndrome virus,33756,TRUE,European brown hare syndrome virus,Lagovirus,Caliciviridae,Picornavirales,Pisoniviricetes,virus
european catfish virus,100217,TRUE,Epizootic haematopoietic necrosis virus,Ranavirus,Iridoviridae,Pimascovirales,Megaviricetes,virus
european elk papillomavirus,10565,TRUE,Deltapapillomavirus 1,Deltapapillomavirus,Papillomaviridae,Zurhausenvirales,Papovaviricetes,virus
everglades virus,2083198,TRUE,Everglades virus,Alphavirus,Togaviridae,Martellivirales,Alsuviricetes,virus
eyach virus,2747210,TRUE,Eyach coltivirus,Coltivirus,Reoviridae,Reovirales,Resentoviricetes,virus
falcon adenovirus a,692069,TRUE,Falcon aviadenovirus A,Aviadenovirus,Adenoviridae,Rowavirales,Tectiliviricetes,virus
felid herpesvirus 1,10334,TRUE,Felid alphaherpesvirus 1,Varicellovirus,Herpesviridae,Herpesvirales,Herviviricetes,virus
feline astrovirus,1239566,TRUE,Mamastrovirus 2,Mamastrovirus,Astroviridae,Stellavirales,Stelpaviricetes,virus
feline calicivirus,11978,TRUE,Feline calicivirus,Vesivirus,Caliciviridae,Picornavirales,Pisoniviricetes,virus
feline coronavirus,693997,TRUE,Alphacoronavirus 1,Alphacoronavirus,Coronaviridae,Nidovirales,Pisoniviricetes,virus
feline foamy virus,53182,TRUE,Feline foamy virus,Felispumavirus,Retroviridae,Ortervirales,Revtraviricetes,virus
feline immunodeficiency virus,11673,TRUE,Feline immunodeficiency virus,Lentivirus,Retroviridae,Ortervirales,Revtraviricetes,virus
feline leukemia virus,11768,TRUE,Feline leukemia virus,Gammaretrovirus,Retroviridae,Ortervirales,Revtraviricetes,virus
feline panleukopenia virus,1511906,TRUE,Carnivore protoparvovirus 1,Protoparvovirus,Parvoviridae,Piccovirales,Quintoviricetes,virus
feline papillomavirus,181667,TRUE,Lambdapapillomavirus 1,Lambdapapillomavirus,Papillomaviridae,Zurhausenvirales,Papovaviricetes,virus
feline sarcoma virus,11768,TRUE,Feline leukemia virus,Gammaretrovirus,Retroviridae,Ortervirales,Revtraviricetes,virus
fer-de-lance paramyxovirus,122203,TRUE,Reptilian ferlavirus,Ferlavirus,Paramyxoviridae,Mononegavirales,Monjiviricetes,virus
finch circovirus,400122,TRUE,Finch circovirus,Circovirus,Circoviridae,Cirlivirales,Arfiviricetes,virus
finkel-biskis-jinkins murine sarcoma virus,353765,TRUE,Finkel-Biskis-Jinkins murine sarcoma virus,Gammaretrovirus,Retroviridae,Ortervirales,Revtraviricetes,virus
flanders virus,1972612,TRUE,Flanders hapavirus,Hapavirus,Rhabdoviridae,Mononegavirales,Monjiviricetes,virus
flexal virus,45220,TRUE,Flexal mammarenavirus,Mammarenavirus,Arenaviridae,Bunyavirales,Ellioviricetes,virus
foot-and-mouth disease virus,12110,TRUE,Foot-and-mouth disease virus,Aphthovirus,Picornaviridae,Picornavirales,Pisoniviricetes,virus
fort morgan virus,48544,TRUE,Fort Morgan virus,Alphavirus,Togaviridae,Martellivirales,Alsuviricetes,virus
fowl adenovirus a,190061,TRUE,Fowl aviadenovirus A,Aviadenovirus,Adenoviridae,Rowavirales,Tectiliviricetes,virus
fowl adenovirus b,190062,TRUE,Fowl aviadenovirus B,Aviadenovirus,Adenoviridae,Rowavirales,Tectiliviricetes,virus
fowl adenovirus c,190063,TRUE,Fowl aviadenovirus C,Aviadenovirus,Adenoviridae,Rowavirales,Tectiliviricetes,virus
fowl adenovirus d,190064,TRUE,Fowl aviadenovirus D,Aviadenovirus,Adenoviridae,Rowavirales,Tectiliviricetes,virus
fowl adenovirus e,190065,TRUE,Fowl aviadenovirus E,Aviadenovirus,Adenoviridae,Rowavirales,Tectiliviricetes,virus
fowlpox virus,10261,TRUE,Fowlpox virus,Avipoxvirus,Poxviridae,Chitovirales,Pokkesviricetes,virus
frog siadenovirus a,298331,TRUE,Frog siadenovirus A,Siadenovirus,Adenoviridae,Rowavirales,Tectiliviricetes,virus
frog virus 3,10493,TRUE,Frog virus 3,Ranavirus,Iridoviridae,Pimascovirales,Megaviricetes,virus
fujinami sarcoma virus,11885,TRUE,Fujinami sarcoma virus,Alpharetrovirus,Retroviridae,Ortervirales,Revtraviricetes,virus
gadgets gully virus,64307,TRUE,Gadgets Gully virus,Flavivirus,Flaviviridae,Amarillovirales,Flasuviricetes,virus
gallid herpesvirus 1,10386,TRUE,Gallid alphaherpesvirus 1,Iltovirus,Herpesviridae,Herpesvirales,Herviviricetes,virus
gallid herpesvirus 2,10390,TRUE,Gallid alphaherpesvirus 2,Mardivirus,Herpesviridae,Herpesvirales,Herviviricetes,virus
gallid herpesvirus 3,35250,TRUE,Gallid alphaherpesvirus 3,Mardivirus,Herpesviridae,Herpesvirales,Herviviricetes,virus
galliform aveparvovirus 1,1511865,TRUE,Galliform aveparvovirus 1,Aveparvovirus,Parvoviridae,Piccovirales,Quintoviricetes,virus
gallivirus a,1511776,TRUE,Gallivirus A,Gallivirus,Picornaviridae,Picornavirales,Pisoniviricetes,virus
gammapapillomavirus 1,333926,TRUE,Gammapapillomavirus 1,Gammapapillomavirus,Papillomaviridae,Zurhausenvirales,Papovaviricetes,virus
gammapapillomavirus 10,1175852,TRUE,Gammapapillomavirus 10,Gammapapillomavirus,Papillomaviridae,Zurhausenvirales,Papovaviricetes,virus
gammapapillomavirus 11,1513256,TRUE,Gammapapillomavirus 11,Gammapapillomavirus,Papillomaviridae,Zurhausenvirales,Papovaviricetes,virus
gammapapillomavirus 12,1513257,TRUE,Gammapapillomavirus 12,Gammapapillomavirus,Papillomaviridae,Zurhausenvirales,Papovaviricetes,virus
gammapapillomavirus 13,1513258,TRUE,Gammapapillomavirus 13,Gammapapillomavirus,Papillomaviridae,Zurhausenvirales,Papovaviricetes,virus
gammapapillomavirus 14,1513259,TRUE,Gammapapillomavirus 14,Gammapapillomavirus,Papillomaviridae,Zurhausenvirales,Papovaviricetes,virus
gammapapillomavirus 15,1513260,TRUE,Gammapapillomavirus 15,Gammapapillomavirus,Papillomaviridae,Zurhausenvirales,Papovaviricetes,virus
gammapapillomavirus 16,1513261,TRUE,Gammapapillomavirus 16,Gammapapillomavirus,Papillomaviridae,Zurhausenvirales,Papovaviricetes,virus
gammapapillomavirus 17,1513262,TRUE,Gammapapillomavirus 17,Gammapapillomavirus,Papillomaviridae,Zurhausenvirales,Papovaviricetes,virus
gammapapillomavirus 18,1513263,TRUE,Gammapapillomavirus 18,Gammapapillomavirus,Papillomaviridae,Zurhausenvirales,Papovaviricetes,virus
gammapapillomavirus 19,1513264,TRUE,Gammapapillomavirus 19,Gammapapillomavirus,Papillomaviridae,Zurhausenvirales,Papovaviricetes,virus
gammapapillomavirus 2,333928,TRUE,Gammapapillomavirus 2,Gammapapillomavirus,Papillomaviridae,Zurhausenvirales,Papovaviricetes,virus
gammapapillomavirus 20,1513265,TRUE,Gammapapillomavirus 20,Gammapapillomavirus,Papillomaviridae,Zurhausenvirales,Papovaviricetes,virus
gammapapillomavirus 6,1175848,TRUE,Gammapapillomavirus 6,Gammapapillomavirus,Papillomaviridae,Zurhausenvirales,Papovaviricetes,virus
gammapapillomavirus 7,1175849,TRUE,Gammapapillomavirus 7,Gammapapillomavirus,Papillomaviridae,Zurhausenvirales,Papovaviricetes,virus
gammapapillomavirus 8,1175850,TRUE,Gammapapillomavirus 8,Gammapapillomavirus,Papillomaviridae,Zurhausenvirales,Papovaviricetes,virus
gammapapillomavirus 9,1175851,TRUE,Gammapapillomavirus 9,Gammapapillomavirus,Papillomaviridae,Zurhausenvirales,Papovaviricetes,virus
gan gan virus,1764076,TRUE,Gan Gan virus,Orthobunyavirus,Peribunyaviridae,Bunyavirales,Ellioviricetes,virus
gb virus a,1307800,TRUE,Pegivirus A,Pegivirus,Flaviviridae,Amarillovirales,Flasuviricetes,virus
gb virus b,39113,TRUE,Hepatitis GB virus B,Hepacivirus,Flaviviridae,Amarillovirales,Flasuviricetes,virus
gb virus c,1985356,TRUE,Pegivirus C,Pegivirus,Flaviviridae,Amarillovirales,Flasuviricetes,virus
gb virus d,1307801,TRUE,Pegivirus B,Pegivirus,Flaviviridae,Amarillovirales,Flasuviricetes,virus
getah virus,59300,TRUE,Getah virus,Alphavirus,Togaviridae,Martellivirales,Alsuviricetes,virus
gibbon ape leukemia virus,11840,TRUE,Gibbon ape leukemia virus,Gammaretrovirus,Retroviridae,Ortervirales,Revtraviricetes,virus
goatpox virus,186805,TRUE,Goatpox virus,Capripoxvirus,Poxviridae,Chitovirales,Pokkesviricetes,virus
goose parvovirus,1511895,TRUE,Anseriform dependoparvovirus 1,Dependoparvovirus,Parvoviridae,Piccovirales,Quintoviricetes,virus
great island virus,204269,TRUE,Great Island virus,Orbivirus,Reoviridae,Reovirales,Resentoviricetes,virus
great tit siadenovirus a,1146876,TRUE,Great tit siadenovirus A,Siadenovirus,Adenoviridae,Rowavirales,Tectiliviricetes,virus
ground squirrel hepatitis virus,10406,TRUE,Ground squirrel hepatitis virus,Orthohepadnavirus,Hepadnaviridae,Blubervirales,Revtraviricetes,virus
guajara orthobunyavirus,1933272,TRUE,Guajara orthobunyavirus,Orthobunyavirus,Peribunyaviridae,Bunyavirales,Ellioviricetes,virus
guama virus,1933273,TRUE,Guama orthobunyavirus,Orthobunyavirus,Peribunyaviridae,Bunyavirales,Ellioviricetes,virus
guanarito virus,45219,TRUE,Guanarito mammarenavirus,Mammarenavirus,Arenaviridae,Bunyavirales,Ellioviricetes,virus
guaroa virus,1933274,TRUE,Guaroa orthobunyavirus,Orthobunyavirus,Peribunyaviridae,Bunyavirales,Ellioviricetes,virus
guinea pig adenovirus,47901,TRUE,Guinea pig adenovirus,Mastadenovirus,Adenoviridae,Rowavirales,Tectiliviricetes,virus
gull circovirus,400121,TRUE,Gull circovirus,Circovirus,Circoviridae,Cirlivirales,Arfiviricetes,virus
h-1 parvovirus,1511908,TRUE,Rodent protoparvovirus 1,Protoparvovirus,Parvoviridae,Piccovirales,Quintoviricetes,virus
hamster oral papillomavirus,334212,TRUE,Pipapillomavirus 1,Pipapillomavirus,Papillomaviridae,Zurhausenvirales,Papovaviricetes,virus
hamster parvovirus,42843,TRUE,Hamster parvovirus,Protoparvovirus,Parvoviridae,Piccovirales,Quintoviricetes,virus
hamster polyomavirus,1891729,TRUE,Mesocricetus auratus polyomavirus 1,Alphapolyomavirus,Polyomaviridae,Sepolyvirales,Papovaviricetes,virus
hantaan virus,1980471,TRUE,Hantaan orthohantavirus,Orthohantavirus,Hantaviridae,Bunyavirales,Ellioviricetes,virus
harvey murine sarcoma virus,11807,TRUE,Harvey murine sarcoma virus,Gammaretrovirus,Retroviridae,Ortervirales,Revtraviricetes,virus
hendra virus,63330,TRUE,Hendra henipavirus,Henipavirus,Paramyxoviridae,Mononegavirales,Monjiviricetes,virus
hepatitis a virus,12092,TRUE,Hepatovirus A,Hepatovirus,Picornaviridae,Picornavirales,Pisoniviricetes,virus
hepatitis b virus,10407,TRUE,Hepatitis B virus,Orthohepadnavirus,Hepadnaviridae,Blubervirales,Revtraviricetes,virus
hepatitis c virus,11103,TRUE,Hepacivirus C,Hepacivirus,Flaviviridae,Amarillovirales,Flasuviricetes,virus
hepatitis delta virus,12475,TRUE,Hepatitis delta virus,Deltavirus,NA,NA,NA,virus
hepatitis e virus,1678143,TRUE,Orthohepevirus A,Orthohepevirus,Hepeviridae,Hepelivirales,Alsuviricetes,virus
hepatovirus a,12092,TRUE,Hepatovirus A,Hepatovirus,Picornaviridae,Picornavirales,Pisoniviricetes,virus
heron hepatitis b virus,28300,TRUE,Heron hepatitis B virus,Avihepadnavirus,Hepadnaviridae,Blubervirales,Revtraviricetes,virus
highlands j virus,11024,TRUE,Highlands J virus,Alphavirus,Togaviridae,Martellivirales,Alsuviricetes,virus
hippotragine herpesvirus 1,333341,TRUE,Hippotragine gammaherpesvirus 1,Macavirus,Herpesviridae,Herpesvirales,Herviviricetes,virus
hirame novirhabdovirus,1980915,TRUE,Hirame novirhabdovirus,Novirhabdovirus,Rhabdoviridae,Mononegavirales,Monjiviricetes,virus
hirame rhabdovirus,1980915,TRUE,Hirame novirhabdovirus,Novirhabdovirus,Rhabdoviridae,Mononegavirales,Monjiviricetes,virus
hughes nairovirus,1980523,TRUE,Hughes orthonairovirus,Orthonairovirus,Nairoviridae,Bunyavirales,Ellioviricetes,virus
human adenovirus a,129875,TRUE,Human mastadenovirus A,Mastadenovirus,Adenoviridae,Rowavirales,Tectiliviricetes,virus
human adenovirus b,108098,TRUE,Human mastadenovirus B,Mastadenovirus,Adenoviridae,Rowavirales,Tectiliviricetes,virus
human adenovirus c,129951,TRUE,Human mastadenovirus C,Mastadenovirus,Adenoviridae,Rowavirales,Tectiliviricetes,virus
human adenovirus d,130310,TRUE,Human mastadenovirus D,Mastadenovirus,Adenoviridae,Rowavirales,Tectiliviricetes,virus
human adenovirus e,130308,TRUE,Human mastadenovirus E,Mastadenovirus,Adenoviridae,Rowavirales,Tectiliviricetes,virus
human adenovirus f,130309,TRUE,Human mastadenovirus F,Mastadenovirus,Adenoviridae,Rowavirales,Tectiliviricetes,virus
human astrovirus,1868658,TRUE,Human astrovirus,NA,Astroviridae,Stellavirales,Stelpaviricetes,virus
human coronavirus 229e,11137,TRUE,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,Nidovirales,Pisoniviricetes,virus
human coronavirus hku1,290028,TRUE,Human coronavirus HKU1,Betacoronavirus,Coronaviridae,Nidovirales,Pisoniviricetes,virus
human coronavirus nl63,277944,TRUE,Human coronavirus NL63,Alphacoronavirus,Coronaviridae,Nidovirales,Pisoniviricetes,virus
human coronavirus oc43,694003,TRUE,Betacoronavirus 1,Betacoronavirus,Coronaviridae,Nidovirales,Pisoniviricetes,virus
human gammaherpesvirus 4,10376,TRUE,Human gammaherpesvirus 4,Lymphocryptovirus,Herpesviridae,Herpesvirales,Herviviricetes,virus
human gammaherpesvirus 8,37296,TRUE,Human gammaherpesvirus 8,Rhadinovirus,Herpesviridae,Herpesvirales,Herviviricetes,virus
human herpesvirus 1,10298,TRUE,Human alphaherpesvirus 1,Simplexvirus,Herpesviridae,Herpesvirales,Herviviricetes,virus
human herpesvirus 2,10310,TRUE,Human alphaherpesvirus 2,Simplexvirus,Herpesviridae,Herpesvirales,Herviviricetes,virus
human herpesvirus 3,10335,TRUE,Human alphaherpesvirus 3,Varicellovirus,Herpesviridae,Herpesvirales,Herviviricetes,virus
human herpesvirus 4,10376,TRUE,Human gammaherpesvirus 4,Lymphocryptovirus,Herpesviridae,Herpesvirales,Herviviricetes,virus
human herpesvirus 5,10359,TRUE,Human betaherpesvirus 5,Cytomegalovirus,Herpesviridae,Herpesvirales,Herviviricetes,virus
human herpesvirus 6,10368,TRUE,Human betaherpesvirus 6,Roseolovirus,Herpesviridae,Herpesvirales,Herviviricetes,virus
human herpesvirus 7,10372,TRUE,Human betaherpesvirus 7,Roseolovirus,Herpesviridae,Herpesvirales,Herviviricetes,virus
human herpesvirus 8,37296,TRUE,Human gammaherpesvirus 8,Rhadinovirus,Herpesviridae,Herpesvirales,Herviviricetes,virus
human immunodeficiency virus 1,11676,TRUE,Human immunodeficiency virus 1,Lentivirus,Retroviridae,Ortervirales,Revtraviricetes,virus
human immunodeficiency virus 2,11709,TRUE,Human immunodeficiency virus 2,Lentivirus,Retroviridae,Ortervirales,Revtraviricetes,virus
human mastadenovirus g,536079,TRUE,Human mastadenovirus G,Mastadenovirus,Adenoviridae,Rowavirales,Tectiliviricetes,virus
human metapneumovirus,162145,TRUE,Human metapneumovirus,Metapneumovirus,Pneumoviridae,Mononegavirales,Monjiviricetes,virus
human norovirus-alphatron,11983,TRUE,Norwalk virus,Norovirus,Caliciviridae,Picornavirales,Pisoniviricetes,virus
human papillomavirus 1,334203,TRUE,Mupapillomavirus 1,Mupapillomavirus,Papillomaviridae,Zurhausenvirales,Papovaviricetes,virus
human papillomavirus 10,337039,TRUE,Alphapapillomavirus 2,Alphapapillomavirus,Papillomaviridae,Zurhausenvirales,Papovaviricetes,virus
human papillomavirus 16,337041,TRUE,Alphapapillomavirus 9,Alphapapillomavirus,Papillomaviridae,Zurhausenvirales,Papovaviricetes,virus
human papillomavirus 18,337042,TRUE,Alphapapillomavirus 7,Alphapapillomavirus,Papillomaviridae,Zurhausenvirales,Papovaviricetes,virus
human papillomavirus 2,337043,TRUE,Alphapapillomavirus 4,Alphapapillomavirus,Papillomaviridae,Zurhausenvirales,Papovaviricetes,virus
human papillomavirus 26,337044,TRUE,Alphapapillomavirus 5,Alphapapillomavirus,Papillomaviridae,Zurhausenvirales,Papovaviricetes,virus
human papillomavirus 32,337048,TRUE,Alphapapillomavirus 1,Alphapapillomavirus,Papillomaviridae,Zurhausenvirales,Papovaviricetes,virus
human papillomavirus 34,337049,TRUE,Alphapapillomavirus 11,Alphapapillomavirus,Papillomaviridae,Zurhausenvirales,Papovaviricetes,virus
human papillomavirus 4,333926,TRUE,Gammapapillomavirus 1,Gammapapillomavirus,Papillomaviridae,Zurhausenvirales,Papovaviricetes,virus
human papillomavirus 41,334205,TRUE,Nupapillomavirus 1,Nupapillomavirus,Papillomaviridae,Zurhausenvirales,Papovaviricetes,virus
human papillomavirus 48,333928,TRUE,Gammapapillomavirus 2,Gammapapillomavirus,Papillomaviridae,Zurhausenvirales,Papovaviricetes,virus
human papillomavirus 49,334207,TRUE,Betapapillomavirus 3,Betapapillomavirus,Papillomaviridae,Zurhausenvirales,Papovaviricetes,virus
human papillomavirus 5,337051,TRUE,Betapapillomavirus 1,Betapapillomavirus,Papillomaviridae,Zurhausenvirales,Papovaviricetes,virus
human papillomavirus 50,333929,TRUE,Gammapapillomavirus 3,Gammapapillomavirus,Papillomaviridae,Zurhausenvirales,Papovaviricetes,virus
human papillomavirus 53,337050,TRUE,Alphapapillomavirus 6,Alphapapillomavirus,Papillomaviridae,Zurhausenvirales,Papovaviricetes,virus
human papillomavirus 54,333766,TRUE,Alphapapillomavirus 13,Alphapapillomavirus,Papillomaviridae,Zurhausenvirales,Papovaviricetes,virus
human papillomavirus 6,333754,TRUE,Alphapapillomavirus 10,Alphapapillomavirus,Papillomaviridae,Zurhausenvirales,Papovaviricetes,virus
human papillomavirus 60,333930,TRUE,Gammapapillomavirus 4,Gammapapillomavirus,Papillomaviridae,Zurhausenvirales,Papovaviricetes,virus
human papillomavirus 61,333767,TRUE,Alphapapillomavirus 3,Alphapapillomavirus,Papillomaviridae,Zurhausenvirales,Papovaviricetes,virus
human papillomavirus 63,334204,TRUE,Mupapillomavirus 2,Mupapillomavirus,Papillomaviridae,Zurhausenvirales,Papovaviricetes,virus
human papillomavirus 7,333757,TRUE,Alphapapillomavirus 8,Alphapapillomavirus,Papillomaviridae,Zurhausenvirales,Papovaviricetes,virus
human papillomavirus 71,931244,TRUE,Alphapapillomavirus 14,Alphapapillomavirus,Papillomaviridae,Zurhausenvirales,Papovaviricetes,virus
human papillomavirus 88,333931,TRUE,Gammapapillomavirus 5,Gammapapillomavirus,Papillomaviridae,Zurhausenvirales,Papovaviricetes,virus
human papillomavirus 9,333924,TRUE,Betapapillomavirus 2,Betapapillomavirus,Papillomaviridae,Zurhausenvirales,Papovaviricetes,virus
human papillomavirus cand90,931244,TRUE,Alphapapillomavirus 14,Alphapapillomavirus,Papillomaviridae,Zurhausenvirales,Papovaviricetes,virus
human papillomavirus cand92,334208,TRUE,Betapapillomavirus 4,Betapapillomavirus,Papillomaviridae,Zurhausenvirales,Papovaviricetes,virus
human papillomavirus cand96,334209,TRUE,Betapapillomavirus 5,Betapapillomavirus,Papillomaviridae,Zurhausenvirales,Papovaviricetes,virus
human parainfluenza virus 1,12730,TRUE,Human respirovirus 1,Respirovirus,Paramyxoviridae,Mononegavirales,Monjiviricetes,virus
human parainfluenza virus 2,2560525,TRUE,Human orthorubulavirus 2,Orthorubulavirus,Paramyxoviridae,Mononegavirales,Monjiviricetes,virus
human parainfluenza virus 3,11216,TRUE,Human respirovirus 3,Respirovirus,Paramyxoviridae,Mononegavirales,Monjiviricetes,virus
human parainfluenza virus 4,2560526,TRUE,Human orthorubulavirus 4,Orthorubulavirus,Paramyxoviridae,Mononegavirales,Monjiviricetes,virus
human parechovirus,1803956,TRUE,Parechovirus A,Parechovirus,Picornaviridae,Picornavirales,Pisoniviricetes,virus
human parvovirus b19,1511900,TRUE,Primate erythroparvovirus 1,Erythroparvovirus,Parvoviridae,Piccovirales,Quintoviricetes,virus
human picobirnavirus,145856,TRUE,Human picobirnavirus,Picobirnavirus,Picobirnaviridae,Durnavirales,Duplopiviricetes,virus
human polyomavirus 1,1891762,TRUE,Human polyomavirus 1,Betapolyomavirus,Polyomaviridae,Sepolyvirales,Papovaviricetes,virus
human polyomavirus 2,1891763,TRUE,Human polyomavirus 2,Betapolyomavirus,Polyomaviridae,Sepolyvirales,Papovaviricetes,virus
human respiratory syncytial virus,11250,TRUE,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,Mononegavirales,Monjiviricetes,virus
human rhinovirus a,147711,TRUE,Rhinovirus A,Enterovirus,Picornaviridae,Picornavirales,Pisoniviricetes,virus
human rhinovirus b,147712,TRUE,Rhinovirus B,Enterovirus,Picornaviridae,Picornavirales,Pisoniviricetes,virus
human rhinovirus c,463676,TRUE,Rhinovirus C,Enterovirus,Picornaviridae,Picornavirales,Pisoniviricetes,virus
human torovirus,67605,TRUE,Human torovirus,Torovirus,Tobaniviridae,Nidovirales,Pisoniviricetes,virus
hunnivirus a,1431460,TRUE,Hunnivirus A,Hunnivirus,Picornaviridae,Picornavirales,Pisoniviricetes,virus
ictalurid herpesvirus 1,10401,TRUE,Ictalurid herpesvirus 1,Ictalurivirus,Alloherpesviridae,Herpesvirales,Herviviricetes,virus
ictalurid herpesvirus 2,508441,TRUE,Ictalurid herpesvirus 2,Ictalurivirus,Alloherpesviridae,Herpesvirales,Herviviricetes,virus
ife virus,2547357,TRUE,Ife virus,Orbivirus,Reoviridae,Reovirales,Resentoviricetes,virus
iguanid herpesvirus 2,226584,TRUE,Iguanid herpesvirus 2,NA,Herpesviridae,Herpesvirales,Herviviricetes,virus
ikoma lyssavirus,1167696,TRUE,Ikoma lyssavirus,Lyssavirus,Rhabdoviridae,Mononegavirales,Monjiviricetes,virus
ilheus virus,59563,TRUE,Ilheus virus,Flavivirus,Flaviviridae,Amarillovirales,Flasuviricetes,virus
indiana vesiculovirus,1972577,TRUE,Indiana vesiculovirus,Vesiculovirus,Rhabdoviridae,Mononegavirales,Monjiviricetes,virus
infectious bursal disease virus,10995,TRUE,Infectious bursal disease virus,Avibirnavirus,Birnaviridae,NA,NA,virus
infectious hematopoietic necrosis virus,1980917,TRUE,Salmonid novirhabdovirus,Novirhabdovirus,Rhabdoviridae,Mononegavirales,Monjiviricetes,virus
infectious pancreatic necrosis virus,11002,TRUE,Infectious pancreatic necrosis virus,Aquabirnavirus,Birnaviridae,NA,NA,virus
infectious salmon anemia virus,55987,TRUE,Salmon isavirus,Isavirus,Orthomyxoviridae,Articulavirales,Insthoviricetes,virus
infectious spleen and kidney necrosis virus,180170,TRUE,Infectious spleen and kidney necrosis virus,Megalocytivirus,Iridoviridae,Pimascovirales,Megaviricetes,virus
influenza a virus,11320,TRUE,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,Articulavirales,Insthoviricetes,virus
influenza b virus,11520,TRUE,Influenza B virus,Betainfluenzavirus,Orthomyxoviridae,Articulavirales,Insthoviricetes,virus
influenza c virus,11552,TRUE,Influenza C virus,Gammainfluenzavirus,Orthomyxoviridae,Articulavirales,Insthoviricetes,virus
ippy virus,55096,TRUE,Ippy mammarenavirus,Mammarenavirus,Arenaviridae,Bunyavirales,Ellioviricetes,virus
irkut virus,249583,TRUE,Irkut lyssavirus,Lyssavirus,Rhabdoviridae,Mononegavirales,Monjiviricetes,virus
isfahan virus,1972573,TRUE,Isfahan vesiculovirus,Vesiculovirus,Rhabdoviridae,Mononegavirales,Monjiviricetes,virus
isla vista virus,42097,TRUE,Isla Vista hantavirus,Orthohantavirus,Hantaviridae,Bunyavirales,Ellioviricetes,virus
issyk-kul virus,1453408,TRUE,Issyk-Kul virus,Orthonairovirus,Nairoviridae,Bunyavirales,Ellioviricetes,virus
itaporanga virus,2734452,TRUE,Itaporanga phlebovirus,Phlebovirus,Phenuiviridae,Bunyavirales,Ellioviricetes,virus
jaagsiekte sheep retrovirus,11746,TRUE,Jaagsiekte sheep retrovirus,Betaretrovirus,Retroviridae,Ortervirales,Revtraviricetes,virus
japanaut virus,2547358,TRUE,Japanaut virus,Orbivirus,Reoviridae,Reovirales,Resentoviricetes,virus
japanese encephalitis virus,11072,TRUE,Japanese encephalitis virus,Flavivirus,Flaviviridae,Amarillovirales,Flasuviricetes,virus
jc polyomavirus,1891763,TRUE,Human polyomavirus 2,Betapolyomavirus,Polyomaviridae,Sepolyvirales,Papovaviricetes,virus
johnston atoll virus,688437,TRUE,Johnston Atoll quaranjavirus,Quaranjavirus,Orthomyxoviridae,Articulavirales,Insthoviricetes,virus
jugra virus,64309,TRUE,Jugra virus,Flavivirus,Flaviviridae,Amarillovirales,Flasuviricetes,virus
junin virus,2169991,TRUE,Argentinian mammarenavirus,Mammarenavirus,Arenaviridae,Bunyavirales,Ellioviricetes,virus
juquitiba virus,430511,TRUE,Juquitiba virus,Orthohantavirus,Hantaviridae,Bunyavirales,Ellioviricetes,virus
jurona virus,1972568,TRUE,Jurona vesiculovirus,Vesiculovirus,Rhabdoviridae,Mononegavirales,Monjiviricetes,virus
jutiapa virus,64299,TRUE,Jutiapa virus,Flavivirus,Flaviviridae,Amarillovirales,Flasuviricetes,virus
kadam virus,64310,TRUE,Kadam virus,Flavivirus,Flaviviridae,Amarillovirales,Flasuviricetes,virus
kaeng khoi virus,1933275,TRUE,Kaeng Khoi orthobunyavirus,Orthobunyavirus,Peribunyaviridae,Bunyavirales,Ellioviricetes,virus
kairi virus,1933276,TRUE,Kairi orthobunyavirus,Orthobunyavirus,Peribunyaviridae,Bunyavirales,Ellioviricetes,virus
kasokero virus,1980524,TRUE,Kasokero orthonairovirus,Orthonairovirus,Nairoviridae,Bunyavirales,Ellioviricetes,virus
kedougou virus,64311,TRUE,Kedougou virus,Flavivirus,Flaviviridae,Amarillovirales,Flasuviricetes,virus
kemerovo virus,204269,TRUE,Great Island virus,Orbivirus,Reoviridae,Reovirales,Resentoviricetes,virus
kern canyon virus,1978537,TRUE,Kern Canyon ledantevirus,Ledantevirus,Rhabdoviridae,Mononegavirales,Monjiviricetes,virus
keuraliba virus,1978538,TRUE,Keuraliba ledantevirus,Ledantevirus,Rhabdoviridae,Mononegavirales,Monjiviricetes,virus
khabarovsk virus,1980475,TRUE,Khabarovsk orthohantavirus,Orthohantavirus,Hantaviridae,Bunyavirales,Ellioviricetes,virus
khujand virus,237716,TRUE,Khujand lyssavirus,Lyssavirus,Rhabdoviridae,Mononegavirales,Monjiviricetes,virus
kilham rat virus,1511908,TRUE,Rodent protoparvovirus 1,Protoparvovirus,Parvoviridae,Piccovirales,Quintoviricetes,virus
kirsten murine sarcoma virus,11808,TRUE,Kirsten murine sarcoma virus,Gammaretrovirus,Retroviridae,Ortervirales,Revtraviricetes,virus
klamath virus,1972588,TRUE,Klamath tupavirus,Tupavirus,Rhabdoviridae,Mononegavirales,Monjiviricetes,virus
kokobera virus,44024,TRUE,Kokobera virus,Flavivirus,Flaviviridae,Amarillovirales,Flasuviricetes,virus
koongol virus,1933288,TRUE,Koongol orthobunyavirus,Orthobunyavirus,Peribunyaviridae,Bunyavirales,Ellioviricetes,virus
