VirusOriginal,VirusTaxID,VirusNCBIResolved,Virus,VirusGenus,VirusFamily,VirusOrder,VirusClass
chlamydia sp.,35827,TRUE,Chlamydia sp.,Chlamydia,Chlamydiaceae,Chlamydiales,Chlamydiia
listeria sp.,1960103,TRUE,Listeria sp.,Listeria,Listeriaceae,Bacillales,Bacilli
rickettsia sp.,789,TRUE,Rickettsia sp.,Rickettsia,Rickettsiaceae,Rickettsiales,Alphaproteobacteria
setaria cervi,65603,TRUE,Setaria cervi,Setaria,Setariidae,Rhabditida,Chromadorea
teladorsagia davtiani,293654,TRUE,Teladorsagia davtiani,Teladorsagia,Haemonchidae,Strongylida,Chromadorea
trichuris capreoli,NA,FALSE,trichuris capreoli,NA,NA,NA,NA
varestrongylus capreoli,1490282,TRUE,Varestrongylus capreoli,Varestrongylus,Protostrongylidae,Strongylida,Chromadorea
cervid herpesvirus 1,79891,TRUE,Cervid alphaherpesvirus 1,Varicellovirus,Herpesviridae,Herpesvirales,Herviviricetes
borrelia japonica,34095,TRUE,Borreliella japonica,Borreliella,Borreliaceae,Spirochaetales,Spirochaetia
cercopithifilaria shohoi,278044,TRUE,Cercopithifilaria shohoi,Cercopithifilaria,Onchocercidae,Rhabditida,Chromadorea
eimeria crispus,NA,FALSE,eimeria crispus,NA,NA,NA,NA
eimeria kamoshika,NA,FALSE,eimeria kamoshika,NA,NA,NA,NA
eimeria serowi,NA,FALSE,eimeria serowi,NA,NA,NA,NA
loxodontofilaria caprini,459439,TRUE,Loxodontofilaria caprini,Loxodontofilaria,Onchocercidae,Rhabditida,Chromadorea
onchocerca suzukii,459459,TRUE,Onchocerca suzukii,Onchocerca,Onchocercidae,Rhabditida,Chromadorea
dipetalonema obtusa,NA,FALSE,dipetalonema obtusa,NA,NA,NA,NA
endolimax nana,110788,TRUE,Endolimax nana,Endolimax,Entamoebidae,Mastigamoebida,NA
isospora cebi,NA,FALSE,isospora cebi,NA,NA,NA,NA
trypanoxyuris clementinae,NA,FALSE,trypanoxyuris clementinae,NA,NA,NA,NA
filariopsis arator,NA,FALSE,filariopsis arator,NA,NA,NA,NA
leishmania sp.,28847,TRUE,Leishmania sp.,Leishmania,Trypanosomatidae,Trypanosomatida,Kinetoplastea
molineus torulosus,NA,FALSE,molineus torulosus,NA,NA,NA,NA
trypanosoma diasi,NA,FALSE,trypanosoma diasi,NA,NA,NA,NA
dipetalonema parvum,NA,FALSE,dipetalonema parvum,NA,NA,NA,NA
microfilaria panamensis,NA,FALSE,microfilaria panamensis,NA,NA,NA,NA
physaloptera cebi,NA,FALSE,physaloptera cebi,NA,NA,NA,NA
prosthenorchis sp.,NA,FALSE,prosthenorchis sp.,NA,NA,NA,NA
tetrapetalonema parvum,NA,FALSE,tetrapetalonema parvum,NA,NA,NA,NA
trypanoxyuris callis,NA,FALSE,trypanoxyuris callis,NA,NA,NA,NA
tetrapetalonema nicollei,NA,FALSE,tetrapetalonema nicollei,NA,NA,NA,NA
ostertagia harrisi,NA,FALSE,ostertagia harrisi,NA,NA,NA,NA
setaria cornuta,NA,FALSE,setaria cornuta,NA,NA,NA,NA
setaria scalprum,NA,FALSE,setaria scalprum,NA,NA,NA,NA
trichostrongylus anomalus,NA,FALSE,trichostrongylus anomalus,NA,NA,NA,NA
blepharocorys jubata,1298947,TRUE,Blepharocorys jubata,Blepharocorys,Blepharocorythidae,Entodiniomorphida,Litostomatea
entodinium bicornutum,NA,FALSE,entodinium bicornutum,NA,NA,NA,NA
entodinium minimum,NA,FALSE,entodinium minimum,NA,NA,NA,NA
entodinium rectangulatum,NA,FALSE,entodinium rectangulatum,NA,NA,NA,NA
epidinium bulbiferum,NA,FALSE,epidinium bulbiferum,NA,NA,NA,NA
epidinium gigas,NA,FALSE,epidinium gigas,NA,NA,NA,NA
kiluluma rhinocerotis,NA,FALSE,kiluluma rhinocerotis,NA,NA,NA,NA
neospora sp.,37089,TRUE,Neospora sp.,Neospora,Sarcocystidae,Eucoccidiorida,Conoidasida
oxyuris karamoja,NA,FALSE,oxyuris karamoja,NA,NA,NA,NA
hepatocystis kochi,NA,FALSE,hepatocystis kochi,NA,NA,NA,NA
plasmodium georgesi,NA,FALSE,plasmodium georgesi,NA,NA,NA,NA
plasmodium petersi,NA,FALSE,plasmodium petersi,NA,NA,NA,NA
anatrichosoma ixyos,NA,FALSE,anatrichosoma ixyos,NA,NA,NA,NA
cercogylus africanus,NA,FALSE,cercogylus africanus,NA,NA,NA,NA
anoplocephala sp.,NA,FALSE,anoplocephala sp.,NA,NA,NA,NA
ascaridia sp.,NA,FALSE,ascaridia sp.,NA,NA,NA,NA
bertiella sp.,NA,FALSE,bertiella sp.,NA,NA,NA,NA
heterakis sp.,2731334,TRUE,Heterakis sp.,Heterakis,Heterakidae,Rhabditida,Chromadorea
streptopharagus sp.,NA,FALSE,streptopharagus sp.,NA,NA,NA,NA
brodenia serrata,NA,FALSE,brodenia serrata,NA,NA,NA,NA
gongylonema sp.,NA,FALSE,gongylonema sp.,NA,NA,NA,NA
physaloptera caucasia,NA,FALSE,physaloptera caucasia,NA,NA,NA,NA
streptopharagus pigmentatus,NA,FALSE,streptopharagus pigmentatus,NA,NA,NA,NA
subulura sp.,NA,FALSE,subulura sp.,NA,NA,NA,NA
babesia pitheci,NA,FALSE,babesia pitheci,NA,NA,NA,NA
chitwoodspirura sp.,NA,FALSE,chitwoodspirura sp.,NA,NA,NA,NA
uganda s virus,64297,TRUE,Uganda S virus,Flavivirus,Flaviviridae,Amarillovirales,Flasuviricetes
hepatocystis cercopitheci,NA,FALSE,hepatocystis cercopitheci,NA,NA,NA,NA
hepatocystis sp.,77567,TRUE,Hepatocystis sp.,Hepatocystis,Plasmodiidae,Haemosporida,Aconoidasida
primasubulura sp.,NA,FALSE,primasubulura sp.,NA,NA,NA,NA
trypanosoma primatum,NA,FALSE,trypanosoma primatum,NA,NA,NA,NA
dirofilaria corynodes,NA,FALSE,dirofilaria corynodes,NA,NA,NA,NA
hepatocystis bovillezi,NA,FALSE,hepatocystis bovillezi,NA,NA,NA,NA
trichomonas intestinalis,NA,FALSE,trichomonas intestinalis,NA,NA,NA,NA
sparganum mansoni,907286,TRUE,Sparganum mansoni,Sparganum,Diphyllobothriidae,Diphyllobothriidea,Cestoda
campylobacter sp.,205,TRUE,Campylobacter sp.,Campylobacter,Campylobacteraceae,Campylobacterales,Epsilonproteobacteria
ehrlichia sp.,29502,TRUE,Ehrlichia sp.,Ehrlichia,Anaplasmataceae,Rickettsiales,Alphaproteobacteria
elaeophora elaphi,1147741,TRUE,Elaeophora elaphi,Elaeophora,Onchocercidae,Rhabditida,Chromadorea
elaeophora sp.,NA,FALSE,elaeophora sp.,NA,NA,NA,NA
haemophilus sp.,740,TRUE,Haemophilus sp.,Haemophilus,Pasteurellaceae,Pasteurellales,Gammaproteobacteria
mazamastrongylus pursglovei,NA,FALSE,mazamastrongylus pursglovei,NA,NA,NA,NA
mycobacterium flavescens,1776,TRUE,Mycolicibacterium flavescens,Mycolicibacterium,Mycobacteriaceae,Corynebacteriales,Actinomycetia
thiafora nairovirus,1980529,TRUE,Thiafora orthonairovirus,Orthonairovirus,Nairoviridae,Bunyavirales,Ellioviricetes
onchocerca garmsi,NA,FALSE,onchocerca garmsi,NA,NA,NA,NA
palyam virus,40059,TRUE,Palyam virus,Orbivirus,Reoviridae,Reovirales,Resentoviricetes
sathuperi orthobunyavirus,159141,TRUE,Sathuperi orthobunyavirus,Orthobunyavirus,Peribunyaviridae,Bunyavirales,Ellioviricetes
ostertagia drozdzi,NA,FALSE,ostertagia drozdzi,NA,NA,NA,NA
sarcocystis capreolicanis,1080796,TRUE,Sarcocystis capreolicanis,Sarcocystis,Sarcocystidae,Eucoccidiorida,Conoidasida
sarcocystis grueneri,425658,TRUE,Sarcocystis grueneri,Sarcocystis,Sarcocystidae,Eucoccidiorida,Conoidasida
sarcocystis silva,1080797,TRUE,Sarcocystis silva,Sarcocystis,Sarcocystidae,Eucoccidiorida,Conoidasida
spiculopteragia dagestanica,NA,FALSE,spiculopteragia dagestanica,NA,NA,NA,NA
trichocephalus sp.,NA,FALSE,trichocephalus sp.,NA,NA,NA,NA
varestrongylus sagittatus,1490283,TRUE,Varestrongylus sagittatus,Varestrongylus,Protostrongylidae,Strongylida,Chromadorea
indiana vesiculovirus,1972577,TRUE,Indiana vesiculovirus,Vesiculovirus,Rhabdoviridae,Mononegavirales,Monjiviricetes
yersinia sp.,41315,TRUE,Yersinia sp.,Yersinia,Yersiniaceae,Enterobacterales,Gammaproteobacteria
orthohepevirus a,1678143,TRUE,Orthohepevirus A,Orthohepevirus,Hepeviridae,Hepelivirales,Alsuviricetes
schulzinema miroljubovi,NA,FALSE,schulzinema miroljubovi,NA,NA,NA,NA
spiculopteragia andreevae,NA,FALSE,spiculopteragia andreevae,NA,NA,NA,NA
spiculopteragia houdemeri,1114206,TRUE,Spiculopteragia houdemeri,Spiculopteragia,Haemonchidae,Strongylida,Chromadorea
lemuricola contagiosus,NA,FALSE,lemuricola contagiosus,NA,NA,NA,NA
trichuris lemuris,NA,FALSE,trichuris lemuris,NA,NA,NA,NA
spirura diplocyphos,NA,FALSE,spirura diplocyphos,NA,NA,NA,NA
subulura baeri,NA,FALSE,subulura baeri,NA,NA,NA,NA
trypanoxyuris satanas,NA,FALSE,trypanoxyuris satanas,NA,NA,NA,NA
cercopithifilaria verveti,NA,FALSE,cercopithifilaria verveti,NA,NA,NA,NA
cyclospora cercopitheci,88457,TRUE,Cyclospora cercopitheci,Cyclospora,Eimeriidae,Eucoccidiorida,Conoidasida
enterobius bipapillatus,NA,FALSE,enterobius bipapillatus,NA,NA,NA,NA
entopolypoides macaci,NA,FALSE,entopolypoides macaci,NA,NA,NA,NA
anatrichosoma sp.,NA,FALSE,anatrichosoma sp.,NA,NA,NA,NA
borrelia harveyi,1653836,TRUE,Borrelia harveyi,Borrelia,Borreliaceae,Spirochaetales,Spirochaetia
cardiovirus a,1821749,TRUE,Cardiovirus A,Cardiovirus,Picornaviridae,Picornavirales,Pisoniviricetes
dirofilaria aethiops,NA,FALSE,dirofilaria aethiops,NA,NA,NA,NA
loa ugandis,NA,FALSE,loa ugandis,NA,NA,NA,NA
oesophagostomum apiostomum,NA,FALSE,oesophagostomum apiostomum,NA,NA,NA,NA
simian agent virus 12,46771,TRUE,Simian virus 12,NA,Polyomaviridae,Sepolyvirales,Papovaviricetes
schistosoma sp.,NA,FALSE,schistosoma sp.,NA,NA,NA,NA
subulura distans,NA,FALSE,subulura distans,NA,NA,NA,NA
necator sp.,NA,FALSE,necator sp.,NA,NA,NA,NA
gnathastoma sp.,NA,FALSE,gnathastoma sp.,NA,NA,NA,NA
colobenterobius guerezae,NA,FALSE,colobenterobius guerezae,NA,NA,NA,NA
colobenterobius paraguerezae,NA,FALSE,colobenterobius paraguerezae,NA,NA,NA,NA
colobenterobius sp.,NA,FALSE,colobenterobius sp.,NA,NA,NA,NA
cyclospora colobi,88458,TRUE,Cyclospora colobi,Cyclospora,Eimeriidae,Eucoccidiorida,Conoidasida
filaria sp.,NA,FALSE,filaria sp.,NA,NA,NA,NA
colobostrongylus strongi,NA,FALSE,colobostrongylus strongi,NA,NA,NA,NA
dirofilaria schoutedeni,NA,FALSE,dirofilaria schoutedeni,NA,NA,NA,NA
filaria taxideae,2483238,TRUE,Filaria taxideae,Filaria,Filariidae,Rhabditida,Chromadorea
mathevotaenia mephitis,NA,FALSE,mathevotaenia mephitis,NA,NA,NA,NA
pachysentis canicola,NA,FALSE,pachysentis canicola,NA,NA,NA,NA
physaloptera maxillaris,NA,FALSE,physaloptera maxillaris,NA,NA,NA,NA
bovine herpesvirus 3,35252,TRUE,Alcelaphine gammaherpesvirus 1,Macavirus,Herpesviridae,Herpesvirales,Herviviricetes
babesia cynicti,NA,FALSE,babesia cynicti,NA,NA,NA,NA
acanthocheilonema spirocauda,1285395,TRUE,Acanthocheilonema spirocauda,Acanthocheilonema,Onchocercidae,Rhabditida,Chromadorea
parafilaroides gymnurus,690305,TRUE,Parafilaroides gymnurus,Parafilaroides,Filaroididae,Strongylida,Chromadorea
phocascaris sp.,NA,FALSE,phocascaris sp.,NA,NA,NA,NA
apteragia odocoilei,NA,FALSE,apteragia odocoilei,NA,NA,NA,NA
apteragia pursglovei,NA,FALSE,apteragia pursglovei,NA,NA,NA,NA
mansonella wenki,NA,FALSE,mansonella wenki,NA,NA,NA,NA
nematodirus odocoilei,NA,FALSE,nematodirus odocoilei,NA,NA,NA,NA
cytauxzoon sp.,1937407,TRUE,Cytauxzoon sp.,Cytauxzoon,Theileriidae,Piroplasmida,Aconoidasida
habronema sp.,NA,FALSE,habronema sp.,NA,NA,NA,NA
longistrongylus sp.,NA,FALSE,longistrongylus sp.,NA,NA,NA,NA
protostrongylus capensis,NA,FALSE,protostrongylus capensis,NA,NA,NA,NA
trichostrongylus pietersei,NA,FALSE,trichostrongylus pietersei,NA,NA,NA,NA
ascaris petiti,NA,FALSE,ascaris petiti,NA,NA,NA,NA
lemuricola daubentoniae,NA,FALSE,lemuricola daubentoniae,NA,NA,NA,NA
mastophorus muris,1499391,TRUE,Mastophorus muris,Mastophorus,Spirocercidae,Rhabditida,Chromadorea
anoplocephala gigantea,NA,FALSE,anoplocephala gigantea,NA,NA,NA,NA
cycloposthium corrugatum,NA,FALSE,cycloposthium corrugatum,NA,NA,NA,NA
cycloposthium dentiferum,NA,FALSE,cycloposthium dentiferum,NA,NA,NA,NA
cycloposthium edentatum,467016,TRUE,Cycloposthium edentatum,Cycloposthium,Cycloposthiidae,Entodiniomorphida,Litostomatea
cycloposthium scutigerum,NA,FALSE,cycloposthium scutigerum,NA,NA,NA,NA
diceronema versterae,NA,FALSE,diceronema versterae,NA,NA,NA,NA
diplodinium anacanthum,NA,FALSE,diplodinium anacanthum,NA,NA,NA,NA
diplodinium dentatum,47889,TRUE,Diplodinium dentatum,Diplodinium,Ophryoscolecidae,Entodiniomorphida,Litostomatea
draschia megastoma,NA,FALSE,draschia megastoma,NA,NA,NA,NA
elyplastron bubali,NA,FALSE,elyplastron bubali,NA,NA,NA,NA
epidinium caudatum,47887,TRUE,Epidinium caudatum,Epidinium,Ophryoscolecidae,Entodiniomorphida,Litostomatea
kiluluma goodeyi,NA,FALSE,kiluluma goodeyi,NA,NA,NA,NA
kiluluma magna,NA,FALSE,kiluluma magna,NA,NA,NA,NA
ostracodinium mammosum,NA,FALSE,ostracodinium mammosum,NA,NA,NA,NA
ostracodinium trivesiculatum,696974,TRUE,Ostracodinium trivesiculatum,Ostracodinium,Ophryoscolecidae,Entodiniomorphida,Litostomatea
parabronema roundi,NA,FALSE,parabronema roundi,NA,NA,NA,NA
spirodinium equi,550467,TRUE,Spirodinium equi,Spirodinium,Spirodiniidae,Entodiniomorphida,Litostomatea
tetratoxum parvum,1298958,TRUE,Tetratoxum parvum,Tetratoxum,Ditoxidae,Entodiniomorphida,Litostomatea
tetratoxum unifasciculatum,1298957,TRUE,Tetratoxum unifasciculatum,Tetratoxum,Ditoxidae,Entodiniomorphida,Litostomatea
triadinium galea,NA,FALSE,triadinium galea,NA,NA,NA,NA
corynosoma enhydri,60530,TRUE,Corynosoma enhydri,Corynosoma,Polymorphidae,Polymorphida,Palaeacanthocephala
diplogonoporus tetrapterus,2014828,TRUE,Diphyllobothrium tetrapterum,Diphyllobothrium,Diphyllobothriidae,Diphyllobothriidea,Cestoda
microphallus nicolli,NA,FALSE,microphallus nicolli,NA,NA,NA,NA
microphallus pirum,NA,FALSE,microphallus pirum,NA,NA,NA,NA
orthosplanchnus fraterculus,73415,TRUE,Orthosplanchnus fraterculus,Orthosplanchnus,Brachycladiidae,Plagiorchiida,Trematoda
plenosoma minimum,NA,FALSE,plenosoma minimum,NA,NA,NA,NA
polymorphus major,NA,FALSE,polymorphus major,NA,NA,NA,NA
profilicollis sp.,NA,FALSE,profilicollis sp.,NA,NA,NA,NA
vibrio sp.,678,TRUE,Vibrio sp.,Vibrio,Vibrionaceae,Vibrionales,Gammaproteobacteria
cyathostomum alveatum,NA,FALSE,cyathostomum alveatum,NA,NA,NA,NA
cyathostomum montgomeryi,NA,FALSE,cyathostomum montgomeryi,NA,NA,NA,NA
cylicocyclus asini,NA,FALSE,cylicocyclus asini,NA,NA,NA,NA
cylicocyclus auriculatus,71428,TRUE,Cylicocyclus auriculatus,Cylicocyclus,Strongylidae,Strongylida,Chromadorea
cylicocyclus elongatus,195204,TRUE,Cylicocyclus elongatus,Cylicocyclus,Strongylidae,Strongylida,Chromadorea
cylicocyclus radiatus,71430,TRUE,Cylicocyclus radiatus,Cylicocyclus,Strongylidae,Strongylida,Chromadorea
cylicostephanus asymetricus,NA,FALSE,cylicostephanus asymetricus,NA,NA,NA,NA
cylicostephanus longibursatus,71466,TRUE,Cylicostephanus longibursatus,Cylicostephanus,Strongylidae,Strongylida,Chromadorea
cylicostephanus minutus,71467,TRUE,Cylicostephanus minutus,Cylicostephanus,Strongylidae,Strongylida,Chromadorea
parapoteriostomum schuermanni,NA,FALSE,parapoteriostomum schuermanni,NA,NA,NA,NA
triodontophorus burchelli,NA,FALSE,triodontophorus burchelli,NA,NA,NA,NA
triodontophorus hartmannae,NA,FALSE,triodontophorus hartmannae,NA,NA,NA,NA
crossocephalus viviparus,NA,FALSE,crossocephalus viviparus,NA,NA,NA,NA
cyathostomum sp.,NA,FALSE,cyathostomum sp.,NA,NA,NA,NA
cylicocyclus adersi,1201087,TRUE,Cylicocyclus adersi,Cylicocyclus,Strongylidae,Strongylida,Chromadorea
cylicocyclus sp.,NA,FALSE,cylicocyclus sp.,NA,NA,NA,NA
cylicocyclus triramosus,NA,FALSE,cylicocyclus triramosus,NA,NA,NA,NA
cylicodontophorus reineckei,NA,FALSE,cylicodontophorus reineckei,NA,NA,NA,NA
cylicostephanus bidentatus,71461,TRUE,Cylicostephanus bidentatus,Cylicostephanus,Strongylidae,Strongylida,Chromadorea
cylindropharynx intermedia,NA,FALSE,cylindropharynx intermedia,NA,NA,NA,NA
cylindropharynx sp.,NA,FALSE,cylindropharynx sp.,NA,NA,NA,NA
draschia sp.,NA,FALSE,draschia sp.,NA,NA,NA,NA
habronema malani,NA,FALSE,habronema malani,NA,NA,NA,NA
habronema tomasi,NA,FALSE,habronema tomasi,NA,NA,NA,NA
habronema zebrae,NA,FALSE,habronema zebrae,NA,NA,NA,NA
skrjabinodentus longiconus,NA,FALSE,skrjabinodentus longiconus,NA,NA,NA,NA
triodontophorus minor,1735159,TRUE,Triodontophorus minor,Triodontophorus,Strongylidae,Strongylida,Chromadorea
triodontophorus sp.,NA,FALSE,triodontophorus sp.,NA,NA,NA,NA
parapoteriostomum euproctus,401684,TRUE,Parapoteriostomum euproctus,Parapoteriostomum,Strongylidae,Strongylida,Chromadorea
parapoteriostomum mettami,879077,TRUE,Parapoteriostomum mettami,Parapoteriostomum,Strongylidae,Strongylida,Chromadorea
triodontophorus nipponicus,1678062,TRUE,Triodontophorus nipponicus,Triodontophorus,Strongylidae,Strongylida,Chromadorea
triodontophorus tenuicollis,NA,FALSE,triodontophorus tenuicollis,NA,NA,NA,NA
parascaris sp.,6255,TRUE,Parascaris sp.,Parascaris,Ascarididae,Rhabditida,Chromadorea
cylicocyclus gyalocephaloides,NA,FALSE,cylicocyclus gyalocephaloides,NA,NA,NA,NA
cylicostephanus longiconus,NA,FALSE,cylicostephanus longiconus,NA,NA,NA,NA
equus zebra gammaherpesvirus 2,NA,FALSE,equus zebra gammaherpesvirus 2,NA,NA,NA,NA
lemuricola lemuris,NA,FALSE,lemuricola lemuris,NA,NA,NA,NA
lemurostrongylus sp.,NA,FALSE,lemurostrongylus sp.,NA,NA,NA,NA
thysanotaenia lemuris,NA,FALSE,thysanotaenia lemuris,NA,NA,NA,NA
callistoura blanci,NA,FALSE,callistoura blanci,NA,NA,NA,NA
lemuricola baltazardi,NA,FALSE,lemuricola baltazardi,NA,NA,NA,NA
lemuricola vauceli,2294028,TRUE,Lemuricola vauceli,Lemuricola,Oxyuridae,Rhabditida,Chromadorea
callistoura brygooi,NA,FALSE,callistoura brygooi,NA,NA,NA,NA
callistoura sp.,NA,FALSE,callistoura sp.,NA,NA,NA,NA
colobenterobius inglisi,NA,FALSE,colobenterobius inglisi,NA,NA,NA,NA
lemuricola nana,NA,FALSE,lemuricola nana,NA,NA,NA,NA
lemuricola sp.,NA,FALSE,lemuricola sp.,NA,NA,NA,NA
hepatocystis foleyi,NA,FALSE,hepatocystis foleyi,NA,NA,NA,NA
plasmodium girardi,NA,FALSE,plasmodium girardi,NA,NA,NA,NA
trichurus sp.,1890370,TRUE,Trichurus sp.,Trichurus,Microascaceae,Microascales,Sordariomycetes
anophryocephalus ochotensis,NA,FALSE,anophryocephalus ochotensis,NA,NA,NA,NA
bolbosoma bobrovoi,NA,FALSE,bolbosoma bobrovoi,NA,NA,NA,NA
corynosoma semerme,2040616,TRUE,Corynosoma semerme,Corynosoma,Polymorphidae,Polymorphida,Palaeacanthocephala
corynosoma villosum,141829,TRUE,Corynosoma villosum,Corynosoma,Polymorphidae,Polymorphida,Palaeacanthocephala
galactosomum stelleri,NA,FALSE,galactosomum stelleri,NA,NA,NA,NA
mamastrovirus 1,1239565,TRUE,Mamastrovirus 1,Mamastrovirus,Astroviridae,Stellavirales,Stelpaviricetes
phocanema decipiens,6271,TRUE,Pseudoterranova decipiens,Pseudoterranova,Anisakidae,Rhabditida,Chromadorea
phocitrema fusiforme,2072714,TRUE,Phocitrema fusiforme,Phocitrema,Heterophyidae,Opisthorchiida,Trematoda
pricetrema zolophi,NA,FALSE,pricetrema zolophi,NA,NA,NA,NA
zalophotrema sp.,NA,FALSE,zalophotrema sp.,NA,NA,NA,NA
aelurostrongylus sp.,NA,FALSE,aelurostrongylus sp.,NA,NA,NA,NA
chlamydophila sp.,NA,FALSE,chlamydophila sp.,NA,NA,NA,NA
cylicospirura petrowi,1434794,TRUE,Cylicospirura petrowi,Cylicospirura,Spirocercidae,Rhabditida,Chromadorea
eimeria felina,NA,FALSE,eimeria felina,NA,NA,NA,NA
mycoplasma haemominutum,209446,TRUE,Candidatus Mycoplasma haemominutum,Mycoplasma,Mycoplasmataceae,Mycoplasmatales,Mollicutes
mycoplasma turicensis,346879,TRUE,Candidatus Mycoplasma turicensis,Mycoplasma,Mycoplasmataceae,Mycoplasmatales,Mollicutes
toxocara mystax,6266,TRUE,Toxocara cati,Toxocara,Toxocaridae,Rhabditida,Chromadorea
trypanosoma irangiense,NA,FALSE,trypanosoma irangiense,NA,NA,NA,NA
trypanosoma perodictici,NA,FALSE,trypanosoma perodictici,NA,NA,NA,NA
primasubulura otolicini,NA,FALSE,primasubulura otolicini,NA,NA,NA,NA
spirura dentata,NA,FALSE,spirura dentata,NA,NA,NA,NA
skrjabinema ovis,2109847,TRUE,Skrjabinema ovis,Skrjabinema,Oxyuridae,Rhabditida,Chromadorea
ancylostoma martinezi,NA,FALSE,ancylostoma martinezi,NA,NA,NA,NA
angiostrongylus sp.,NA,FALSE,angiostrongylus sp.,NA,NA,NA,NA
diplopylidium monoophorum,NA,FALSE,diplopylidium monoophorum,NA,NA,NA,NA
diplopylidium sp.,NA,FALSE,diplopylidium sp.,NA,NA,NA,NA
toxocara genettae,NA,FALSE,toxocara genettae,NA,NA,NA,NA
haemonchus mitchelli,NA,FALSE,haemonchus mitchelli,NA,NA,NA,NA
monodontella giraffae,NA,FALSE,monodontella giraffae,NA,NA,NA,NA
sarcocystis camelopardalis,NA,FALSE,sarcocystis camelopardalis,NA,NA,NA,NA
sarcocystis giraffae,NA,FALSE,sarcocystis giraffae,NA,NA,NA,NA
sarcocystis klaseriensis,NA,FALSE,sarcocystis klaseriensis,NA,NA,NA,NA
anoplocephala gorillae,NA,FALSE,anoplocephala gorillae,NA,NA,NA,NA
hyostrongylus kigeziensis,NA,FALSE,hyostrongylus kigeziensis,NA,NA,NA,NA
hyostrongylus sp.,NA,FALSE,hyostrongylus sp.,NA,NA,NA,NA
mansonella gorillae,NA,FALSE,mansonella gorillae,NA,NA,NA,NA
mansonella leopoldi,NA,FALSE,mansonella leopoldi,NA,NA,NA,NA
mansonella streptocercum,NA,FALSE,mansonella streptocercum,NA,NA,NA,NA
mansonella vanhoofi,NA,FALSE,mansonella vanhoofi,NA,NA,NA,NA
microfilaria binucleata,NA,FALSE,microfilaria binucleata,NA,NA,NA,NA
murshidia devians,NA,FALSE,murshidia devians,NA,NA,NA,NA
paralibyostrongylus hebrenicutus,NA,FALSE,paralibyostrongylus hebrenicutus,NA,NA,NA,NA
paralibyostrongylus kalinae,NA,FALSE,paralibyostrongylus kalinae,NA,NA,NA,NA
probstmayria gabonensis,NA,FALSE,probstmayria gabonensis,NA,NA,NA,NA
probstmayria goodallae,NA,FALSE,probstmayria goodallae,NA,NA,NA,NA
probstmayria gorillae,NA,FALSE,probstmayria gorillae,NA,NA,NA,NA
probstmayria sp.,NA,FALSE,probstmayria sp.,NA,NA,NA,NA
chitwoodspirura wehri,NA,FALSE,chitwoodspirura wehri,NA,NA,NA,NA
primate t-lymphotropic virus 4,NA,FALSE,primate t-lymphotropic virus 4,NA,NA,NA,NA
endolimax sp.,2650102,TRUE,Endolimax sp.,Endolimax,Entamoebidae,Mastigamoebida,NA
enterobius lerouxi,NA,FALSE,enterobius lerouxi,NA,NA,NA,NA
gorillophilus thoracatus,NA,FALSE,gorillophilus thoracatus,NA,NA,NA,NA
mammomonogamus sp.,NA,FALSE,mammomonogamus sp.,NA,NA,NA,NA
mansonella lopeensis,NA,FALSE,mansonella lopeensis,NA,NA,NA,NA
oesophogostomum apiostomum,NA,FALSE,oesophogostomum apiostomum,NA,NA,NA,NA
plasmodium adleri,880535,TRUE,Plasmodium sp. gorilla clade G2,Plasmodium,Plasmodiidae,Haemosporida,Aconoidasida
plasmodium blacklocki,880536,TRUE,Plasmodium sp. gorilla clade G3,Plasmodium,Plasmodiidae,Haemosporida,Aconoidasida
plasmodium praefalciparum,880534,TRUE,Plasmodium sp. gorilla clade G1,Plasmodium,Plasmodiidae,Haemosporida,Aconoidasida
plasmodium rodhani,NA,FALSE,plasmodium rodhani,NA,NA,NA,NA
plasmodium schwetzi,NA,FALSE,plasmodium schwetzi,NA,NA,NA,NA
prototapirella gorillae,NA,FALSE,prototapirella gorillae,NA,NA,NA,NA
providencia sp.,589,TRUE,Providencia sp.,Providencia,Morganellaceae,Enterobacterales,Gammaproteobacteria
trichinella sp. t6,92179,TRUE,Trichinella sp. T6,Trichinella,Trichinellidae,Trichinellida,Enoplea
lemurostrongylus residuus,NA,FALSE,lemurostrongylus residuus,NA,NA,NA,NA
protofilaria furcata,NA,FALSE,protofilaria furcata,NA,NA,NA,NA
centrorhynchus undulatus,NA,FALSE,centrorhynchus undulatus,NA,NA,NA,NA
eimeria vulpis,NA,FALSE,eimeria vulpis,NA,NA,NA,NA
sphaerirostris lancea,NA,FALSE,sphaerirostris lancea,NA,NA,NA,NA
charonina hippopotami,NA,FALSE,charonina hippopotami,NA,NA,NA,NA
cucurvella vivax,NA,FALSE,cucurvella vivax,NA,NA,NA,NA
monoposthia sp.,NA,FALSE,monoposthia sp.,NA,NA,NA,NA
oculotrema hippopotami,1672608,TRUE,Oculotrema hippopotami,Oculotrema,Polystomatidae,Polystomatidea,Monogenea
paraisotricha minuta,1298955,TRUE,Paraisotricha minuta,Paraisotricha,Paraisotrichidae,Vestibuliferida,Litostomatea
paraplagiopyla kiboko,NA,FALSE,paraplagiopyla kiboko,NA,NA,NA,NA
parentodinium africanum,NA,FALSE,parentodinium africanum,NA,NA,NA,NA
parentodinium ostrea,NA,FALSE,parentodinium ostrea,NA,NA,NA,NA
