Pathogen_Original,PathogenName_Harmonised,PathogenType,HumanInfective_Any,HumanInfective_EID2,HumanInfective_External,DiseaseAgent,IsZoonotic,InGIDEON,Disease_GIDEON,Route_GIDEON,AnimalReservoir_GIDEON,Vector_GIDEON,VectorBorne,InWertheim,Disease_Wertheim,AnimalReservoir_Taylor,UN_subregion,Countries_EID2Wertheim
human immunodeficiency virus 1,human immunodeficiency virus 1,virus,1,1,1,1,0,1,hiv/aids,"blood, sexual",0,NA,0,0,NA,0,"Northern Africa, Eastern Africa, Middle Africa, Southern Africa, Western Africa, Caribbean, Central America, South America, Northern America, Central Asia, Eastern Asia, South-eastern Asia, Southern Asia, Western Asia, Eastern Europe, Northern Europe, Southern Europe, Western Europe, Australia and New Zealand, Melanesia, Micronesia, Polynesia","KE,BY,TZ,CD,TR,UG,ET,BG,CY,RW,SC,ZW,CN,MW,RO,AU,BF,ES,CH,TD,GN,AO,AG,VC,AR,LC,MX,CU,CW,GB,IN,BI,ER,RU,DZ,NL,AT,TH,GA,MY,BE,LT,DE,IT,CA,NP,NE,PT,ZM,SD,NZ,IR,CL,LY,LB,VE,GH,VN,GR,BW,MZ,KZ,CZ,DO,TN,PL,HN,MM,SK,PE,CV,GQ,IE,HU,PA,GP,PH,PR,KR,MN,HR,EC,BD,LV,AZ,GF,ZA,MQ,GY,BR,CR,ID,SN,SE,CM,UZ,TT,DM,YE,SL,GW,UA,FR,HT,CI,JM,US,GE,DJ,BS,CG,BO,SI,LU,AF,MA,JP,BJ,IL,LR,KH,CF,ML,SV,MU,CO,DK,FI,EG,TW,UY,EE,GM,BB,NG,AL,GD,NO,HK,MS,PK,SR,SA,SG,SO,FJ,PY,PG,SB,NC,PF,WS,GT,UM,GU,TG,MV"
human metapneumovirus,human metapneumovirus,virus,1,1,1,1,0,1,metapneumovirus infection,"fluids, respiratory",0,NA,0,0,NA,0,"Northern Africa, Southern Africa, South America, Northern America, Eastern Asia, South-eastern Asia, Southern Asia, Western Asia, Northern Europe, Southern Europe, Western Europe, Australia and New Zealand","KR,DE,CN,HK,IT,CA,GB,US,TH,HR,DK,BR,IN,JP,AU,ES,KH,FR,SG,EG,ZA,IL,TW"
human papillomavirus 5,human papillomavirus 5,virus,1,1,1,0,0,0,NA,NA,0,NA,0,0,NA,0,"Northern America, Southern Europe","US,IT,SI"
human papillomavirus 9,human papillomavirus 9,virus,1,1,1,0,0,0,NA,NA,0,NA,0,0,NA,0,Southern Europe,IT
human parainfluenza virus 1,human parainfluenza virus 1,virus,1,1,1,1,0,1,parainfluenza virus infection,respiratory,0,NA,0,0,NA,0,"Northern America, Southern Asia","IN,US"
human parainfluenza virus 3,human parainfluenza virus 3,virus,1,1,1,1,0,1,parainfluenza virus infection,respiratory,0,NA,0,0,NA,0,"Northern America, Eastern Asia, Western Asia, Northern Europe","SA,CN,CA,JP,US,GB"
hymenolepis diminuta,hymenolepis diminuta,helminth,1,1,1,1,1,1,hymenolepis diminuta infection,food,1,NA,0,0,NA,0,"Northern Africa, Eastern Asia, Northern Europe","EG,DK,JP"
hymenolepis nana,hymenolepis nana,helminth,1,1,1,1,1,1,hymenolepis nana,"food, water, fecal-oral",1,NA,0,0,NA,0,"Northern Africa, Central America, South America, Northern America, Eastern Asia, Southern Asia, Western Asia","IR,JP,US,EG,MX,BR,TR"
hyphopichia burtonii,hyphopichia burtonii,fungi,1,1,0,0,0,0,NA,NA,0,NA,0,0,NA,0,Central America,MX
hypoderaeum conoideum,hypoderaeum conoideum,helminth,1,0,1,1,1,1,echinostomiasis,food,1,NA,0,0,NA,1,Southern Europe,ES
infectious spleen and kidney necrosis,infectious spleen and kidney necrosis,virus,1,1,0,0,0,0,NA,NA,0,NA,0,0,NA,0,,
influenza a,influenza a,virus,1,1,1,1,1,1,influenza,"respiratory, direct",1,NA,0,0,NA,1,South America,
influenza b,influenza b,virus,1,1,1,1,1,1,influenza,"respiratory, direct",1,NA,0,0,NA,1,South America,
influenza c,influenza c,virus,1,1,1,1,1,1,influenza,"respiratory, direct",1,NA,0,0,NA,1,South America,
japanese encephalitis,japanese encephalitis,virus,1,1,1,1,1,1,japanese encephalitis,vector,1,"mosquito (aedes spp., anopheles barbirostris and hyrcanus groups, culex tritaeniorhynchus group and cu. annulus)",1,1,japanese encephalitis,1,"Eastern Asia, South-eastern Asia, Southern Asia, Australia and New Zealand, Melanesia","MM,TH,LA,KH,VN,MY,PH,BN,IN,NP,BT,PK,CN,KR,KP,TW,JP,PG,AU,TL"
junin,junin,virus,1,1,1,1,1,1,argentine haemorrhagic fever,"direct, food, water",1,NA,0,1,argentinian hemorrhagic fever,1,South America,AR
juquitiba,juquitiba,virus,1,1,1,1,1,1,hantavirus pulmonary syndrome,"direct, environment, respiratory",0,NA,0,1,hantavirus pulmonary syndrome,1,South America,BR
kemerovo,kemerovo,virus,1,1,1,1,1,1,congo-crimean related haemorrhagic fever,"vector, direct",1,"tick (Ixodes persculatus, Demacentor reticulatus, Ixodes pavlovskyi)",1,0,NA,1,,
klebsiella oxytoca,klebsiella oxytoca,bacteria/rickettsia,1,1,1,1,1,1,klebsiella oxytoca colitis,environment,0,NA,0,0,NA,1,"South America, Northern America, Eastern Asia, South-eastern Asia, Southern Asia, Northern Europe, Southern Europe, Western Europe, Australia and New Zealand","IR,IN,GB,JP,PT,DK,ES,MY,US,IE,CN,FR,AT,AQ,DE,BR,PK,AU,UY,NL"
klebsiella pneumoniae,klebsiella pneumoniae,bacteria/rickettsia,1,1,1,1,1,1,"pneumonia, rhinoscleroma ","environment, respiratory",0,NA,0,0,NA,1,"Northern Africa, Eastern Africa, Middle Africa, Southern Africa, Western Africa, Caribbean, Central America, South America, Northern America, Eastern Asia, South-eastern Asia, Southern Asia, Western Asia, Eastern Europe, Northern Europe, Southern Europe, Western Europe, Australia and New Zealand","KE,BG,IR,IN,NL,DE,NZ,AU,GB,GR,MX,CO,JP,PL,MY,PT,TH,ES,BR,IQ,ZA,US,IE,CN,FR,UG,SE,AT,DK,TW,GA,SG,TN,TR,VN,CA,IT,BD,SA,TT,HK,SN,NG,PR,HR,MV"
kluyvera cryocrescens,kluyvera cryocrescens,bacteria/rickettsia,1,1,1,0,1,0,NA,NA,0,NA,0,0,NA,1,"South America, Eastern Asia, South-eastern Asia, Southern Europe","ES,BR,SG,CN"
kyasanur forest disease,kyasanur forest disease,virus,1,1,1,1,1,1,kyasanur forest disease,vector,1,"tick (Haemaphysalis spinigera, H. turturis, H. papuana)",1,1,Tick-borne Encephalitis,1,,
kytococcus schroeteri,kytococcus schroeteri,bacteria/rickettsia,1,1,0,0,0,0,NA,NA,0,NA,0,0,NA,0,"Eastern Asia, Southern Asia, Western Europe","IN,CN,DE"
kytococcus sedentarius,kytococcus sedentarius,bacteria/rickettsia,1,1,0,0,0,0,NA,NA,0,NA,0,0,NA,0,"Southern Europe, Western Europe","PT,HR,AT"
lactobacillus acidophilus,lactobacillus acidophilus,bacteria/rickettsia,1,1,1,0,1,0,NA,NA,0,NA,0,0,NA,1,"Eastern Asia, Southern Asia, Western Asia, Northern Europe, Western Europe","CN,IN,KR,DE,SE,SA"
lactobacillus brevis,lactobacillus brevis,bacteria/rickettsia,1,1,1,0,1,0,NA,NA,0,NA,0,0,NA,1,"Southern Africa, South America, Eastern Asia, South-eastern Asia, Southern Asia, Western Asia, Eastern Europe, Southern Europe, Western Europe","BG,DE,CN,IN,KR,TR,JP,ZA,AR,IR,TH,IT"
lactobacillus casei,lactobacillus casei,bacteria/rickettsia,1,1,1,0,1,0,NA,NA,0,NA,0,0,NA,1,"Eastern Africa, Western Africa, Central America, Eastern Asia, Southern Asia, Northern Europe, Southern Europe, Western Europe","MX,CN,IN,KR,GB,IR,DE,BF,ES,RS,JP,UG,SE"
lactobacillus crispatus,lactobacillus crispatus,bacteria/rickettsia,1,1,1,0,1,0,NA,NA,0,NA,0,0,NA,1,"Eastern Asia, Northern Europe, Southern Europe","FI,GB,CN,ES,IT"
lactobacillus fermentum,lactobacillus fermentum,bacteria/rickettsia,1,1,1,0,1,0,NA,NA,0,NA,0,0,NA,1,"Eastern Africa, Western Africa, South America, Northern America, Eastern Asia, South-eastern Asia, Southern Asia, Northern Europe, Southern Europe, Western Europe","EE,KE,CN,BR,IN,GH,US,ES,PK,CH,TH,IT,NG"
lactobacillus gasseri,lactobacillus gasseri,bacteria/rickettsia,1,1,1,0,1,0,NA,NA,0,NA,0,0,NA,1,"Eastern Asia, Northern Europe, Southern Europe","CN,IT,JP,SE,ES,RS"
lactobacillus johnsonii,lactobacillus johnsonii,bacteria/rickettsia,1,1,1,0,1,0,NA,NA,0,NA,0,0,NA,1,"Central America, Southern Asia","IN,CR"
lactobacillus mucosae,lactobacillus mucosae,bacteria/rickettsia,1,1,1,0,1,0,NA,NA,0,NA,0,0,NA,1,"Eastern Asia, Northern Europe, Southern Europe","CN,IT,ES,DK"
lactobacillus plantarum,lactobacillus plantarum,bacteria/rickettsia,1,1,1,0,1,0,NA,NA,0,NA,0,0,NA,1,"Northern Africa, Eastern Africa, Western Africa, Central America, South America, Northern America, Eastern Asia, South-eastern Asia, Southern Asia, Western Asia, Eastern Europe, Northern Europe, Southern Europe, Western Europe, Australia and New Zealand","BG,KE,CN,CH,IN,GR,TW,KR,NZ,GH,DE,TR,IT,NG,US,TH,JP,EG,AR,GB,ES,RS,FR,IR,UG,MX,BF"
lactobacillus reuteri,lactobacillus reuteri,bacteria/rickettsia,1,1,1,0,1,0,NA,NA,0,NA,0,0,NA,1,"Western Africa, Northern America, Eastern Asia, Southern Asia, Southern Europe, Western Europe","CN,IN,GH,KR,CA,DE,IT,ES"
lactobacillus ruminis,lactobacillus ruminis,bacteria/rickettsia,1,1,1,0,1,0,NA,NA,0,NA,0,0,NA,1,Eastern Asia,CN
lactobacillus sakei,lactobacillus sakei,bacteria/rickettsia,1,1,1,0,1,0,NA,NA,0,NA,0,0,NA,1,"Eastern Asia, Northern Europe, Southern Europe, Western Europe","FR,DE,IT,NO,JP,KR,CN,TW"
lactobacillus salivarius,lactobacillus salivarius,bacteria/rickettsia,1,1,1,0,1,0,NA,NA,0,NA,0,0,NA,1,"Western Africa, Eastern Asia, South-eastern Asia, Western Asia, Eastern Europe, Southern Europe, Western Europe","BG,CN,GH,ES,TR,TH,JP,FR"
lactococcus garvieae,lactococcus garvieae,bacteria/rickettsia,1,1,0,0,0,0,NA,NA,0,NA,0,0,NA,0,"South America, Eastern Asia, South-eastern Asia, Southern Asia, Southern Europe","JP,ES,CL,KH,TW,KR,IR,CN,IT"
lactococcus lactis,lactococcus lactis,bacteria/rickettsia,1,1,0,0,0,0,NA,NA,0,NA,0,0,NA,0,"Eastern Africa, South America, Eastern Asia, Southern Asia, Western Asia, Eastern Europe, Northern Europe, Southern Europe","CN,IN,TW,GB,RU,TR,ES,IR,IT,DK,JP,UG,RS,KR,CL,FI"
lagochilascaris minor,lagochilascaris minor,helminth,1,1,1,1,1,1,lagochilascariasis,"environmental, food",unknown,NA,0,0,NA,1,"South America, Northern America, Central America",
laguna negra,laguna negra,virus,1,1,1,1,1,1,hantavirus pulmonary syndrome,"direct, environmental, respiratory",1,NA,0,1,hantavirus pulmonary syndrome,1,South America,"AR,BO,PY"
lake victoria marburgvirus,marburg,virus,1,1,1,1,1,1,marburg virus disease,"direct, environmental, fluids, respiratory",1,NA,0,1,marburg virus,1,"Eastern Africa, Middle Africa, Southern Africa, Western Europe","AO,CD,KE,UG,ZM,ZA,DE"
lassa,lassa,virus,1,1,1,1,1,1,lassa fever,"direct, food, environmental",1,NA,0,1,lassa fever,1,"Northern Africa, Eastern Africa, Middle Africa, Western Africa","SN,GM,GW,GN,SL,LR,CI,GH,ML,BF,TG,BJ,NE,NG,CD,CG,GA,GQ,CM,CF,SS,SD,TD"
lechiguanas,lechiguanas,virus,1,1,1,1,1,1,hantavirus pulmonary syndrome,"direct, environmental, respiratory",1,NA,0,1,hantavirus pulmonary syndrome,1,South America,AR
leclercia adecarboxylata,leclercia adecarboxylata,bacteria/rickettsia,1,1,0,0,0,0,NA,NA,0,NA,0,0,NA,0,"South America, Eastern Asia, South-eastern Asia, Eastern Europe","RU,EC,CN,MY,KR"
lecythophora hoffmannii,lecythophora hoffmannii,fungi,1,1,1,0,0,0,NA,NA,0,NA,0,0,NA,0,"Northern America, Northern Europe, Western Europe","SE,LT,CH,DE,US,GB"
leifsonia aquatica,leifsonia aquatica,bacteria/rickettsia,1,0,1,0,0,0,NA,NA,0,NA,0,0,NA,0,"South America, Northern Europe","VE,GB"
leishmania braziliensis,leishmania braziliensis,protozoa,1,1,1,1,1,1,mutocutaneous leishmaniasis,vector,1,sandfly (lutzomyia or psychodopygus),1,1,cutaneous leishmaniasis,1,"Central America, South America","CO,VE,GY,SR,GF,EC,BR,PE,BO,CL,AR,PY,UY,BZ,GT,HN,SV,NI,CR,PA,MX"
leishmania chagasi,leishmania chagasi,protozoa,1,1,1,1,1,0,NA,NA,0,NA,1,1,visceral leishmaniasis,1,"Northern Africa, Western Africa, Central America, South America, Central Asia, Eastern Asia, Southern Asia, Western Asia, Eastern Europe, Southern Europe","CO,VE,GY,SR,GF,EC,BR,PE,BO,CL,AR,PY,UY,BZ,GT,HN,SV,NI,CR,PA,PT,ES,IT,MA,DZ,TN,EG,LY,GR,SL,HR,BA,TR,RO,BG,IR,YE,SA,OM,IQ,TM,AF,CN,UZ,PK"
leishmania donovani,leishmania donovani,protozoa,1,1,1,1,1,1,visceral leishmaniasis (kala azar),vector,1,"sandfly (phlebotomus, lutzomyia)",1,1,visceral leishmaniasis,1,"Northern Africa, Eastern Africa, Middle Africa, Western Africa, Central Asia, South-eastern Asia, Southern Asia, Eastern Europe, South America, Eastern Asia, Western Asia, Northern Europe, Southern Europe, Western Europe","SN,GM,GW,GN,SL,LR,CI,GH,ML,BF,TG,BJ,NE,NG,SO,ET,KE,UG,TZ,BI,RW,CD,CG,GA,GQ,CM,CF,SS,SD,TD,MA,DZ,TN,LY,EG,KZ,RU,UZ,TM,TJ,KG,PK,AF,MM,TH,LA,KH,VN,MY,PH,BN,SA,IN,CN,LB,IR,FR,PT,BD,IT,BR,IQ,DJ,BT,LK,CY,GB,MV"
leishmania infantum,leishmania infantum,protozoa,1,1,1,1,1,1,visceral leishmaniasis (kala azar),vector,1,"sandfly (phlebotomus, lutzomyia)",1,1,visceral leishmaniasis,1,"Northern Africa, Western Africa, Central America, South America, Central Asia, Eastern Asia, Southern Asia, Western Asia, Eastern Europe, Southern Europe, Western Europe","CO,VE,GY,SR,GF,EC,BR,PE,BO,CL,AR,PY,UY,BZ,GT,HN,SV,NI,CR,PA,PT,ES,IT,MA,DZ,TN,EG,LY,GR,SL,HR,BA,TR,RO,BG,IR,YE,SA,OM,IQ,TM,AF,CN,UZ,PK,SD,GE,FR,MT,IL,CY"
leishmania major,leishmania major,protozoa,1,1,1,1,1,1,cutaneous leishmaniasis,vector,1,sandfly (phlebotomus),1,0,NA,1,"Northern Africa, Eastern Africa, Western Africa, Central Asia, Southern Asia, Western Asia","IL,SD,SA,TM,TN,IR,KE,UZ,IQ,MA,SY,EG,SN"
leishmania mexicana,leishmania mexicana,protozoa,1,1,1,0,1,0,NA,NA,0,NA,0,0,NA,1,"Central America, South America, Northern America","MX,BZ,PA,BR,GT,US"
leishmania peruviana,leishmania peruviana,protozoa,1,1,1,0,1,0,cutaneous leishmaniasis,vector,1,sandfly (Lutzomyia),1,0,NA,1,South America,PE
leishmania shawi,leishmania shawi,protozoa,1,0,1,1,1,1,leishmaniasis,vector,1,sandfly (Lutzomyia),1,0,NA,1,,
leishmania tropica,leishmania tropica,protozoa,1,1,1,1,1,1,cutaneous leishmaniasis,vector,1,sandfly (phlebotomus),1,1,cutaneous leishmaniasis,1,"Northern Africa, Central Asia, South-eastern Asia, Southern Asia, Western Asia, Eastern Europe, Eastern Africa","KZ,RU,UZ,TM,TJ,KG,PK,AF,TR,IL,GE,JO,LB,SY,PS,IQ,SA,IR,AM,AZ,MA,DZ,TN,LY,EG,MM,TH,LA,KH,VN,MY,PH,BN,SD,KE,IN"
leptospira borgpetersenii,leptospira borgpetersenii,bacteria/rickettsia,1,1,1,1,1,1,leptospirosis,"water, environmental",1,NA,0,1,leptospirosis,1,"Northern Africa, Eastern Africa, Western Africa, Central America, South America, Northern America, South-eastern Asia, Eastern Europe, Northern Europe, Southern Europe, Western Europe, Australia and New Zealand, Melanesia, Polynesia, Eastern Asia","US,CA,MX,CO,VE,GY,SR,GF,EC,BR,PE,BO,CL,AR,PY,UY,PT,FR,ES,GB,IT,CH,AT,BE,NL,SL,SK,RO,PL,CZ,HU,HR,BA,RS,AL,BG,MK,GR,UA,MD,BY,EE,LT,LV,NO,SE,FI,MM,TH,LA,KH,VN,MY,PH,BN,AU,PG,ID,NC,SB,CK,FJ,DZ,KE,SO,JP,CN"
leptospira fainei,leptospira fainei,bacteria/rickettsia,1,0,1,1,1,1,leptospirosis,"water, environment, direct",1,NA,0,1,leptospirosis,0,South America,PE
leptospira interrogans,leptospira interrogans,bacteria/rickettsia,1,1,1,1,1,1,leptospirosis,"water, environmental",1,NA,0,1,leptospirosis,1,"Northern Africa, Eastern Africa, Western Africa, Central America, South America, Northern America, South-eastern Asia, Eastern Europe, Northern Europe, Southern Europe, Western Europe, Australia and New Zealand, Melanesia, Polynesia, Eastern Asia, Southern Asia, Western Asia","US,CA,MX,CO,VE,GY,SR,GF,EC,BR,PE,BO,CL,AR,PY,UY,PT,FR,ES,GB,IT,CH,AT,BE,NL,SL,SK,RO,PL,CZ,HU,HR,BA,RS,AL,BG,MK,GR,UA,MD,BY,EE,LT,LV,NO,SE,FI,MM,TH,LA,KH,VN,MY,PH,BN,AU,PG,ID,NC,SB,CK,FJ,DZ,KE,SO,TR,IR,CN,DK,IN,MG,KR,EG,JP,PF,MV"
leptospira kirschneri,leptospira kirschneri,bacteria/rickettsia,1,1,1,1,1,1,leptospirosis,"water, environmental",1,NA,0,1,leptospirosis,1,"Northern Africa, Eastern Africa, Western Africa, Central America, South America, Northern America, South-eastern Asia, Eastern Europe, Northern Europe, Southern Europe, Western Europe, Australia and New Zealand, Melanesia, Polynesia, Southern Asia","US,CA,MX,CO,VE,GY,SR,GF,EC,BR,PE,BO,CL,AR,PY,UY,PT,FR,ES,GB,IT,CH,AT,BE,NL,SL,SK,RO,PL,CZ,HU,HR,BA,RS,AL,BG,MK,GR,UA,MD,BY,EE,LT,LV,NO,SE,FI,MM,TH,LA,KH,VN,MY,PH,BN,AU,PG,ID,NC,SB,CK,FJ,DZ,KE,SO,IR"
leptospira licerasiae,leptospira licerasiae,bacteria/rickettsia,1,1,1,1,1,1,leptospirosis,"water, environmental",1,NA,0,1,leptospirosis,0,"Northern Africa, Eastern Africa, Western Africa, Central America, South America, Northern America, South-eastern Asia, Eastern Europe, Northern Europe, Southern Europe, Western Europe, Australia and New Zealand, Melanesia, Polynesia","US,CA,MX,CO,VE,GY,SR,GF,EC,BR,PE,BO,CL,AR,PY,UY,PT,FR,ES,GB,IT,CH,AT,BE,NL,SL,SK,RO,PL,CZ,HU,HR,BA,RS,AL,BG,MK,GR,UA,MD,BY,EE,LT,LV,NO,SE,FI,MM,TH,LA,KH,VN,MY,PH,BN,AU,PG,ID,NC,SB,CK,FJ,DZ,KE,SO"
leptospira noguchii,leptospira noguchii,bacteria/rickettsia,1,1,1,1,1,1,leptospirosis,"water, environmental",1,NA,0,1,leptospirosis,1,,
leptospira santarosai,leptospira santarosai,bacteria/rickettsia,1,1,1,1,1,1,leptospirosis,"water, environmental",1,NA,0,1,leptospirosis,1,"Northern Africa, Eastern Africa, Western Africa, Central America, South America, Northern America, South-eastern Asia, Eastern Europe, Northern Europe, Southern Europe, Western Europe, Australia and New Zealand, Melanesia, Polynesia","US,CA,MX,CO,VE,GY,SR,GF,EC,BR,PE,BO,CL,AR,PY,UY,PT,FR,ES,GB,IT,CH,AT,BE,NL,SL,SK,RO,PL,CZ,HU,HR,BA,RS,AL,BG,MK,GR,UA,MD,BY,EE,LT,LV,NO,SE,FI,MM,TH,LA,KH,VN,MY,PH,BN,AU,PG,ID,NC,SB,CK,FJ,DZ,KE,SO"
leptospira weilii,leptospira weilii,bacteria/rickettsia,1,1,1,1,1,1,leptospirosis,"water, environmental",1,NA,0,1,leptospirosis,1,"Northern Africa, Eastern Africa, Western Africa, Central America, South America, Northern America, South-eastern Asia, Eastern Europe, Northern Europe, Southern Europe, Western Europe, Australia and New Zealand, Melanesia, Polynesia, Eastern Asia","US,CA,MX,CO,VE,GY,SR,GF,EC,BR,PE,BO,CL,AR,PY,UY,PT,FR,ES,GB,IT,CH,AT,BE,NL,SL,SK,RO,PL,CZ,HU,HR,BA,RS,AL,BG,MK,GR,UA,MD,BY,EE,LT,LV,NO,SE,FI,MM,TH,LA,KH,VN,MY,PH,BN,AU,PG,ID,NC,SB,CK,FJ,DZ,KE,SO,CN"
leptospira wolffii,leptospira wolffii,bacteria/rickettsia,1,1,1,1,1,1,leptospirosis,"water, environmental",1,NA,0,1,leptospirosis,0,"Northern Africa, Eastern Africa, Western Africa, Central America, South America, Northern America, South-eastern Asia, Eastern Europe, Northern Europe, Southern Europe, Western Europe, Australia and New Zealand, Melanesia, Polynesia","US,CA,MX,CO,VE,GY,SR,GF,EC,BR,PE,BO,CL,AR,PY,UY,PT,FR,ES,GB,IT,CH,AT,BE,NL,SL,SK,RO,PL,CZ,HU,HR,BA,RS,AL,BG,MK,GR,UA,MD,BY,EE,LT,LV,NO,SE,FI,MM,TH,LA,KH,VN,MY,PH,BN,AU,PG,ID,NC,SB,CK,FJ,DZ,KE,SO"
lewia infectoria,lewia infectoria,fungi,1,1,0,0,0,0,NA,NA,0,NA,0,0,NA,0,"Eastern Asia, Southern Asia, Western Asia, Eastern Europe, Northern Europe, Southern Europe, Western Europe, Australia and New Zealand","RU,PT,TR,ES,AU,IR,AT,CN,GB"
lichtheimia corymbifera,lichtheimia corymbifera,fungi,1,1,1,1,0,1,zygomycosis,"direct, respiratory",0,NA,0,0,NA,0,Southern Asia,AF
lichtheimia ramosa,lichtheimia ramosa,fungi,1,1,1,1,0,1,zygomycosis,"direct, respiratory",0,NA,0,0,NA,0,"Western Africa, Eastern Asia, Western Europe","CN,BE,GH"
ligula intestinalis,ligula intestinalis,helminth,1,0,1,0,1,0,NA,NA,0,NA,0,0,NA,1,"Northern Africa, Western Asia, Eastern Europe, Northern Europe","GB,CZ,TN,TR,RU"
listeria ivanovii,listeria ivanovii,bacteria/rickettsia,1,1,1,0,1,0,NA,NA,0,NA,0,0,NA,1,"Eastern Asia, Western Europe","CN,FR"
listeria monocytogenes,listeria monocytogenes,bacteria/rickettsia,1,1,1,1,1,1,listeriosis,"food, water, fluids",1,NA,0,0,NA,1,"Southern Africa, Central America, South America, Northern America, Eastern Asia, Southern Asia, Northern Europe, Southern Europe, Western Europe","CN,FR,IN,GR,GB,US,IR,BE,JP,CA,DK,NO,IT,ES,ZA,TW,BR,CR"
listeria seeligeri,listeria seeligeri,bacteria/rickettsia,1,1,1,0,1,0,NA,NA,0,NA,0,0,NA,1,"Northern America, Eastern Asia, Western Europe","CN,FR,US"
loa loa,loa loa,helminth,1,1,1,1,1,1,loiasis,vector,0,deer fly (chrysops),1,1,loiasis,1,"Northern Africa, Eastern Africa, Middle Africa, Western Africa","SN,GM,GW,GN,SL,LR,CI,GH,ML,BF,TG,BJ,NE,NG,CD,CG,GA,GQ,CM,CF,SS,SD,TD"
lodderomyces elongisporus,lodderomyces elongisporus,fungi,1,1,0,0,0,0,NA,NA,0,NA,0,0,NA,0,Eastern Asia,CN
louping ill,louping ill,virus,1,1,1,1,1,1,louping ill,"food, vector",1,tick (ixodes ricinus),1,0,NA,1,Western Europe,
lymphocytic choriomeningitis,lymphocytic choriomeningitis,virus,1,1,1,1,1,1,lymphocytic choriomeningitis,"direct, food, respiratory",1,NA,0,1,encephalitis,1,"Northern Africa, Eastern Africa, Central America, South America, Northern America, Eastern Asia, South-eastern Asia, Eastern Europe, Northern Europe, Southern Europe, Western Europe, Australia and New Zealand, Melanesia, Polynesia","US,CA,MX,CO,VE,GY,SR,GF,EC,BR,PE,BO,CL,AR,PY,UY,PT,FR,ES,GB,IT,CH,AT,BE,NL,SI,SK,RO,PL,CZ,HU,HR,BA,RS,AL,BG,MK,GR,UA,MD,BY,EE,LT,LV,NO,SE,FI,MM,TH,LA,KH,VN,MY,PH,BN,AU,PG,ID,NC,SB,CK,FJ,DZ,KE,SO,JP"
lysinibacillus sphaericus,lysinibacillus sphaericus,bacteria/rickettsia,1,1,0,0,0,0,NA,NA,0,NA,0,0,NA,0,"Central America, South America, Northern America, Eastern Asia, South-eastern Asia, Southern Asia, Eastern Europe, Northern Europe, Southern Europe, Western Europe","PK,IN,CN,GB,DE,MX,MY,US,ES,CO,FI,JP,AR,SG,RU,BR"
macacine herpesvirus 1,macacine herpesvirus 1,virus,1,1,1,1,1,1,herpes b infection,"direct, respiratory",1,NA,0,0,NA,0,"Northern America, South America",US
machupo,machupo,virus,1,1,1,1,1,1,bolivian hemorrhagic fever,"direct, food, water",1,NA,0,1,bolivian hemorrhagic fever,1,South America,BO
macracanthorhynchus hirudinaceus,macracanthorhynchus hirudinaceus,helminth,1,1,1,1,1,1,acanthocephalan,food,1,NA,0,0,NA,1,,
malassezia furfur,malassezia furfur,fungi,1,1,1,1,1,1,fungal infection (invasive),"respiratory, environment",0,NA,0,0,NA,1,"Northern America, Eastern Asia, Southern Asia, Northern Europe, Western Europe","NL,HK,FR,FI,DE,US,IN,SE,GB,CA"
malassezia pachydermatis,malassezia pachydermatis,fungi,1,1,1,0,1,0,NA,NA,0,NA,0,0,NA,1,"Northern Europe, Western Europe","SE,FR"
malassezia slooffiae,malassezia slooffiae,fungi,1,1,1,0,1,0,NA,NA,0,NA,0,0,NA,1,"Southern Africa, Northern America, Northern Europe, Western Europe","FR,CA,ZA,GB"
malassezia sympodialis,malassezia sympodialis,fungi,1,1,1,0,1,0,NA,NA,0,NA,0,0,NA,1,"South America, Northern America, Southern Asia, Northern Europe, Southern Europe","IN,GB,AR,US,ES,SE,CA,BR"
mammalian orthoreovirus,mammalian orthoreovirus,virus,1,1,0,0,0,0,NA,NA,0,NA,0,0,NA,0,"Middle Africa, Northern America, Eastern Asia, Southern Europe","CN,CM,US,CA,KR,IT,JP"
mammomonogamus laryngeus,mammomonogamus laryngeus,helminth,1,1,1,1,1,1,mammomonogamiasis,food,1,NA,0,0,NA,1,,
mannheimia haemolytica,mannheimia haemolytica,bacteria/rickettsia,1,1,1,0,1,0,NA,NA,0,NA,0,0,NA,1,"Northern America, Northern Europe, Western Europe, Australia and New Zealand","NO,BE,DE,AU,GB,CA"
marburg marburgvirus,marburg,virus,1,1,1,1,1,1,marburg virus disease,"direct, environmental, fluids, respiratory",1,NA,0,1,marburg virus,1,,
marituba,marituba,virus,1,1,1,1,1,1,group c viral fevers,vector,1,"mosquito (culex, aedes, limatus, wyeomyia, coquillettidia, mansonia, psophora)",1,0,NA,1,,
marshallagia marshalli,marshallagia marshalli,helminth,1,0,1,1,1,1,trichostrongyliasis,"water, food, direct",1,NA,0,0,NA,1,"Southern Asia, Northern Europe, Western Europe","SJ,FR,IR"
