Pathogen_Original,PathogenName_Harmonised,PathogenName_Harm2,PathogenType,HumanInfective_Any,HumanInfective_EID2,HumanInfective_External,DiseaseAgent,IsZoonotic,InGIDEON,Disease_GIDEON,Route_GIDEON,AnimalReservoir_GIDEON,Vector_GIDEON,VectorBorne,InWertheim,Disease_Wertheim,AnimalReservoir_Taylor,UN_subregion,Countries_EID2Wertheim
leuconostoc pseudomesenteroides,leuconostoc pseudomesenteroides,leuconostoc pseudomesenteroides,bacteria,,,,,,,,,,,,,,,,
listeria innocua,listeria innocua,listeria innocua,bacteria,,,,,,,,,,,,,,,,
listeria welshimeri,listeria welshimeri,listeria welshimeri,bacteria,,,,,,,,,,,,,,,,
malikia granosa,malikia granosa,malikia granosa,bacteria,,,,,,,,,,,,,,,,
massilia timonae,massilia timonae,massilia timonae,bacteria,,,,,,,,,,,,,,,,
megasphaera micronuciformis,megasphaera micronuciformis,megasphaera micronuciformis,bacteria,,,,,,,,,,,,,,,,
megasphaera sp.,megasphaera sp.,megasphaera sp.,bacteria,,,,,,,,,,,,,,,,
mesorhizobium loti,mesorhizobium loti,mesorhizobium loti,bacteria,,,,,,,,,,,,,,,,
methylobacterium radiotolerans,methylobacterium radiotolerans,methylobacterium radiotolerans,bacteria,,,,,,,,,,,,,,,,
methylobacterium rhodesianum,methylobacterium rhodesianum,methylobacterium rhodesianum,bacteria,,,,,,,,,,,,,,,,
microbacterium aurum,microbacterium aurum,microbacterium aurum,bacteria,,,,,,,,,,,,,,,,
microbacterium flavescens,microbacterium flavescens,microbacterium flavescens,bacteria,,,,,,,,,,,,,,,,
microbacterium foliorum,microbacterium foliorum,microbacterium foliorum,bacteria,,,,,,,,,,,,,,,,
microbacterium hydrocarbonoxydans,microbacterium hydrocarbonoxydans,microbacterium hydrocarbonoxydans,bacteria,,,,,,,,,,,,,,,,
microbacterium lacticum,microbacterium lacticum,microbacterium lacticum,bacteria,,,,,,,,,,,,,,,,
microbacterium oleivorans,microbacterium oleivorans,microbacterium oleivorans,bacteria,,,,,,,,,,,,,,,,
microbacterium phyllosphaerae,microbacterium phyllosphaerae,microbacterium phyllosphaerae,bacteria,,,,,,,,,,,,,,,,
microbacterium resistens,microbacterium resistens,microbacterium resistens,bacteria,,,,,,,,,,,,,,,,
microbacterium schleiferi,microbacterium schleiferi,microbacterium schleiferi,bacteria,,,,,,,,,,,,,,,,
microbacterium trichothecenolyticum,microbacterium trichothecenolyticum,microbacterium trichothecenolyticum,bacteria,,,,,,,,,,,,,,,,
mobiluncus curtisii,mobiluncus curtisii,mobiluncus curtisii,bacteria,,,,,,,,,,,,,,,,
mogibacterium diversum,mogibacterium diversum,mogibacterium diversum,bacteria,,,,,,,,,,,,,,,,
mogibacterium neglectum,mogibacterium neglectum,mogibacterium neglectum,bacteria,,,,,,,,,,,,,,,,
mogibacterium pumilum,mogibacterium pumilum,mogibacterium pumilum,bacteria,,,,,,,,,,,,,,,,
mogibacterium timidum,mogibacterium timidum,mogibacterium timidum,bacteria,,,,,,,,,,,,,,,,
mogibacterium vescum,mogibacterium vescum,mogibacterium vescum,bacteria,,,,,,,,,,,,,,,,
moraxella atlantae,moraxella atlantae,moraxella atlantae,bacteria,,,,,,,,,,,,,,,,
moraxella catarrhalis,moraxella catarrhalis,moraxella catarrhalis,bacteria,,,,,,,,,,,,,,,,
moraxella lacunata,moraxella lacunata,moraxella lacunata,bacteria,,,,,,,,,,,,,,,,
moraxella lincolnii,moraxella lincolnii,moraxella lincolnii,bacteria,,,,,,,,,,,,,,,,
moraxella nonliquefaciens,moraxella nonliquefaciens,moraxella nonliquefaciens,bacteria,,,,,,,,,,,,,,,,
mycobacterium abscessus,mycobacterium abscessus,mycobacterium abscessus,bacteria,,,,,,,,,,,,,,,,
mycobacterium arupense,mycobacterium arupense,mycobacterium arupense,bacteria,,,,,,,,,,,,,,,,
mycobacterium austroafricanum,mycobacterium austroafricanum,mycobacterium austroafricanum,bacteria,,,,,,,,,,,,,,,,
mycobacterium bacteremicum,mycobacterium bacteremicum,mycobacterium bacteremicum,bacteria,,,,,,,,,,,,,,,,
mycobacterium bohemicum,mycobacterium bohemicum,mycobacterium bohemicum,bacteria,,,,,,,,,,,,,,,,
mycobacterium bolletii,mycobacterium bolletii,mycobacterium bolletii,bacteria,,,,,,,,,,,,,,,,
mycobacterium branderi,mycobacterium branderi,mycobacterium branderi,bacteria,,,,,,,,,,,,,,,,
mycobacterium canettii,mycobacterium canettii,mycobacterium canettii,bacteria,,,,,,,,,,,,,,,,
mycobacterium chimaera,mycobacterium chimaera,mycobacterium chimaera,bacteria,,,,,,,,,,,,,,,,
mycobacterium chlorophenolicum,mycobacterium chlorophenolicum,mycobacterium chlorophenolicum,bacteria,,,,,,,,,,,,,,,,
mycobacterium colombiense,mycobacterium colombiense,mycobacterium colombiense,bacteria,,,,,,,,,,,,,,,,
mycobacterium conspicuum,mycobacterium conspicuum,mycobacterium conspicuum,bacteria,,,,,,,,,,,,,,,,
mycobacterium elephantis,mycobacterium elephantis,mycobacterium elephantis,bacteria,,,,,,,,,,,,,,,,
mycobacterium gastri,mycobacterium gastri,mycobacterium gastri,bacteria,,,,,,,,,,,,,,,,
mycobacterium goodii,mycobacterium goodii,mycobacterium goodii,bacteria,,,,,,,,,,,,,,,,
mycobacterium insubricum,mycobacterium insubricum,mycobacterium insubricum,bacteria,,,,,,,,,,,,,,,,
mycobacterium interjectum,mycobacterium interjectum,mycobacterium interjectum,bacteria,,,,,,,,,,,,,,,,
mycobacterium intracellulare,mycobacterium intracellulare,mycobacterium intracellulare,bacteria,,,,,,,,,,,,,,,,
mycobacterium kumamotonense,mycobacterium kumamotonense,mycobacterium kumamotonense,bacteria,,,,,,,,,,,,,,,,
mycobacterium lentiflavum,mycobacterium lentiflavum,mycobacterium lentiflavum,bacteria,,,,,,,,,,,,,,,,
mycobacterium lepromatosis,mycobacterium lepromatosis,mycobacterium lepromatosis,bacteria,,,,,,,,,,,,,,,,
mycobacterium malmoense,mycobacterium malmoense,mycobacterium malmoense,bacteria,,,,,,,,,,,,,,,,
mycobacterium mantenii,mycobacterium mantenii,mycobacterium mantenii,bacteria,,,,,,,,,,,,,,,,
mycobacterium marseillense,mycobacterium marseillense,mycobacterium marseillense,bacteria,,,,,,,,,,,,,,,,
mycobacterium microti,mycobacterium microti,mycobacterium microti,bacteria,,,,,,,,,,,,,,,,
mycobacterium monacense,mycobacterium monacense,mycobacterium monacense,bacteria,,,,,,,,,,,,,,,,
mycobacterium neoaurum,mycobacterium neoaurum,mycobacterium neoaurum,bacteria,,,,,,,,,,,,,,,,
mycobacterium noviomagense,mycobacterium noviomagense,mycobacterium noviomagense,bacteria,,,,,,,,,,,,,,,,
mycobacterium parascrofulaceum,mycobacterium parascrofulaceum,mycobacterium parascrofulaceum,bacteria,,,,,,,,,,,,,,,,
mycobacterium paraseoulense,mycobacterium paraseoulense,mycobacterium paraseoulense,bacteria,,,,,,,,,,,,,,,,
mycobacterium riyadhense,mycobacterium riyadhense,mycobacterium riyadhense,bacteria,,,,,,,,,,,,,,,,
mycobacterium senuense,mycobacterium senuense,mycobacterium senuense,bacteria,,,,,,,,,,,,,,,,
mycobacterium seoulense,mycobacterium seoulense,mycobacterium seoulense,bacteria,,,,,,,,,,,,,,,,
mycobacterium sherrisii,mycobacterium sherrisii,mycobacterium sherrisii,bacteria,,,,,,,,,,,,,,,,
mycobacterium shimoidei,mycobacterium shimoidei,mycobacterium shimoidei,bacteria,,,,,,,,,,,,,,,,
mycobacterium simiae,mycobacterium simiae,mycobacterium simiae,bacteria,,,,,,,,,,,,,,,,
mycobacterium terrae,mycobacterium terrae,mycobacterium terrae,bacteria,,,,,,,,,,,,,,,,
mycobacterium thermoresistibile,mycobacterium thermoresistibile,mycobacterium thermoresistibile,bacteria,,,,,,,,,,,,,,,,
mycobacterium tilburgii,mycobacterium tilburgii,mycobacterium tilburgii,bacteria,,,,,,,,,,,,,,,,
mycobacterium ulcerans,mycobacterium ulcerans,mycobacterium ulcerans,bacteria,,,,,,,,,,,,,,,,
mycobacterium vulneris,mycobacterium vulneris,mycobacterium vulneris,bacteria,,,,,,,,,,,,,,,,
mycobacterium xenopi,mycobacterium xenopi,mycobacterium xenopi,bacteria,,,,,,,,,,,,,,,,
mycoplasma buccale,mycoplasma buccale,mycoplasma buccale,bacteria,,,,,,,,,,,,,,,,
mycoplasma faucium,mycoplasma faucium,mycoplasma faucium,bacteria,,,,,,,,,,,,,,,,
mycoplasma fermentans,mycoplasma fermentans,mycoplasma fermentans,bacteria,,,,,,,,,,,,,,,,
mycoplasma genitalium,mycoplasma genitalium,mycoplasma genitalium,bacteria,,,,,,,,,,,,,,,,
mycoplasma hominis,mycoplasma hominis,mycoplasma hominis,bacteria,,,,,,,,,,,,,,,,
mycoplasma penetrans,mycoplasma penetrans,mycoplasma penetrans,bacteria,,,,,,,,,,,,,,,,
mycoplasma pneumoniae,mycoplasma pneumoniae,mycoplasma pneumoniae,bacteria,,,,,,,,,,,,,,,,
mycoplasma primatum,mycoplasma primatum,mycoplasma primatum,bacteria,,,,,,,,,,,,,,,,
mycoplasma salivarium,mycoplasma salivarium,mycoplasma salivarium,bacteria,,,,,,,,,,,,,,,,
neisseria bacilliformis,neisseria bacilliformis,neisseria bacilliformis,bacteria,,,,,,,,,,,,,,,,
neisseria cinerea,neisseria cinerea,neisseria cinerea,bacteria,,,,,,,,,,,,,,,,
neisseria elongata,neisseria elongata,neisseria elongata,bacteria,,,,,,,,,,,,,,,,
neisseria flava,neisseria flava,neisseria flava,bacteria,,,,,,,,,,,,,,,,
neisseria flavescens,neisseria flavescens,neisseria flavescens,bacteria,,,,,,,,,,,,,,,,
neisseria gonorrhoeae,neisseria gonorrhoeae,neisseria gonorrhoeae,bacteria,,,,,,,,,,,,,,,,
neisseria lactamica,neisseria lactamica,neisseria lactamica,bacteria,,,,,,,,,,,,,,,,
neisseria macacae,neisseria macacae,neisseria macacae,bacteria,,,,,,,,,,,,,,,,
neisseria meningitidis,neisseria meningitidis,neisseria meningitidis,bacteria,,,,,,,,,,,,,,,,
neisseria mucosa,neisseria mucosa,neisseria mucosa,bacteria,,,,,,,,,,,,,,,,
neisseria pharyngis,neisseria pharyngis,neisseria pharyngis,bacteria,,,,,,,,,,,,,,,,
neisseria polysaccharea,neisseria polysaccharea,neisseria polysaccharea,bacteria,,,,,,,,,,,,,,,,
neisseria sicca,neisseria sicca,neisseria sicca,bacteria,,,,,,,,,,,,,,,,
neisseria subflava,neisseria subflava,neisseria subflava,bacteria,,,,,,,,,,,,,,,,
neisseria zoodegmatis,neisseria zoodegmatis,neisseria zoodegmatis,bacteria,,,,,,,,,,,,,,,,
nocardia amamiensis,nocardia amamiensis,nocardia amamiensis,bacteria,,,,,,,,,,,,,,,,
nocardia beijingensis,nocardia beijingensis,nocardia beijingensis,bacteria,,,,,,,,,,,,,,,,
nocardia cyriacigeorgica,nocardia cyriacigeorgica,nocardia cyriacigeorgica,bacteria,,,,,,,,,,,,,,,,
nocardia exalbida,nocardia exalbida,nocardia exalbida,bacteria,,,,,,,,,,,,,,,,
nocardia flavorosea,nocardia flavorosea,nocardia flavorosea,bacteria,,,,,,,,,,,,,,,,
nocardia nova,nocardia nova,nocardia nova,bacteria,,,,,,,,,,,,,,,,
nocardia otitidiscaviarum,nocardia otitidiscaviarum,nocardia otitidiscaviarum,bacteria,,,,,,,,,,,,,,,,
nocardiopsis dassonvillei,nocardiopsis dassonvillei,nocardiopsis dassonvillei,bacteria,,,,,,,,,,,,,,,,
novosphingobium aromaticivorans,novosphingobium aromaticivorans,novosphingobium aromaticivorans,bacteria,,,,,,,,,,,,,,,,
ochrobactrum haematophilum,ochrobactrum haematophilum,ochrobactrum haematophilum,bacteria,,,,,,,,,,,,,,,,
ochrobactrum pseudintermedium,ochrobactrum pseudintermedium,ochrobactrum pseudintermedium,bacteria,,,,,,,,,,,,,,,,
okadaella gastrococcus,okadaella gastrococcus,okadaella gastrococcus,bacteria,,,,,,,,,,,,,,,,
oligella urethralis,oligella urethralis,oligella urethralis,bacteria,,,,,,,,,,,,,,,,
olsenella profusa,olsenella profusa,olsenella profusa,bacteria,,,,,,,,,,,,,,,,
olsenella uli,olsenella uli,olsenella uli,bacteria,,,,,,,,,,,,,,,,
oribacterium sinus,oribacterium sinus,oribacterium sinus,bacteria,,,,,,,,,,,,,,,,
paenibacillus alvei,paenibacillus alvei,paenibacillus alvei,bacteria,,,,,,,,,,,,,,,,
paenibacillus barengoltzii,paenibacillus barengoltzii,paenibacillus barengoltzii,bacteria,,,,,,,,,,,,,,,,
paenibacillus pasadenensis,paenibacillus pasadenensis,paenibacillus pasadenensis,bacteria,,,,,,,,,,,,,,,,
pantoea brenneri,pantoea brenneri,pantoea brenneri,bacteria,,,,,,,,,,,,,,,,
pantoea conspicua,pantoea conspicua,pantoea conspicua,bacteria,,,,,,,,,,,,,,,,
pantoea eucrina,pantoea eucrina,pantoea eucrina,bacteria,,,,,,,,,,,,,,,,
pantoea septica,pantoea septica,pantoea septica,bacteria,,,,,,,,,,,,,,,,
parabacteroides distasonis,parabacteroides distasonis,parabacteroides distasonis,bacteria,,,,,,,,,,,,,,,,
parabacteroides merdae,parabacteroides merdae,parabacteroides merdae,bacteria,,,,,,,,,,,,,,,,
paracoccus aminovorans,paracoccus aminovorans,paracoccus aminovorans,bacteria,,,,,,,,,,,,,,,,
paracoccus marcusii,paracoccus marcusii,paracoccus marcusii,bacteria,,,,,,,,,,,,,,,,
paracoccus marinus,paracoccus marinus,paracoccus marinus,bacteria,,,,,,,,,,,,,,,,
paracoccus solventivorans,paracoccus solventivorans,paracoccus solventivorans,bacteria,,,,,,,,,,,,,,,,
paracoccus yeei,paracoccus yeei,paracoccus yeei,bacteria,,,,,,,,,,,,,,,,
paracoccus zeaxanthinifaciens,paracoccus zeaxanthinifaciens,paracoccus zeaxanthinifaciens,bacteria,,,,,,,,,,,,,,,,
paraprevotella clara,paraprevotella clara,paraprevotella clara,bacteria,,,,,,,,,,,,,,,,
paraprevotella xylaniphila,paraprevotella xylaniphila,paraprevotella xylaniphila,bacteria,,,,,,,,,,,,,,,,
parascardovia denticolens,parascardovia denticolens,parascardovia denticolens,bacteria,,,,,,,,,,,,,,,,
parasutterella excrementihominis,parasutterella excrementihominis,parasutterella excrementihominis,bacteria,,,,,,,,,,,,,,,,
peptoniphilus gorbachii,peptoniphilus gorbachii,peptoniphilus gorbachii,bacteria,,,,,,,,,,,,,,,,
peptostreptococcus stomatis,peptostreptococcus stomatis,peptostreptococcus stomatis,bacteria,,,,,,,,,,,,,,,,
pigmentiphaga daeguensis,pigmentiphaga daeguensis,pigmentiphaga daeguensis,bacteria,,,,,,,,,,,,,,,,
porphyromonas catoniae,porphyromonas catoniae,porphyromonas catoniae,bacteria,,,,,,,,,,,,,,,,
porphyromonas endodontalis,porphyromonas endodontalis,porphyromonas endodontalis,bacteria,,,,,,,,,,,,,,,,
porphyromonas uenonis,porphyromonas uenonis,porphyromonas uenonis,bacteria,,,,,,,,,,,,,,,,
prevotella amnii,prevotella amnii,prevotella amnii,bacteria,,,,,,,,,,,,,,,,
prevotella baroniae,prevotella baroniae,prevotella baroniae,bacteria,,,,,,,,,,,,,,,,
prevotella bergensis,prevotella bergensis,prevotella bergensis,bacteria,,,,,,,,,,,,,,,,
prevotella buccae,prevotella buccae,prevotella buccae,bacteria,,,,,,,,,,,,,,,,
prevotella copri,prevotella copri,prevotella copri,bacteria,,,,,,,,,,,,,,,,
prevotella corporis,prevotella corporis,prevotella corporis,bacteria,,,,,,,,,,,,,,,,
prevotella dentalis,prevotella dentalis,prevotella dentalis,bacteria,,,,,,,,,,,,,,,,
prevotella denticola,prevotella denticola,prevotella denticola,bacteria,,,,,,,,,,,,,,,,
prevotella disiens,prevotella disiens,prevotella disiens,bacteria,,,,,,,,,,,,,,,,
prevotella intermedia,prevotella intermedia,prevotella intermedia,bacteria,,,,,,,,,,,,,,,,
prevotella loescheii,prevotella loescheii,prevotella loescheii,bacteria,,,,,,,,,,,,,,,,
prevotella maculosa,prevotella maculosa,prevotella maculosa,bacteria,,,,,,,,,,,,,,,,
prevotella marshii,prevotella marshii,prevotella marshii,bacteria,,,,,,,,,,,,,,,,
prevotella melaninogenica,prevotella melaninogenica,prevotella melaninogenica,bacteria,,,,,,,,,,,,,,,,
prevotella micans,prevotella micans,prevotella micans,bacteria,,,,,,,,,,,,,,,,
prevotella multiformis,prevotella multiformis,prevotella multiformis,bacteria,,,,,,,,,,,,,,,,
prevotella multisaccharivorax,prevotella multisaccharivorax,prevotella multisaccharivorax,bacteria,,,,,,,,,,,,,,,,
prevotella nanceiensis,prevotella nanceiensis,prevotella nanceiensis,bacteria,,,,,,,,,,,,,,,,
prevotella nigrescens,prevotella nigrescens,prevotella nigrescens,bacteria,,,,,,,,,,,,,,,,
prevotella oralis,prevotella oralis,prevotella oralis,bacteria,,,,,,,,,,,,,,,,
prevotella oris,prevotella oris,prevotella oris,bacteria,,,,,,,,,,,,,,,,
prevotella oulorum,prevotella oulorum,prevotella oulorum,bacteria,,,,,,,,,,,,,,,,
prevotella pallens,prevotella pallens,prevotella pallens,bacteria,,,,,,,,,,,,,,,,
prevotella salivae,prevotella salivae,prevotella salivae,bacteria,,,,,,,,,,,,,,,,
prevotella stercorea,prevotella stercorea,prevotella stercorea,bacteria,,,,,,,,,,,,,,,,
prevotella tannerae,prevotella tannerae,prevotella tannerae,bacteria,,,,,,,,,,,,,,,,
prevotella veroralis,prevotella veroralis,prevotella veroralis,bacteria,,,,,,,,,,,,,,,,
propionibacterium acidifaciens,propionibacterium acidifaciens,propionibacterium acidifaciens,bacteria,,,,,,,,,,,,,,,,
propionibacterium acidipropionici,propionibacterium acidipropionici,propionibacterium acidipropionici,bacteria,,,,,,,,,,,,,,,,
propionibacterium avidum,propionibacterium avidum,propionibacterium avidum,bacteria,,,,,,,,,,,,,,,,
propionibacterium granulosum,propionibacterium granulosum,propionibacterium granulosum,bacteria,,,,,,,,,,,,,,,,
propionibacterium propionicum,propionibacterium propionicum,propionibacterium propionicum,bacteria,,,,,,,,,,,,,,,,
pseudomonas synxantha,pseudomonas synxantha,pseudomonas synxantha,bacteria,,,,,,,,,,,,,,,,
pseudoramibacter alactolyticus,pseudoramibacter alactolyticus,pseudoramibacter alactolyticus,bacteria,,,,,,,,,,,,,,,,
psychrobacter cibarius,psychrobacter cibarius,psychrobacter cibarius,bacteria,,,,,,,,,,,,,,,,
psychrobacter faecalis,psychrobacter faecalis,psychrobacter faecalis,bacteria,,,,,,,,,,,,,,,,
psychrobacter sanguinis,psychrobacter sanguinis,psychrobacter sanguinis,bacteria,,,,,,,,,,,,,,,,
pyramidobacter piscolens,pyramidobacter piscolens,pyramidobacter piscolens,bacteria,,,,,,,,,,,,,,,,
rhizobium cellulosilyticum,rhizobium cellulosilyticum,rhizobium cellulosilyticum,bacteria,,,,,,,,,,,,,,,,
rhodobacter capsulatus,rhodobacter capsulatus,rhodobacter capsulatus,bacteria,,,,,,,,,,,,,,,,
rhodococcus rhodochrous,rhodococcus rhodochrous,rhodococcus rhodochrous,bacteria,,,,,,,,,,,,,,,,
rickettsia australis,rickettsia australis,rickettsia australis,bacteria,,,,,,,,,,,,,,,,
rickettsia japonica,rickettsia japonica,rickettsia japonica,bacteria,,,,,,,,,,,,,,,,
rickettsiella melolonthae,rickettsiella melolonthae,rickettsiella melolonthae,bacteria,,,,,,,,,,,,,,,,
roseburia faecis,roseburia faecis,roseburia faecis,bacteria,,,,,,,,,,,,,,,,
roseburia hominis,roseburia hominis,roseburia hominis,bacteria,,,,,,,,,,,,,,,,
roseburia intestinalis,roseburia intestinalis,roseburia intestinalis,bacteria,,,,,,,,,,,,,,,,
roseburia inulinivorans,roseburia inulinivorans,roseburia inulinivorans,bacteria,,,,,,,,,,,,,,,,
rothia aeria,rothia aeria,rothia aeria,bacteria,,,,,,,,,,,,,,,,
rothia dentocariosa,rothia dentocariosa,rothia dentocariosa,bacteria,,,,,,,,,,,,,,,,
rubrobacter xylanophilus,rubrobacter xylanophilus,rubrobacter xylanophilus,bacteria,,,,,,,,,,,,,,,,
ruminococcus gnavus,ruminococcus gnavus,ruminococcus gnavus,bacteria,,,,,,,,,,,,,,,,
sanguibacter keddieii,sanguibacter keddieii,sanguibacter keddieii,bacteria,,,,,,,,,,,,,,,,
scardovia inopinata,scardovia inopinata,scardovia inopinata,bacteria,,,,,,,,,,,,,,,,
scardovia wiggsiae,scardovia wiggsiae,scardovia wiggsiae,bacteria,,,,,,,,,,,,,,,,
segniliparus rotundus,segniliparus rotundus,segniliparus rotundus,bacteria,,,,,,,,,,,,,,,,
selenomonas artemidis,selenomonas artemidis,selenomonas artemidis,bacteria,,,,,,,,,,,,,,,,
selenomonas dianae,selenomonas dianae,selenomonas dianae,bacteria,,,,,,,,,,,,,,,,
selenomonas flueggei,selenomonas flueggei,selenomonas flueggei,bacteria,,,,,,,,,,,,,,,,
selenomonas infelix,selenomonas infelix,selenomonas infelix,bacteria,,,,,,,,,,,,,,,,
selenomonas noxia,selenomonas noxia,selenomonas noxia,bacteria,,,,,,,,,,,,,,,,
selenomonas sputigena,selenomonas sputigena,selenomonas sputigena,bacteria,,,,,,,,,,,,,,,,
shigella dysenteriae,shigella dysenteriae,shigella dysenteriae,bacteria,,,,,,,,,,,,,,,,
shuttleworthia satelles,shuttleworthia satelles,shuttleworthia satelles,bacteria,,,,,,,,,,,,,,,,
simonsiella muelleri,simonsiella muelleri,simonsiella muelleri,bacteria,,,,,,,,,,,,,,,,
sinorhizobium medicae,sinorhizobium medicae,sinorhizobium medicae,bacteria,,,,,,,,,,,,,,,,
slackia exigua,slackia exigua,slackia exigua,bacteria,,,,,,,,,,,,,,,,
sneathia sanguinegens,sneathia sanguinegens,sneathia sanguinegens,bacteria,,,,,,,,,,,,,,,,
solobacterium moorei,solobacterium moorei,solobacterium moorei,bacteria,,,,,,,,,,,,,,,,
sphingomonas koreensis,sphingomonas koreensis,sphingomonas koreensis,bacteria,,,,,,,,,,,,,,,,
sphingomonas rhizogenes,sphingomonas rhizogenes,sphingomonas rhizogenes,bacteria,,,,,,,,,,,,,,,,
spirillum minus,spirillum minus,spirillum minus,bacteria,,,,,,,,,,,,,,,,
staphylococcus pettenkoferi,staphylococcus pettenkoferi,staphylococcus pettenkoferi,bacteria,,,,,,,,,,,,,,,,
streptococcus anginosus,streptococcus anginosus,streptococcus anginosus,bacteria,,,,,,,,,,,,,,,,
streptococcus australis,streptococcus australis,streptococcus australis,bacteria,,,,,,,,,,,,,,,,
streptococcus constellatus,streptococcus constellatus,streptococcus constellatus,bacteria,,,,,,,,,,,,,,,,
streptococcus cristatus,streptococcus cristatus,streptococcus cristatus,bacteria,,,,,,,,,,,,,,,,
streptococcus downei,streptococcus downei,streptococcus downei,bacteria,,,,,,,,,,,,,,,,
streptococcus gordonii,streptococcus gordonii,streptococcus gordonii,bacteria,,,,,,,,,,,,,,,,
streptococcus infantis,streptococcus infantis,streptococcus infantis,bacteria,,,,,,,,,,,,,,,,
streptococcus intermedius,streptococcus intermedius,streptococcus intermedius,bacteria,,,,,,,,,,,,,,,,
streptococcus milleri,streptococcus milleri,streptococcus milleri,bacteria,,,,,,,,,,,,,,,,
streptococcus mitis,streptococcus mitis,streptococcus mitis,bacteria,,,,,,,,,,,,,,,,
streptococcus mutans,streptococcus mutans,streptococcus mutans,bacteria,,,,,,,,,,,,,,,,
streptococcus oralis,streptococcus oralis,streptococcus oralis,bacteria,,,,,,,,,,,,,,,,
